house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,4.111854049153576,92.88265490150748,456.25,252.75,11.0
Apt2,1.7763474237111359,38.07720787040943,517.25,179.75,23.0
Apt3,1.2572173273438825,28.02332500056311,420.25,271.75,28.0
Apt4,0.889413939746055,18.230309222362926,589.0,131.0,0.0
Apt5,0.7439590690653232,14.9324824158318,577.25,142.75,0.0
Apt6,1.7894535417219721,38.65977513390565,506.75,207.5,5.75
Apt7,0.6988698942670143,14.39308327299305,591.75,128.25,0.0
Apt8,1.1633013493511346,27.62097673620921,237.25,459.0,23.75
