t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,E,c_grid,c_sell,P_pv_to_load,P_pv_to_bat,P_pv_to_exp
2376,0.076892369207238,0.0,0.0,0.0,0.0,0.076892369207238,0.0,1.3912646756103988,0.24,0.06,0.0,0.0,0.0
2377,0.625692808254975,0.0,0.0,0.0,0.0,0.625692808254975,0.0,1.226608673438037,0.24,0.06,0.0,0.0,0.0
2378,0.625692808254975,0.0,0.0,0.0,0.0,0.625692808254975,0.0,1.0619526712656753,0.24,0.06,0.0,0.0,0.0
2379,0.12162061011863776,0.0,0.0,0.0,0.0,0.12162061011863776,0.0,1.0299472475502442,0.24,0.06,0.0,0.0,0.0
2380,0.12162061011863776,0.0,0.0,0.0,0.0,0.12162061011863776,0.0,0.9979418238348132,0.24,0.06,0.0,0.0,0.0
2381,0.10754880398920875,0.0,0.0,0.0,0.0,0.10754880398920875,0.0,0.9696395069955478,0.24,0.06,0.0,0.0,0.0
2382,0.10754880398920875,0.0,0.0,0.0,0.0,0.10754880398920875,0.0,0.9413371901562824,0.24,0.06,0.0,0.0,0.0
2383,0.12966164219259724,0.0,0.0,0.0,0.0,0.12966164219259724,0.0,0.9072157053687567,0.24,0.06,0.0,0.0,0.0
2384,0.12966164219259724,0.0,0.0,0.0,0.0,0.12966164219259724,0.0,0.8730942205812311,0.24,0.06,0.0,0.0,0.0
2385,0.13669754525731176,0.0,0.0,0.0,0.0,0.13669754525731176,0.0,0.8371211823556227,0.24,0.06,0.0,0.0,0.0
2386,0.13669754525731176,0.0,0.0,0.0,0.0,0.13669754525731176,0.0,0.8011481441300143,0.24,0.06,0.0,0.0,0.0
2387,0.118605223090903,0.0,0.0,0.0,0.0,0.118605223090903,0.0,0.7699362433166188,0.24,0.06,0.0,0.0,0.0
2388,0.118605223090903,0.0,0.0,0.0,0.0,0.118605223090903,0.0,0.7387243425032233,0.24,0.06,0.0,0.0,0.0
2389,0.12815394867873,0.0,0.0,0.0,0.0,0.12815394867873,0.0,0.7049996191667154,0.24,0.06,0.0,0.0,0.0
2390,0.12815394867873,0.0,0.0,0.0,0.0,0.12815394867873,0.0,0.6712748958302075,0.24,0.06,0.0,0.0,0.0
2391,0.10654367497996375,0.0,0.0,0.0,0.0,0.10654367497996375,0.0,0.6432370866249539,0.24,0.06,0.0,0.0,0.0
2392,0.10654367497996375,0.0,0.0,0.0,0.0,0.10654367497996375,0.0,0.6151992774197003,0.24,0.06,0.0,0.0,0.0
2393,0.15378473841447576,0.0,0.15378473841447576,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2394,0.15378473841447576,0.0,0.15378473841447576,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2395,0.1542873029190985,0.0,0.1542873029190985,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2396,0.1542873029190985,0.0,0.1542873029190985,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2397,0.1417231903035365,0.0,0.1417231903035365,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2398,0.1417231903035365,0.0,0.1417231903035365,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2399,0.14122062579891426,0.0,0.14122062579891426,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2400,0.14122062579891426,0.0,0.14122062579891426,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2401,0.31510794439829,0.0,0.31510794439829,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2402,0.31510794439829,0.0,0.31510794439829,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2403,0.22364120455699926,0.0,0.22364120455699926,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2404,0.22364120455699926,0.0,0.22364120455699926,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2405,0.12262573912788274,0.0,0.12262573912788274,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2406,0.12262573912788274,0.0,0.12262573912788274,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2407,0.12363086813712774,0.0,0.12363086813712774,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2408,0.12363086813712774,0.0,0.12363086813712774,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2409,0.1000103364198715,0.0,0.1000103364198715,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2410,0.1000103364198715,0.0,0.1000103364198715,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2411,0.07236928866563574,0.0,0.07236928866563574,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2412,0.07236928866563574,0.0,0.07236928866563574,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2413,0.0507590149668695,0.0,0.0507590149668695,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2414,0.0507590149668695,0.0,0.0507590149668695,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2415,0.03568207982819525,0.0,0.03568207982819525,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2416,0.03568207982819525,0.0,0.03568207982819525,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2417,0.05477953100384925,0.0,0.05477953100384925,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2418,0.05477953100384925,0.0,0.05477953100384925,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2419,0.0593026115454515,0.0,0.0593026115454515,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2420,0.0593026115454515,0.0,0.0593026115454515,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2421,0.0688513371332785,0.0,0.0688513371332785,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2422,0.0688513371332785,0.0,0.0688513371332785,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2423,0.07236928866563574,0.0,0.07236928866563574,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2424,0.07236928866563574,0.0,0.07236928866563574,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2425,0.2618361069083075,0.0,0.2618361069083075,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2426,0.2618361069083075,0.0,0.2618361069083075,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2427,0.13066677120184225,0.0,0.13066677120184225,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2428,0.13066677120184225,0.0,0.13066677120184225,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2429,0.3573233627865775,0.0,0.3573233627865775,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2430,0.3573233627865775,0.0,0.3573233627865775,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2431,0.09498469137364675,0.0,0.09498469137364675,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
2432,0.09498469137364675,0.0,0.09498469137364675,0.0,0.0,0.0,0.0,0.6151992774197003,0.14,0.06,0.0,0.0,0.0
