t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,allow_export
735,0.0561819324018572,0.0190230123123972,0.25,0.05,0.03715892008945999,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
736,0.0561819324018572,0.015016874060561642,0.25,0.05,0.04116505834129555,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
737,0.0680513547402777,0.0123870777848168,0.25,0.05,0.0556642769554609,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
738,0.0680513547402777,0.008577559815279901,0.25,0.05,0.0594737949249978,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
739,0.1859542833019217,0.0072749504450511406,0.25,0.05,0.17867933285687057,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
740,0.1859542833019217,0.00651304685114374,0.25,0.05,0.17944123645077797,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
741,0.0478733367649627,0.00560367804551234,0.25,0.05,0.04226965871945036,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
742,0.0478733367649627,0.0042764911399962606,0.25,0.05,0.04359684562496644,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
743,0.0597427591033835,0.0023348658522968,0.25,0.05,0.0574078932510867,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
744,0.0597427591033835,0.00110598908793006,0.25,0.05,0.05863677001545344,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
745,0.39841694315965,0.00012288767643666,0.25,0.05,0.39829405548321334,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
746,0.39841694315965,0.0,0.25,0.05,0.39841694315965,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
747,0.1068248010457847,0.0,0.25,0.05,0.1068248010457847,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
748,0.1068248010457847,0.0,0.25,0.05,0.1068248010457847,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
749,0.126607171609819,0.0,0.25,0.05,0.126607171609819,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
750,0.126607171609819,0.0,0.25,0.05,0.126607171609819,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
751,0.110385627747311,0.0,0.25,0.05,0.110385627747311,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
752,0.110385627747311,0.0,0.25,0.05,0.110385627747311,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
753,0.089020667538154,0.0,0.25,0.05,0.089020667538154,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
754,0.089020667538154,0.0,0.25,0.05,0.089020667538154,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
755,0.1008900898765745,0.0,0.25,0.05,0.1008900898765745,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
756,0.1008900898765745,0.0,0.25,0.05,0.1008900898765745,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
757,0.1107812751585917,0.0,0.25,0.05,0.1107812751585917,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
758,0.1107812751585917,0.0,0.25,0.05,0.1107812751585917,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
759,0.0862511356591892,0.0,0.25,0.05,0.0862511356591892,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
760,0.0862511356591892,0.0,0.25,0.05,0.0862511356591892,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
761,0.101681384699136,0.0,0.25,0.05,0.101681384699136,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
762,0.101681384699136,0.0,0.25,0.05,0.101681384699136,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
763,0.116715986327802,0.0,0.25,0.05,0.116715986327802,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
764,0.116715986327802,0.0,0.25,0.05,0.116715986327802,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
765,0.0834816037802245,0.0,0.25,0.05,0.0834816037802245,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
766,0.0834816037802245,0.0,0.25,0.05,0.0834816037802245,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
767,0.087833725304312,0.0,0.25,0.05,0.087833725304312,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
768,0.087833725304312,0.0,0.25,0.05,0.087833725304312,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
769,0.064094880627471,0.0,0.25,0.05,0.064094880627471,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
770,0.064094880627471,0.0,0.25,0.05,0.064094880627471,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
771,0.0482689841762435,0.0,0.25,0.05,0.0482689841762435,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
772,0.0482689841762435,0.0,0.25,0.05,0.0482689841762435,0.0,0.0,0.0,0.03472081023030971,0,1,0.0,1
