t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,allow_export
1457,0.7745,0.0,0.25,0.05,0.7745,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1458,0.771,0.0,0.25,0.05,0.771,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1459,0.7625,0.0,0.25,0.05,0.7625,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1460,0.754,0.0,0.25,0.05,0.754,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1461,0.69875,0.0,0.25,0.05,0.69875,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1462,0.7655,0.0,0.25,0.05,0.7655,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1463,0.77325,0.0,0.25,0.05,0.77325,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1464,0.71175,0.0,0.25,0.05,0.71175,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1465,0.686,0.0,0.25,0.05,0.686,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1466,0.72925,0.0,0.25,0.05,0.72925,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1467,0.6815,0.0,0.25,0.05,0.6815,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1468,0.7115,0.0,0.25,0.05,0.7115,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1469,0.95825,0.0,0.25,0.05,0.95825,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1470,0.652,0.0,0.25,0.05,0.652,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1471,0.844,0.0,0.25,0.05,0.844,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1472,0.661,0.0,0.25,0.05,0.661,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1473,0.8025,0.0,0.25,0.05,0.8025,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1474,0.82225,0.0,0.25,0.05,0.82225,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1475,0.886,0.00290014916390552,0.25,0.05,0.8830998508360944,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1476,0.727,0.0047188867751682805,0.25,0.05,0.7222811132248317,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1477,0.89175,0.00299845930505484,0.25,0.05,0.8887515406949452,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1478,1.0775,0.0025069085993081604,0.25,0.05,1.0749930914006918,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1479,1.0165,0.00349001001080156,0.25,0.05,1.0130099899891984,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1480,0.8625,0.0077665011507978,0.25,0.05,0.8547334988492022,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1481,0.7155,0.01484483131355028,0.25,0.05,0.7006551686864497,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1482,0.705,0.019662028229867883,0.25,0.05,0.6853379717701321,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1483,0.7745,0.031852485732386,0.25,0.05,0.742647514267614,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1484,0.785,0.03568658123721028,0.25,0.05,0.7493134187627898,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1485,0.74275,0.04625492141076429,0.25,0.05,0.6964950785892358,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1486,0.7575,0.048319434374900404,0.25,0.05,0.7091805656250996,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1487,0.6605,0.061689613571210604,0.25,0.05,0.5988103864287894,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1488,1.1,0.0641965221705188,0.25,0.05,1.0358034778294813,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1489,1.10475,0.05033479226846188,0.25,0.05,1.054415207731538,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1490,0.999,0.048073659022027086,0.25,0.05,0.9509263409779729,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1491,0.9325,0.05235015016202341,0.25,0.05,0.8801498498379766,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1492,0.91025,0.04050377815352788,0.25,0.05,0.8697462218464721,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1493,1.0045,0.022857107817221483,0.25,0.05,0.9816428921827784,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
1494,0.81,0.01695849934826108,0.25,0.05,0.793041500651739,0.0,0.0,0.0,2.0920394736842103,0,1,0.0,1
