house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,1.3734158224054647,29.025043518619697,571.25,148.75,0.0
Apt2,1.1151435903972906,22.284731516259185,593.0,127.0,0.0
Apt3,0.5650685429754991,11.22901974113273,585.25,134.75,0.0
Apt4,1.405541553919354,28.306807363812755,572.75,147.25,0.0
Apt5,1.6009027737224961,33.45430067268157,581.0,139.0,0.0
Apt6,0.681378682578386,13.966474920429512,584.75,135.25,0.0
Apt7,1.8732775653468692,40.464575080845464,553.0,167.0,0.0
Apt8,0.33165516190080013,6.840000636603438,551.75,168.25,0.0
