house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,1.2290894670222028,19.914962679635646,585.0,135.0,0.0
Apt2,1.063863495072867,19.249007562731787,554.0,166.0,0.0
Apt3,1.327496310772244,24.79223051076224,543.0,177.0,0.0
Apt4,1.2486517761013942,23.369229378877158,517.0,203.0,0.0
Apt5,1.2288601352440396,23.636072838067992,448.0,272.0,0.0
Apt6,0.9127797147477853,15.038050637359627,518.0,202.0,0.0
Apt7,1.1544108281520233,19.851943390195316,597.0,123.0,0.0
Apt8,0.8265439689461324,19.25894285914038,162.0,558.0,0.0
