house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,35.37504360103532,918.5895001049511,4518.25,3462.0,779.75
Apt2,24.2611004533125,571.8739418591124,6355.5,2313.25,91.25
Apt3,14.806794637833034,335.0301153315905,7030.25,1664.5,65.25
Apt4,24.13897352650175,554.0859121706584,5822.25,2827.25,110.5
Apt5,29.883525182026368,720.7514657583472,5422.5,2949.25,388.25
Apt6,18.543295906368524,444.3712482272189,5528.0,2952.5,279.5
Apt7,33.3405317050931,761.1900446535392,6165.75,2364.0,230.25
Apt8,6.130454964882677,146.92720241191444,5496.0,3071.25,192.75
