case,house,E_load_kWh,E_pv_kWh,E_imp_kWh,E_exp_kWh,E_ch_kWh,E_dis_kWh,E_curt_kWh,Curt_frac_of_PV,Self_Consumption,Self_Sufficiency,E_end_kWh,E_min_kWh,E_max_kWh,Cost_total_EUR,Cost_min_step_EUR,Cost_max_step_EUR,P_net_grid_max_kW,P_net_grid_min_kW,P_imp_max_kW,P_exp_max_kW,E_simul_imp_exp_kWh,E_imp_kWh_COMM,E_exp_kWh_COMM,E_curt_kWh_COMM,Curt_frac_of_PV_COMM,Self_Consumption_COMM,Self_Sufficiency_COMM,Simul_frac_of_import,Cost_total_EUR_mean_house,Cost_total_EUR_std_house,Cost_total_EUR_min_house,Cost_total_EUR_max_house,Cost_total_EUR_range_house,Cost_total_EUR_CV_house,Cost_total_EUR_Gini_house
b8_pv04_consumption_mean_export,Apt4,59.43046312832059,19.595258666399985,40.323408285342914,5.943079770669174e-05,5.006609155124221,4.51846476249961,0.0,0.0,0.9999969670827664,0.32150270816032944,5.0,1.0,5.0,10.887316671194725,-3.5658478624529996e-06,0.0442528638458063,0.655597982900834,-0.0002377231908302,0.655597982900834,0.0002377231908302,-4.173311002331204e-15,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export,Apt5,149.81598662198513,49.39693981319102,101.64960598761608,3.168472428871638e-15,12.62111978278957,11.390560603967588,0.0,0.0,1.0,0.32150361066541044,5.0,1.0,5.0,27.445393616656343,-1.6861512186494563e-17,0.1115553557708779,1.6526719373463392,-1.124100812432971e-15,1.6526719373463392,1.124100812432971e-15,-3.202299536653186e-15,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export,Apt6,278.96668994884067,91.98017584103269,190.4593729371683,9.246076126956382e-16,35.619064916516535,32.14620608715618,0.0,0.0,1.0,0.31726840587277144,5.0,0.9999999999999998,5.0,51.42403069303544,-2.0816681711721685e-17,0.1358758682291909,2.0129758256176427,-1.3877787807814457e-15,2.0129758256176427,1.3877787807814457e-15,-6.699502064222429e-15,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export,Apt7,91.80731761505041,30.27047142895276,62.66873546999977,3.43908929112402e-16,11.609120860534608,10.477231576632484,0.0,0.0,1.0,0.3173884490039149,5.0,1.0,5.004532278530984,16.92055857689994,-1.7277845820729e-17,0.04051775325969226,0.6002630112547,-1.1518563880486001e-15,0.6002630112547,1.1518563880486001e-15,-5.657800616898356e-15,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export,Apt8,265.99010256848595,87.70156899632158,181.56791646388217,1.5872719805187785e-15,33.63469632531039,30.35531343359263,0.0,0.0,1.0,0.3173884490039141,5.0,1.0,5.013131210699127,49.02333744524818,-4.246603069191223e-17,0.11739065714325361,1.73912084656672,-2.8310687127941488e-15,1.73912084656672,2.8310687127941488e-15,-7.426351200656711e-15,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export,_COMMUNITY,1248.651446164792,411.7021268864032,851.2206781471801,5.943079771687739e-05,146.372301928139,132.10100249014545,0.0,0.0,0.9999998556461241,0.318287997213564,40.0,8.0,40.0,229.82957953389075,-2.914335439641036e-17,0.3859110068795144,5.717200101918731,-1.942890293094024e-15,5.717200101918731,0.0002377231908302,5.9430797704709605e-05,851.2206781471801,5.943079771687739e-05,0.0,0.0,0.9999998556461241,0.318287997213564,6.981832000847345e-08,28.728697441736347,16.290403018239076,7.906734156401422,51.42403069303544,43.51729653663402,0.5670428689388742,0.3177491413836574
b8_pv05_equal_no_export,Apt1,42.664936467960885,51.4627658608004,2.6385144069607236e-15,0.0,36.45170218808933,32.897661224750635,5.243788429500814,0.10189480378269077,0.8981051962173093,1.0,5.0,1.0,5.4139625717782325,7.123988898793955e-16,-3.7470027081099036e-18,1.0772632785815972e-16,1.5959455978986625e-15,-5.551115123125783e-17,1.5959455978986625e-15,0.0,-1.2576745200831851e-16,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt2,242.03226949001305,51.4627658608004,191.92071264457672,0.0,13.85835990640693,12.507169815532254,1.8924489400648503e-05,3.677316810339461e-07,0.9999996322683189,0.20704494054047645,5.0,1.0,5.0,51.81859241403572,0.0,0.1178862779727143,1.746463377373545,0.0,1.746463377373545,0.0,0.0,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt3,117.94368032413539,51.4627658608004,68.04039750850586,0.0,15.994697899188647,14.43521485401776,0.0,0.0,1.0,0.42311112115955885,5.0,1.0,5.0,18.370907327296585,-3.747002708109904e-17,0.08423444369762002,1.2479176844091855,-5.551115123125784e-16,1.2479176844091855,0.0,-1.8561541192951838e-16,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt4,59.43046312832059,51.4627658608004,10.408084004529698,0.0,25.029607559071877,22.589220822062366,0.0,0.0,1.0,0.824869545740257,5.0,1.0,6.005293577182222,2.810182681223018,-3.7470027081099036e-18,0.02928729953612546,0.4338859190537105,-5.551115123125783e-17,0.4338859190537105,0.0,-7.589415207398531e-17,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt5,149.81598662198513,51.4627658608004,99.6752910968527,0.0,13.559695750441017,12.237625414773023,0.0,0.0,1.0,0.33468187645185793,5.0,1.0,5.0,26.912328596150232,-2.248201624865942e-17,0.11096585537493336,1.6439385981471608,-3.3306690738754696e-16,1.6439385981471608,0.0,-1.6653345369377348e-16,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt6,278.96668994884067,51.4627658608004,228.6827964289981,0.0,12.090998368798939,10.912126027841046,0.0,0.0,1.0,0.1802505292981899,5.0,1.0,5.0,61.744355035829486,-4.496403249731884e-17,0.1358758682291909,2.0129758256176427,-6.661338147750939e-16,2.0129758256176427,0.0,-1.6653345369377348e-16,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt7,91.80731761505041,51.4627658608004,43.07071947210409,0.0,27.960694542093115,25.234526824239026,0.0,0.0,1.0,0.5308574458879158,5.0,1.0,5.712785572035045,11.629094257468104,-3.372302437298913e-17,0.039700836632150946,0.5881605426985325,-4.996003610813204e-16,0.5881605426985325,0.0,-2.229119666630197e-16,,,,,,,,,,,,,,
b8_pv05_equal_no_export,Apt8,265.99010256848595,51.4627658608004,215.6950891945229,0.0,11.976948582947093,10.80919609610975,0.0,0.0,1.0,0.18908603323318515,5.0,1.0,5.0,58.237674082521195,-3.7470027081099036e-18,0.11739065714325361,1.73912084656672,-5.551115123125783e-17,1.73912084656672,0.0,-1.734723475976807e-17,,,,,,,,,,,,,,
