case,house,E_load_kWh,E_pv_kWh,E_imp_kWh,E_exp_kWh,E_ch_kWh,E_dis_kWh,E_curt_kWh,Curt_frac_of_PV,Self_Consumption,Self_Sufficiency,E_end_kWh,E_min_kWh,E_max_kWh,Cost_total_EUR,Cost_min_step_EUR,Cost_max_step_EUR,P_net_grid_max_kW,P_net_grid_min_kW,P_imp_max_kW,P_exp_max_kW,E_simul_imp_exp_kWh,E_imp_kWh_COMM,E_exp_kWh_COMM,E_curt_kWh_COMM,Curt_frac_of_PV_COMM,Self_Consumption_COMM,Self_Sufficiency_COMM,Simul_frac_of_import,Cost_total_EUR_mean_house,Cost_total_EUR_std_house,Cost_total_EUR_min_house,Cost_total_EUR_max_house,Cost_total_EUR_range_house,Cost_total_EUR_CV_house,Cost_total_EUR_Gini_house
b8_pv05_equal_no_export,_COMMUNITY,1248.651446164792,411.7021268864032,857.4930903500901,0.0,156.92270479703694,141.62274107932586,5.2438073539902135,0.012736896439296472,0.9872631035607035,0.31326464804580734,40.0,8.540649466667382,40.41396257177823,231.52313439452436,0.0,0.3325661648589248,4.926906146058145,0.0,4.926906146058145,0.0,0.0,857.4930903500901,0.0,5.2438073539902135,0.012736896439296472,0.9872631035607035,0.31326464804580734,0.0,28.94039179931554,23.435243191525583,7.123988898793955e-16,61.744355035829486,61.744355035829486,0.8097762930797585,0.4526857867727644
b8_pv06_weighted_no_export,Apt1,42.664936467960885,102.9255317216008,2.299809648276252e-15,0.0,34.85929243966511,31.46051142679775,56.861814240772574,0.5524558706636158,0.44754412933638427,1.0,5.0,1.0,5.413184104665905,6.209486050345881e-16,-1.8360313269738524e-16,1.0772632785815972e-16,1.5959455978986625e-15,-2.720046410331633e-15,1.5959455978986625e-15,0.0,-1.0269562977782698e-15,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt2,242.03226949001305,61.755319032960486,182.17743432621702,0.0,19.492142247840796,17.591658378676318,0.0,0.0,1.0,0.24730105324350482,5.0,1.0,5.0,49.187907268078604,0.0,0.1178862779727143,1.746463377373545,0.0,1.746463377373545,0.0,0.0,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt3,117.94368032413539,41.17021268864032,77.8438126974971,0.0,10.977898071815853,9.907553009813812,0.0,0.0,1.0,0.33999165971788364,5.0,1.0,5.0,21.01782942832422,-3.747002708109904e-17,0.08717150811177538,1.2914297498040797,-5.551115123125784e-16,1.2914297498040797,0.0,-1.630640067418199e-16,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt4,59.43046312832059,41.17021268864032,19.940607049180617,0.0,17.234426764106143,15.554070154605792,0.0,0.0,1.0,0.6644716194432909,5.0,1.0,5.0,5.383963903278767,-3.7470027081099036e-18,0.03809627386897154,0.564389242503282,-5.551115123125783e-17,0.564389242503282,0.0,-5.854691731421724e-17,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt5,149.81598662198513,41.17021268864032,109.54571504181935,0.0,9.229965875396406,8.330044202545256,1.9435623409858396e-05,4.7207974262472226e-07,0.9999995279202575,0.2687982269994691,5.0,1.0,5.0,29.577343061291224,-2.248201624865942e-17,0.1139029197890887,1.6874506635420548,-3.3306690738754696e-16,1.6874506635420548,0.0,-1.457167719820518e-16,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt6,278.96668994884067,41.17021268864032,238.54552033099034,0.0,7.682493033744176,6.9334499629541195,0.0,0.0,1.0,0.1448960434138682,5.0,1.0,5.0,64.4072904893674,-4.496403249731884e-17,0.1358758682291909,2.0129758256176427,-6.661338147750939e-16,2.0129758256176427,0.0,-1.6653345369377348e-16,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt7,91.80731761505041,41.17021268864032,52.54905983653211,0.0,19.609793949969564,17.697839039847533,0.0,0.0,1.0,0.4276157805103164,5.0,1.0,5.368849707897205,14.188246155863672,-3.372302437298913e-17,0.04051775325969226,0.6002630112547,-4.996003610813204e-16,0.6002630112547,0.0,-1.8127860323957634e-16,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,Apt8,265.99010256848595,41.17021268864032,225.536357625241,0.0,7.348387132259905,6.6319193868645625,0.0,0.0,1.0,0.15208740683435426,5.0,1.0,5.0,60.89481655881507,-3.7470027081099036e-18,0.11739065714325361,1.73912084656672,-5.551115123125783e-17,1.73912084656672,0.0,-1.734723475976807e-17,,,,,,,,,,,,,,
b8_pv06_weighted_no_export,_COMMUNITY,1248.651446164792,411.7021268864032,906.1385069074777,0.0,126.43439951479796,114.10704556210514,56.86183367639598,0.1381140148738782,0.8618859851261218,0.2743062848398054,40.0,8.0,40.4131841046659,244.65739686501894,-1.8360313269738524e-16,0.3436062914208544,5.09046357660525,-2.720046410331633e-15,5.09046357660525,0.0,-6.800116025829083e-16,906.1385069074777,0.0,56.86183367639598,0.1381140148738782,0.8618859851261218,0.2743062848398054,-7.504499559385149e-19,30.582174608127367,23.293331974959333,6.209486050345881e-16,64.4072904893674,64.4072904893674,0.7616636904809579,0.4301749121739147
b8_pv07_consumption_instant_no_export,Apt1,42.664936467960885,10.287589068391972,32.710751169870335,0.0,3.4190219706273277,3.085667328491169,4.9128165271891504e-05,4.7754789723118875e-06,0.9999952245210277,0.23331067902950278,5.0,1.8170704801402695,5.0,8.831902815864991,-1.873501354054952e-18,0.04802273712931124,0.7114479574712775,-2.775557561562892e-17,0.7114479574712775,0.0,-1.0408340855860844e-17,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt2,242.03226949001305,65.00406050439503,178.49151801054182,0.0,15.00829769152599,13.544988666602203,0.0,0.0,1.0,0.2625300816843892,5.0,1.0,5.0,48.19270986284629,0.0,0.1178862779727143,1.746463377373545,0.0,1.746463377373545,0.0,0.0,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt3,117.94368032413539,56.76946010330863,62.30232213514584,0.0,11.57027604429847,10.44217412997937,0.0,0.0,1.0,0.4717620989617651,5.0,1.0,5.0,16.821626976489377,-3.747002708109904e-17,0.06806761530288054,1.0084091155982302,-5.551115123125784e-16,1.0084091155982302,0.0,-1.5265566588595905e-16,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt4,59.43046312832059,28.605477599243155,31.39342310063428,0.0,5.830128939044633,5.261691367487778,0.0,0.0,1.0,0.4717620989617651,5.0,1.0,5.0,8.476224237171255,-1.4051260155412138e-18,0.034298487976407,0.5081257477986222,-2.0816681711721685e-17,0.5081257477986222,0.0,-1.3444106938820255e-17,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt5,149.81598662198513,72.11045688926318,79.13848231516972,0.0,14.696949563567054,13.263996981119263,0.0,0.0,1.0,0.47176209896176496,5.0,1.0,5.0,21.367390225095825,-2.248201624865942e-17,0.08646174950265638,1.2809148074467611,-3.3306690738754696e-16,1.2809148074467611,0.0,-1.3183898417423734e-16,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt6,278.96668994884067,74.92375967202796,205.7295420493478,0.0,17.29858228241169,15.611970509876553,0.0,0.0,1.0,0.2625300816843894,5.0,1.0,5.0,55.54697635332391,-4.496403249731884e-17,0.1358758682291909,2.0129758256176427,-6.661338147750939e-16,2.0129758256176427,0.0,-1.6653345369377348e-16,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt7,91.80731761505041,26.68572202873402,65.81470128055972,0.0,7.108694241649019,6.415596553088239,8.005682558752739e-06,2.999987240417392e-07,0.9999997000012759,0.2831214004473822,5.0,1.0,5.0,17.769969345751125,-3.372302437298913e-17,0.04051775325969226,0.6002630112547,-4.996003610813204e-16,0.6002630112547,0.0,-1.5265566588595902e-16,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,Apt8,265.99010256848595,77.31560102103927,190.68261222415342,0.0,20.595769047436516,18.58768156531146,2.3194581654832624e-05,2.999987240417477e-07,0.9999997000012759,0.28312140044738204,5.0,1.0,5.0,51.48430530052142,-3.7470027081099036e-18,0.11739065714325361,1.73912084656672,-5.551115123125783e-17,1.73912084656672,0.0,-1.734723475976807e-17,,,,,,,,,,,,,,
b8_pv07_consumption_instant_no_export,_COMMUNITY,1248.651446164792,411.7021268864032,846.263352285423,0.0,95.52771978056069,86.21376710195602,8.032842948547687e-05,1.951129815456141e-07,0.9999998048870185,0.32225814106514356,40.0,8.873518759996797,40.0,228.4911051170642,0.0,0.3859110068795144,5.717200101918731,0.0,5.717200101918731,0.0,0.0,846.263352285423,0.0,8.032842948547687e-05,1.951129815456141e-07,0.9999998048870185,0.32225814106514356,0.0,28.561388139633024,18.499214891721248,8.476224237171255,55.54697635332391,47.07075211615266,0.6477001328255098,0.350379036881234
b8_pv08_consumption_mean_no_export,Apt1,42.664936467960885,14.067372557236896,29.284200579264517,0.0,7.04242736964658,6.355790701106047,0.0,0.0,1.0,0.3136237153135009,5.0,1.0,5.0,7.90673415640142,0.0,0.04802273712931124,0.7114479574712775,0.0,0.7114479574712775,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt2,242.03226949001305,79.80225420812178,165.2430771791474,0.0,30.903198946216932,27.89013704896078,0.0,0.0,1.0,0.3172684058727722,5.0,1.0,5.0,44.61563083836981,0.0,0.1178862779727143,1.746463377373545,0.0,1.746463377373545,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt3,117.94368032413539,38.88808537514646,80.02436124475892,0.0,9.936064572000149,8.967298276230133,0.0,0.0,1.0,0.32150361066541056,5.0,1.0,5.0,21.60657753608491,0.0,0.08782273184692835,1.3010775088433828,0.0,1.3010775088433828,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt4,59.43046312832059,19.595258666399985,40.323354649047985,0.0,5.006668585921927,4.518518398794535,0.0,0.0,1.0,0.3215036106654103,5.0,1.0,5.0,10.887305755242958,0.0,0.0442528638458063,0.655597982900834,0.0,0.655597982900834,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt5,149.81598662198513,49.39693981319102,101.64960598761608,0.0,12.621119782789574,11.390560603967593,0.0,0.0,1.0,0.32150361066541044,5.0,1.0,5.0,27.445393616656343,0.0,0.1115553557708779,1.6526719373463392,0.0,1.6526719373463392,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt6,278.96668994884067,91.98017584103269,190.45937293716827,0.0,35.619064916516535,32.14620608715617,0.0,0.0,1.0,0.31726840587277155,5.0,1.0,5.0,51.42403069303545,0.0,0.1358758682291909,2.0129758256176427,0.0,2.0129758256176427,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt7,91.80731761505041,30.27047142895276,62.66873546999976,0.0,11.60912086053461,10.477231576632485,0.0,0.0,1.0,0.31738844900391494,5.0,1.0,5.004532278530986,16.920558576899936,0.0,0.04051775325969226,0.6002630112547,0.0,0.6002630112547,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,Apt8,265.99010256848595,87.70156899632158,181.56791646388217,0.0,33.634696325310394,30.355313433592634,0.0,0.0,1.0,0.3173884490039141,5.0,1.0,5.013131210699126,49.02333744524818,0.0,0.11739065714325361,1.73912084656672,0.0,1.73912084656672,0.0,0.0,,,,,,,,,,,,,,
b8_pv08_consumption_mean_no_export,_COMMUNITY,1248.651446164792,411.7021268864032,851.2206245108852,0.0,146.3723613589367,132.10105612644037,0.0,0.0,1.0,0.3182880401689421,40.0,8.0,40.0,229.829568617939,0.0,0.3859110068795144,5.717200101918731,0.0,5.717200101918731,0.0,0.0,851.2206245108852,0.0,0.0,0.0,1.0,0.3182880401689421,0.0,28.728696077242375,16.290404512644212,7.90673415640142,51.42403069303545,43.51729653663403,0.5670429478889145,0.31774918616033376
b8_pv09_optimal_export,Apt1,42.664936467960885,20.277163171524364,23.32853046976879,0.0005401879370744494,9.643251132258642,8.703034146863455,0.0,0.0,0.9999733597874365,0.45321539416126205,5.0,0.9999999999999952,5.0,6.298670815561349,-3.2411276224463995e-05,0.04802273712931124,0.7114479574712775,-0.0021607517482976,0.7114479574712775,0.0021607517482976,-5.984795992119984e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt2,242.03226949001305,63.02068599744179,180.41990543456723,-9.887923813067803e-17,14.444327610213744,13.036005668217808,0.0,0.0,1.0,0.2545626010336119,5.0,0.9999999999999956,5.0,48.71337446733315,-1.6653345369377344e-18,0.1178862779727143,1.746463377373545,-1.1102230246251563e-16,1.746463377373545,1.1102230246251563e-16,-1.4918621893400543e-16,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt3,117.94368032413539,57.57563520988843,61.49566578133455,-3.469446951953614e-18,11.565340175263445,10.437719508175903,0.0,0.0,1.0,0.4786014340714922,5.0,0.9999999999999982,5.000000000000001,16.60382976096033,-5.3727807319645516e-14,0.09891976576839671,1.465478011383655,-7.959675158466002e-13,1.465478011383655,5.551115123125783e-17,-1.9907861513544888e-13,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt4,59.43046312832059,39.711382255903075,20.711239960478572,3.729655473350135e-17,10.175990646776864,9.183831558715825,0.0,0.0,1.0,0.6515046514821962,5.0,0.9999999999999628,5.001131259905368,5.592034789329215,-6.245004513516505e-19,0.045888190466178494,0.679825043943385,-4.163336342344337e-17,0.679825043943385,4.163336342344337e-17,-7.025630077706069e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt5,149.81598662198513,65.394490958088,85.59495645230709,-1.3010426069826053e-17,12.035495265750196,10.862034477340082,0.0,0.0,1.0,0.42866606974141014,5.0,0.9999999999997286,5.0,23.110638242122917,-8.326672684688674e-19,0.12565117744571003,1.86149892512163,-5.551115123125783e-17,1.86149892512163,5.551115123125783e-17,-6.418476861114186e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt6,278.96668994884067,67.02601194909882,213.3985160209362,-1.3877787807814457e-17,14.952184832756725,13.494346811562432,0.0,0.0,1.0,0.23503943764730093,5.0,0.9999999999999748,5.0,57.617599325652776,-1.0408340855860842e-19,0.1358758682291909,2.0129758256176427,-6.938893903907228e-18,2.0129758256176427,6.938893903907228e-18,-1.5612511283791264e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt7,91.80731761505041,36.68502364409403,56.16618082075813,3.469446951953614e-18,10.70653179283881,9.66264494303708,0.0,0.0,1.0,0.3882167317395782,5.0,0.9999999999999968,5.000000000000008,15.164868821604696,-4.163336342344338e-19,0.04051775325969226,0.6002630112547,-2.775557561562892e-17,0.6002630112547,2.775557561562892e-17,-5.0306980803327406e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,Apt8,265.99010256848595,62.01173370036605,205.14877236847641,6.765421556309548e-17,12.004138465194771,10.833734964838364,0.0,0.0,1.0,0.228735316135849,5.0,0.9999999999999518,5.0,55.39016853948863,-1.6653345369377344e-18,0.11739065714325361,1.73912084656672,-1.1102230246251563e-16,1.73912084656672,1.1102230246251563e-16,-4.336808689942017e-17,,,,,,,,,,,,,,
b8_pv09_optimal_export,_COMMUNITY,1248.651446164792,411.7021268864045,846.2637673086269,0.0005401879370744286,95.5272599210532,86.21335207875094,0.0,0.0,0.9999986879156025,0.32225780868799764,40.0,8.0,40.001131259905364,228.49118476205305,-3.2411276224463995e-05,0.3859110068795144,5.717200101918731,-0.0021607517482976,5.717200101918731,0.0021607517482976,-1.7887562263169185e-13,846.2637673086269,0.0005401879370744286,0.0,0.0,0.9999986879156025,0.32225780868799764,-2.1137100457528753e-16,28.561398095256635,20.44972433135343,5.592034789329215,57.617599325652776,52.02556453632356,0.715991712420746,0.39213152059821293
b8_pv10_no_battery_export,Apt1,42.664936467960885,14.067372557236896,35.639991280370566,7.04242736964658,0.0,0.0,0.0,0.0,0.49937862660617205,0.16465382979922358,0.0,0.0,0.0,9.200252003521259,-0.0024158887962565513,0.04802273712931124,0.7114479574712775,-0.1610592530837701,0.7114479574712775,0.1610592530837701,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt2,242.03226949001305,79.80225420812178,193.13321422810822,30.903198946216932,0.0,0.0,0.0,0.0,0.612752806886603,0.20203527143277294,0.0,0.0,0.0,50.291775904816205,-0.015203695056144204,0.1178862779727143,1.746463377373545,-1.0135796704096136,1.746463377373545,1.0135796704096136,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt3,117.94368032413539,38.88808537514646,88.99165952098906,9.936064572000149,0.0,0.0,0.0,0.0,0.7444959175503577,0.2454732693059921,0.0,0.0,0.0,23.43158419634704,-0.006348848003609997,0.08782273184692835,1.3010775088433828,-0.4232565335739998,1.3010775088433828,0.4232565335739998,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt4,59.43046312832059,19.595258666399985,44.841873047842526,5.006668585921927,0.0,0.0,0.0,0.0,0.7444959175503578,0.24547326930599192,0.0,0.0,0.0,11.806905607762166,-0.0031991114415703334,0.0442528638458063,0.655597982900834,-0.2132740961046889,0.655597982900834,0.2132740961046889,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt5,149.81598662198513,49.39693981319102,113.04016659158367,12.621119782789574,0.0,0.0,0.0,0.0,0.7444959175503578,0.2454732693059921,0.0,0.0,0.0,29.76357779276022,-0.008064517954330885,0.1115553557708779,1.6526719373463392,-0.5376345302887258,1.6526719373463392,0.5376345302887258,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt6,278.96668994884067,91.98017584103269,222.60557902432447,35.619064916516535,0.0,0.0,0.0,0.0,0.6127528068866037,0.2020352714327728,0.0,0.0,0.0,57.966362441576614,-0.017523797523945867,0.1358758682291909,2.0129758256176427,-1.168253168263058,2.0129758256176427,1.168253168263058,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt7,91.80731761505041,30.27047142895276,73.14596704663225,11.60912086053461,0.0,0.0,0.0,0.0,0.616486948748646,0.2032664830342338,0.0,0.0,0.0,19.05286385095863,-0.006109007170003077,0.04051775325969226,0.6002630112547,-0.4072671446668718,0.6002630112547,0.4072671446668718,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,Apt8,265.99010256848595,87.70156899632158,211.92322989747476,33.634696325310394,0.0,0.0,0.0,0.0,0.6164869487486465,0.20326648303423356,0.0,0.0,0.0,55.201190292799566,-0.01769941096148906,0.11739065714325361,1.73912084656672,-1.1799607307659374,1.73912084656672,1.1799607307659374,0.0,,,,,,,,,,,,,,
b8_pv10_no_battery_export,_COMMUNITY,1248.651446164792,411.7021268864032,983.3216806373256,146.3723613589367,0.0,0.0,0.0,0.0,0.6444702327240497,0.21249305908580138,0.0,0.0,0.0,256.7145120905417,-0.06102636032511003,0.3859110068795144,5.717200101918731,-4.068424021674002,5.717200101918731,4.068424021674002,50.84456124994652,983.3216806373256,146.3723613589367,0.0,0.0,0.6444702327240497,0.21249305908580138,0.051706946212141246,32.08931401131771,18.441494303719647,9.200252003521259,57.966362441576614,48.76611043805536,0.5746926935619577,0.3205812757175531
b8_pv11_no_sharing_export,Apt1,42.664936467960885,23.516369479385112,20.630650809175172,0.0,15.200859698455425,13.718775877856022,0.0,0.0,1.0,0.516449512946827,5.0,1.0,5.002461042519244,5.570275718477298,-0.0,0.04802273712931124,0.7114479574712775,-0.0,0.7114479574712775,0.0,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt2,242.03226949001305,58.200038709141474,185.53615179937,0.0,17.4761130102404,15.772191991741964,0.0,0.0,1.0,0.23342390586877607,5.0,1.0,5.0,50.09476098582991,0.0,0.1178862779727143,1.746463377373545,0.0,1.746463377373545,0.0,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt3,117.94368032413539,57.27687747950026,62.52391729642143,0.0,19.047327710628597,17.190213258842295,0.0,0.0,1.0,0.46988327713200195,5.0,1.0,5.0,16.881457670033786,0.0,0.08257533928984301,1.223338359849526,0.0,1.223338359849526,0.0,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt4,59.43046312832059,87.78344925757784,0.0,25.332985396600712,30.974366488784728,27.95436575612821,0.0,0.0,0.7114150148934384,1.0,5.0,1.0,6.088781915705042,-1.519979123796043,-0.014342267661580895,0.0,0.0,-0.9561511774387264,0.0,0.9561511774387264,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt5,149.81598662198513,24.9216263231729,125.27992082858106,0.0,3.9544669719883196,3.568906442219456,0.0,0.0,1.0,0.16377468350766425,5.0,1.2671793169782923,5.0,33.82557862371689,0.0,0.1185395870956447,1.756142031046588,0.0,1.756142031046588,0.0,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt6,278.96668994884067,22.36821035364288,256.80828652345144,0.0,2.1518659308070673,1.9420590025533804,0.0,0.0,1.0,0.07943028405811757,5.0,2.9775525116644745,5.000098774929683,69.33823736133189,-0.0,0.1358758682291909,2.0129758256176427,-0.0,2.0129758256176427,0.0,0.0,,,,,,,,,,,,,,
b8_pv11_no_sharing_export,Apt7,91.80731761505041,87.5820263040232,10.892129776882946,0.9155963738718091,58.98709837932235,53.23585628733842,0.0,0.0,0.9895458416240166,0.8813588060316301,5.0,1.0,7.160665515332088,2.885939257326087,-0.00560021407112353,0.039700836632150946,0.5881605426985325,-0.3733476047415687,0.5881605426985325,0.3733476047415687,0.0,,,,,,,,,,,,,,
