,PV_total,Load_total,Alloc_total__equal,Alloc_total__mean_load,Alloc_total__instant_load,Alloc_total__fixed_shares,Alloc_total__hierarchical,Alloc_total__dynamic_windows
140,1.015426871284215,0.1923014724761634,1.0154268712842147,1.015426871284215,1.015426871284215,1.015426871284215,1.015426871284215,1.015426871284215
141,1.3574430350431248,1.2731162681407442,1.3574430350431248,1.3574430350431248,1.3574430350431248,1.3574430350431248,1.3574430350431248,1.3574430350431248
142,1.567751110894875,1.2780985187814635,1.567751110894875,1.567751110894875,1.567751110894875,1.567751110894875,1.567751110894875,1.567751110894875
143,1.6941483888057751,1.3617777368829271,1.694148388805775,1.6941483888057751,1.6941483888057753,1.6941483888057751,1.6941483888057751,1.694148388805775
144,1.8428510687009547,1.367467344096094,1.8428510687009547,1.8428510687009547,1.8428510687009547,1.8428510687009547,1.8428510687009547,1.8428510687009547
145,1.7015835228005352,1.1769198546693536,1.701583522800535,1.701583522800535,1.7015835228005352,1.701583522800535,1.7015835228005352,1.7015835228005352
146,1.8757780906777426,1.1779040029440633,1.8757780906777426,1.8757780906777426,1.8757780906777426,1.8757780906777426,1.8757780906777426,1.8757780906777426
147,2.105205082516018,0.6710355568482557,2.105205082516018,2.1052050825160173,2.105205082516018,2.105205082516018,2.105205082516018,2.105205082516018
148,2.1646861544740874,0.6562425780940219,2.1646861544740874,2.1646861544740874,2.1646861544740874,2.1646861544740874,2.1646861544740874,2.1646861544740874
149,2.060594278547465,1.088256593999032,2.060594278547465,2.060594278547465,2.060594278547465,2.060594278547465,2.060594278547465,2.060594278547465
150,1.5613781388993675,1.098436377715563,1.5613781388993675,1.5613781388993673,1.5613781388993675,1.5613781388993675,1.5613781388993675,1.5613781388993675
151,1.082343077237045,0.6846022075048006,1.082343077237045,1.082343077237045,1.082343077237045,1.082343077237045,1.082343077237045,1.082343077237045
152,0.8125539294272212,0.6816497626806707,0.812553929427221,0.812553929427221,0.8125539294272213,0.8125539294272212,0.812553929427221,0.812553929427221
153,0.7318296174841259,0.8380016657247205,0.7318296174841259,0.7318296174841259,0.7318296174841258,0.7318296174841259,0.7318296174841259,0.7318296174841259
154,0.7392647514788837,0.8242543445123659,0.7392647514788837,0.7392647514788837,0.7392647514788837,0.7392647514788837,0.7392647514788837,0.7392647514788837
155,0.8359214934107513,1.04703787594717,0.8359214934107513,0.8359214934107514,0.8359214934107513,0.8359214934107512,0.8359214934107513,0.8359214934107513
156,0.857164733395775,1.1245703072141624,0.8571647333957749,0.857164733395775,0.857164733395775,0.8571647333957749,0.857164733395775,0.857164733395775
157,0.663851249532045,0.9927511902377091,0.663851249532045,0.663851249532045,0.663851249532045,0.663851249532045,0.663851249532045,0.663851249532045
158,0.5013404636465995,0.945942637921819,0.5013404636465995,0.5013404636465995,0.5013404636465995,0.5013404636465995,0.5013404636465996,0.5013404636465995
159,0.3685702137401907,0.5000058247054086,0.3685702137401907,0.3685702137401907,0.3685702137401907,0.3685702137401907,0.3685702137401907,0.36857021374019067
160,0.32502157177088864,0.6115528807170638,0.32502157177088864,0.32502157177088864,0.3250215717708887,0.32502157177088864,0.32502157177088864,0.32502157177088864
161,0.279348605803084,0.4579342828163532,0.279348605803084,0.279348605803084,0.279348605803084,0.279348605803084,0.279348605803084,0.27934860580308396
162,0.2453594218270434,0.5752017006747607,0.2453594218270434,0.2453594218270434,0.24535942182704343,0.2453594218270434,0.2453594218270434,0.24535942182704337
163,0.1996864558592386,0.8276367877121612,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386,0.1996864558592386
164,0.13489457390491139,0.7886091576931937,0.13489457390491139,0.13489457390491139,0.13489457390491139,0.13489457390491139,0.13489457390491139,0.13489457390491139
165,0.0817864739423476,0.450807796364651,0.0817864739423476,0.0817864739423476,0.08178647394234762,0.0817864739423476,0.08178647394234759,0.08178647394234759
166,0.032927021976789296,0.5286477739674885,0.032927021976789296,0.032927021976789296,0.032927021976789296,0.032927021976789296,0.032927021976789296,0.032927021976789296
167,0.0,0.9172057752541072,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.8070119231201772,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.5049240970998359,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.4174271645514059,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.3569152372416733,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.3755217905604083,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.38540032802766644,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.5769401859930889,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.6863813981249872,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.5999916323856047,0.0,0.0,0.0,0.0,0.0,0.0
