house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,10.226865254365947,168.51693598392808,1667.0,493.0,0.0
Apt2,17.5556874419877,385.6550182249496,1429.0,673.0,58.0
Apt3,10.018343757950472,185.74183147479943,1465.0,695.0,0.0
Apt4,8.887778100361356,114.42366984003591,2115.0,45.0,0.0
Apt5,13.392453970625796,197.89154154231034,1779.0,350.0,31.0
Apt6,10.906172817418232,202.4287888626501,1753.0,394.0,13.0
Apt7,17.259324054491483,249.56362793378165,1834.0,326.0,0.0
Apt8,10.11058852077012,154.0434105438092,2014.0,146.0,0.0
