house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,31.237297300272857,802.750006903949,5081.75,3022.0,656.25
Apt2,22.07258282252793,509.0034584851981,6201.5,2504.25,54.25
Apt3,11.724155318069903,260.5036517747183,6799.75,1926.75,33.5
Apt4,26.797178920919105,636.3673922342348,5841.5,2807.25,111.25
Apt5,36.801386563725934,930.1677580219302,4936.0,3295.5,528.5
Apt6,17.24173657143055,410.9431788580567,5572.0,2914.0,274.0
Apt7,46.258496322995654,1153.4327783344156,5415.0,2815.5,529.5
Apt8,6.476333594811598,139.95995886459446,5552.5,3151.5,56.0
