t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,E,c_grid,c_sell,P_pv_to_load,P_pv_to_bat,P_pv_to_exp
20861,0.13689400430311674,0.01586657514399712,0.12102742915911963,0.0,0.0,0.0,0.0,0.18,0.14,0.06,0.015866575143997114,0.0,0.0
20862,0.13689400430311674,0.027430350248944184,0.10946365405417255,0.0,0.0,0.0,0.0,0.18,0.14,0.06,0.02743035024894419,0.0,0.0
20863,0.079129482256137,0.04679295042466949,0.032336531831467515,0.0,0.0,0.0,0.0,0.18,0.14,0.06,0.04679295042466949,0.0,0.0
20864,0.079129482256137,0.061852750561344746,0.017276731694792255,0.0,0.0,0.0,0.0,0.18,0.14,0.06,0.061852750561344746,0.0,0.0
20865,0.0870424304817505,0.09412375085422021,0.0,0.00708132037246971,-0.0,0.0,0.0,0.18,0.24,0.06,0.0870424304817505,-0.0,0.00708132037246971
20866,0.0870424304817505,0.09815762589082966,0.0,0.011115195409079154,-0.0,0.0,0.0,0.18,0.24,0.06,0.0870424304817505,-0.0,0.011115195409079154
20867,0.06607311768387425,0.15113585137163352,0.0,0.08506273368775918,-0.0,0.0,0.0,0.18,0.24,0.06,0.06607311768387425,-0.0,0.08506273368775918
20868,0.06607311768387425,0.17775942661325622,0.0,0.1116863089293818,-0.0,0.0,0.0,0.18,0.24,0.06,0.06607311768387425,-0.0,0.1116863089293818
20869,0.05301675311161175,0.19093675173284658,0.0,0.13791999862123472,-0.0,0.0,0.0,0.18,0.24,0.06,0.05301675311161175,-0.0,0.13791999862123472
20870,0.05301675311161175,0.2041140768524377,0.0,0.15109732374082596,-0.0,0.0,0.0,0.18,0.24,0.06,0.05301675311161175,-0.0,0.15109732374082596
20871,0.076359950377172,0.31141515282624843,0.0,0.23505520244907643,-0.0,0.0,0.0,0.18,0.24,0.06,0.076359950377172,-0.0,0.23505520244907643
20872,0.076359950377172,0.4133377287512473,0.0,0.3369777783740753,-0.0,0.0,0.0,0.18,0.24,0.06,0.076359950377172,-0.0,0.3369777783740753
20873,0.13293753019031,0.5268240797811928,0.0,0.39388654959088276,-0.0,0.0,0.0,0.18,0.24,0.06,0.13293753019031,-0.0,0.39388654959088276
20874,0.13293753019031,0.3404590530898367,0.0,0.20752152289952663,-0.0,0.0,0.0,0.18,0.24,0.06,0.13293753019031,-0.0,0.20752152289952663
20875,0.15153295852050225,0.1938949267596939,0.0,0.04236196823919158,-0.0,0.0,0.0,0.18,0.24,0.06,0.15153295852050225,-0.0,0.04236196823919158
20876,0.15153295852050225,0.4283975288879224,0.0,0.2768645703674201,-0.0,0.0,0.0,0.18,0.24,0.06,0.15153295852050225,-0.0,0.2768645703674201
20877,0.07438171332076875,0.5639357301179998,0.0,0.48955401679723104,-0.0,0.0,0.0,0.18,0.24,0.06,0.07438171332076875,-0.0,0.48955401679723104
20878,0.07438171332076875,0.7484182817922709,0.0,0.674036568471502,-0.0,0.0,0.0,0.18,0.24,0.06,0.07438171332076875,-0.0,0.674036568471502
20879,0.06805135474027775,0.8715859329100797,0.0,0.8035345781698018,-0.0,0.0,0.0,0.18,0.24,0.06,0.06805135474027775,-0.0,0.8035345781698018
20880,0.06805135474027775,0.8979405831492616,0.0,0.8298892284089838,-0.0,0.0,0.0,0.18,0.24,0.06,0.06805135474027775,-0.0,0.8298892284089838
20881,0.06290793839362875,0.8274822325098159,0.0,0.764574294116187,-0.0,0.0,0.0,0.18,0.24,0.06,0.06290793839362875,-0.0,0.764574294116187
20882,0.06290793839362875,0.6922129562821798,0.0,0.6293050178885511,-0.0,0.0,0.0,0.18,0.24,0.06,0.06290793839362875,-0.0,0.6293050178885511
20883,0.0470820419424015,0.45044937908805416,0.0,0.40336733714565254,-0.0,0.0,0.0,0.18,0.24,0.06,0.0470820419424015,-0.0,0.40336733714565254
20884,0.0470820419424015,0.3885966285267094,0.0,0.3415145865843079,-0.0,0.0,0.0,0.18,0.24,0.06,0.0470820419424015,-0.0,0.3415145865843079
20885,0.05499499016801525,0.361435203280206,0.0,0.3064402131121908,-0.0,0.0,0.0,0.18,0.24,0.06,0.05499499016801525,-0.0,0.3064402131121908
20886,0.05499499016801525,0.6101908305377874,0.0,0.4559225695996187,0.09927327077015351,0.0,0.0,0.20357740180791145,0.24,0.06,0.05499499016801525,0.09927327077015351,0.4559225695996187
20887,0.03363002995885825,0.34341722811668346,0.0,0.0,0.3097871981578252,0.0,0.0,0.27715186137039494,0.24,0.06,0.03363002995885825,0.3097871981578252,0.0
20888,0.03363002995885825,0.2976999777017764,0.0,-0.0,0.26406994774291814,0.0,0.0,0.339868473959338,0.24,0.06,0.03363002995885825,0.26406994774291814,-0.0
20889,0.04114733077319125,0.3920926535584374,0.0,0.0,0.35094532278524615,0.0,0.0,0.42321798812083394,0.24,0.06,0.04114733077319125,0.35094532278524615,0.0
20890,0.04114733077319125,0.4372720539684634,0.0,0.0,0.39612472319527214,0.0,0.0,0.5172976098797111,0.24,0.06,0.04114733077319125,0.39612472319527214,0.0
20891,0.6001971229127975,0.5997027554426032,0.0,0.0,0.0,0.000494367470194268,0.0,0.5171675131770284,0.24,0.06,0.5997027554426032,0.0,0.0
20892,0.6001971229127975,0.5397324798983428,0.0,0.0,0.0,0.060464643014454644,0.0,0.5012557650153298,0.24,0.06,0.5397324798983428,0.0,0.0
20893,0.598218885856395,0.4598617541734766,0.0,0.0,0.0,0.13835713168291847,0.0,0.46484599351982486,0.24,0.06,0.4598617541734766,0.0,0.0
20894,0.598218885856395,0.44023022899530984,0.0,0.0,0.0,0.1579886568610852,0.0,0.42327003118796036,0.24,0.06,0.44023022899530984,0.0,0.0
20895,0.24807092687298926,0.3525606781996653,0.0,-0.0,0.10448975132667604,0.0,0.0,0.4480863471280459,0.24,0.06,0.24807092687298926,0.10448975132667604,-0.0
20896,0.24807092687298926,0.3025406277457077,0.0,-0.0,0.05446970087271841,0.0,0.0,0.4610229010853165,0.24,0.06,0.24807092687298926,0.05446970087271841,-0.0
20897,0.036399561837823,0.25440305230883525,0.0,0.0,0.21800349047101225,0.0,0.0,0.5127987300721819,0.24,0.06,0.036399561837823,0.21800349047101225,0.0
20898,0.036399561837823,0.1938949267596939,0.0,0.0,0.15749536492187088,0.0,0.0,0.5502038792411262,0.24,0.06,0.036399561837823,0.15749536492187088,0.0
20899,0.19980194269674575,0.2043830018548782,0.0,-0.0,0.004581059158132339,0.0,0.0,0.5512918807911826,0.24,0.06,0.19980194269674575,0.004581059158132339,-0.0
20900,0.19980194269674575,0.18959212672064354,0.0,0.0,0.0,0.01020981597610221,0.0,0.548605087113261,0.24,0.06,0.18959212672064354,0.0,0.0
20901,0.04035603595062975,0.1643131764912246,0.0,-0.0,0.12395714054059481,0.0,0.0,0.5780449079916522,0.24,0.06,0.04035603595062975,0.12395714054059481,-0.0
20902,0.04035603595062975,0.1543629514009212,0.0,-0.0,0.1140069154502914,0.0,0.0,0.6051215504110964,0.24,0.06,0.04035603595062975,0.1140069154502914,-0.0
20903,0.168150149794291,0.09923332590059225,0.0,0.0,0.0,0.06891682389369874,0.0,0.586985544123281,0.24,0.06,0.09923332590059225,0.0,0.0
20904,0.168150149794291,0.10246042592987974,0.0,0.0,0.0,0.06568972386441126,0.0,0.569698774685278,0.24,0.06,0.10246042592987974,0.0,0.0
20905,0.041542978184472,0.0946616008591015,0.0,-0.0,0.05311862267462941,0.0,0.0,0.5823144475705024,0.24,0.06,0.041542978184472,0.05311862267462941,-0.0
20906,0.041542978184472,0.09977117590547345,0.0,-0.0,0.05822819772100145,0.0,0.0,0.5961436445292403,0.24,0.06,0.041542978184472,0.05822819772100145,-0.0
20907,0.053808047934173,0.08847632580296706,0.0,-0.0,0.03466827786879406,0.0,0.0,0.6043773605230789,0.24,0.06,0.053808047934173,0.03466827786879406,-0.0
20908,0.053808047934173,0.07045835063944485,0.0,-0.0,0.01665030270527179,0.0,0.0,0.6083318074155809,0.24,0.06,0.053808047934173,0.01665030270527179,-0.0
20909,0.1499503688753795,0.05109575046371954,0.0,0.0,0.0,0.09885461841165996,0.0,0.5823174341493547,0.24,0.06,0.05109575046371953,0.0,0.0
20910,0.1499503688753795,0.04813757543687264,0.0,0.0,0.0,0.10181279343850685,0.0,0.5555245937708002,0.24,0.06,0.04813757543687264,0.0,0.0
20911,0.031256145491174,0.03980090036121314,0.0,-0.0,0.00854475487003914,0.0,0.0,0.5575539730524345,0.24,0.06,0.031256145491174,0.00854475487003914,-0.0
20912,0.031256145491174,0.05217145047348207,0.0,-0.0,0.020915304982308064,0.0,0.0,0.5625213579857327,0.24,0.06,0.031256145491174,0.020915304982308064,-0.0
20913,0.05934711169210275,0.045986175417347654,0.0,0.0,0.0,0.013360936274755097,0.0,0.559005322123955,0.24,0.06,0.045986175417347654,0.0,0.0
20914,0.05934711169210275,0.02796820025382541,0.0,0.0,0.0,0.03137891143827734,0.0,0.5507477138507242,0.24,0.06,0.02796820025382541,0.0,0.0
20915,0.41028632593333,0.009950225090303284,0.0,0.0,0.0,0.4003361008430267,0.0,0.4453961083657172,0.24,0.06,0.0099502250903033,0.0,0.0
20916,0.41028632593333,0.0,0.0,0.0,0.0,0.41028632593333,0.0,0.33742602259378823,0.24,0.06,0.0,0.0,0.0
20917,0.17725004025374674,0.0,0.0,0.0,0.0,0.17725004025374674,0.0,0.2907812751585917,0.24,0.06,0.0,0.0,0.0
