t,Equal,Proportional,InstantLoad
542,0.1901132980931235,0.19011329809312338,0.19011329809312327
543,0.25184648130423315,0.25184648130423315,0.25184648130423315
544,0.3196683507173384,0.31966835071733835,0.31966835071733846
545,0.3912300275688486,0.3912300275688486,0.3912300275688486
546,0.3669838161757428,0.3669838161757427,0.3669838161757427
547,0.5238015295489258,0.5238015295489258,0.5238015295489258
548,0.585738072374667,0.5857380723746669,0.5857380723746669
549,0.5808159908472548,0.5808159908472548,0.5808159908472548
550,0.3489243581144991,0.3489243581144991,0.3489243581144991
551,0.3512327167073465,0.3512327167073465,0.3512327167073465
552,0.5422038564057339,0.5422038564057339,0.5422038564057339
553,0.5550592932441327,0.5550592932441327,0.5550592932441327
554,0.2822876017221047,0.2822876017221047,0.2822876017221047
555,0.2832717499968147,0.2832717499968147,0.2832717499968147
556,0.299683384175203,0.299683384175203,0.299683384175203
557,0.4642821831204415,0.4642821831204415,0.4642821831204415
558,0.8253956849554374,0.8253956849554374,0.8253956849554374
559,0.4883556555008674,0.4883556555008674,0.4883556555008674
560,0.4718776263735565,0.4718776263735565,0.4718776263735565
561,0.41101420650946374,0.41101420650946374,0.41101420650946374
562,0.355336902371595,0.355336902371595,0.355336902371595
563,0.35764349989044647,0.35764349989044647,0.35764349989044647
564,0.3922306082993569,0.3922306082993569,0.3922306082993569
565,0.3980124794132777,0.3980124794132777,0.3980124794132777
