house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,26.84346223868789,706.0074844186169,5218.25,2722.75,819.0
Apt2,21.973702900426343,564.595887102979,5571.0,2718.75,470.25
Apt3,15.210879016201366,382.3839779438377,5806.75,2403.0,550.25
Apt4,23.78592730979848,612.3193833091123,5605.25,2729.5,425.25
Apt5,35.68517392580535,923.1926673560296,4730.0,3265.0,765.0
Apt6,17.13153583510769,416.8871349958259,5655.0,2663.5,441.5
Apt7,40.6177620281614,1047.4287675917715,5331.5,2615.25,813.25
Apt8,6.656538245538022,151.55799903281908,5757.75,2632.0,370.25
