,0.58073974597962,0.3861518734099475,0.1945774848771245
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.019014703178178383,0.003290698806098259,0.014870267989517762
34,0.04334407967292129,0.007639696291139667,0.033989183976040636
35,0.057180765000775444,0.010372738151605377,0.04503566876825388
36,0.07226671750296348,0.009944621239084737,0.05480755916136548
37,0.08785646623355949,0.007100816499504033,0.06330485515537569
38,0.09795066752168609,0.007840667603740336,0.07052755675028428
39,0.10623967706639308,0.010385710451396357,0.07775025834519296
40,0.11013848800306451,0.01349716870978339,0.08242377114189861
41,0.09839156501006842,0.03544084689559154,0.08922160793710665
42,0.18837775911150034,0.0684530123074568,0.17122051427930476
43,0.3944384830471494,0.0899073886114294,0.32289724777238593
44,0.48766202408288517,0.11330923509348324,0.400647506117579
45,0.25240305108813554,0.5665238503345954,0.545951267615154
46,0.2876953247315029,0.650406153007219,0.625400985159148
47,0.3279461373197257,0.6974650567574497,0.683607462718117
48,0.359381596503943,0.7374068839229181,0.731192320284574
49,0.32149297173838015,0.6879857923500272,0.672985842725605
50,0.364352822938017,0.7681243006636861,0.754984749067802
51,0.4702797638688239,0.7985789604367443,0.8459058162037121
52,0.4751253028373095,0.8147642290534325,0.859926354593828
53,0.5135819858165688,0.7170389065159527,0.820413928221681
54,0.1676797276080443,0.7258109461621237,0.5956604491801121
55,0.09348411978260152,0.53489091897445,0.418916692504701
56,0.04957436143985393,0.4150152970326516,0.3097264389816704
57,0.10750424486602689,0.3124746096379251,0.27998590300263465
58,0.16031544504633655,0.274321245047283,0.28975779339574637
59,0.18803295770035205,0.29185183356137206,0.3199231941744828
60,0.18360571240976256,0.3243201556321944,0.3386172453613047
61,0.11580970204173642,0.2723042924846777,0.25874266301760945
62,0.0845560742621594,0.20222766553568355,0.19118915986522866
63,0.157730141196815,0.05002874585673352,0.1385059247023657
64,0.13266481590682225,0.04450380556828971,0.1181124143167413
65,0.10406682836212182,0.05207098552781471,0.10409187592662437
66,0.09636865123667354,0.04319943546494338,0.09304539113441129
67,0.08352541778300289,0.029276186537481944,0.0752010695469899
68,0.06126947038281889,0.01839267956102627,0.053108099962563445
69,0.028646713258015537,0.017875982309190082,0.031015130378137086
70,0.012451580612765002,0.008579226972410082,0.014020538390116723
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.014836993423345797,0.013841380556438458,0.01911891598652284
130,0.02957640665101242,0.02268196371214998,0.0348389135754416
131,0.039325711822996025,0.029502385728486305,0.04588539836765489
132,0.04562365436544367,0.03977417037435845,0.05693188315986808
133,0.05419552545967288,0.04267364887204303,0.06457944955447728
134,0.05727172041074077,0.05043150631333787,0.07180215114938576
135,0.06431207393914327,0.053587907977747665,0.07859998794459395
136,0.07555232813291783,0.05190711177723452,0.08497295994010157
137,0.09203116945780744,0.0481742144433601,0.09347025593411168
138,0.179918435011907,0.09858044119177613,0.1856659174691221
139,0.301169502258123,0.19783420499012336,0.3326691381654976
140,0.3356406725179376,0.2736154502525914,0.406170748513686
141,0.09286076282690113,0.7216050581989737,0.54297721401725
142,0.11193859358101886,0.8287120729559062,0.62710044435795
143,0.10115357808745462,0.9153354551960105,0.67765935552231
144,0.11604335659460063,0.9896672846259722,0.7371404274803819
145,0.12504568808878125,0.8959044255915399,0.6806334091202141
146,0.13903645952362098,0.9864303948830245,0.7503112362710971
