t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,P_share,P_share_in,P_share_out,c_p2p_buy,c_p2p_sell,c_p2p_fee,allow_export
1,0.741,0.0,0.25,0.05,0.0,0.0,0.0,0.0,1.0,0,1,0.0,-0.741,0.741,0.0,0.15,0.15,0.0,0
2,0.646,0.0,0.25,0.05,0.0,0.0,0.0,0.0,1.0,0,1,0.0,-0.646,0.646,0.0,0.15,0.15,0.0,0
3,0.76775,0.0,0.25,0.05,0.0,0.0,0.0,1.5,0.6052631578947368,0,1,0.0,0.73225,0.0,0.73225,0.15,0.15,0.0,0
4,0.6735,0.0,0.25,0.05,0.0,0.0,0.0,0.0399999999999997,0.5947368421052632,0,1,0.0,-0.6335000000000003,0.6335000000000003,0.0,0.15,0.15,0.0,0
5,0.64225,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5947368421052632,0,1,0.0,-0.64225,0.64225,0.0,0.15,0.15,0.0,0
6,0.7935,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5947368421052632,0,1,0.0,-0.7935,0.7935,0.0,0.15,0.15,0.0,0
7,0.6395,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5947368421052632,0,1,0.0,-0.6395,0.6395,0.0,0.15,0.15,0.0,0
8,0.7305,0.0,0.25,0.05,1.461,0.0,0.0,0.0,0.5947368421052632,0,1,0.0,0.7305,0.0,0.7305,0.15,0.15,0.0,0
9,0.7485,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.5947368421052632,0,1,0.0,-0.7485,0.7485,0.0,0.15,0.15,0.0,0
10,0.80575,0.0,0.25,0.05,0.1074999999999997,0.0,0.0,1.5,0.2,0,1,0.0,0.8017499999999997,0.0,0.8017499999999997,0.15,0.15,0.0,0
11,0.63825,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.63825,0.63825,0.0,0.15,0.15,0.0,0
12,0.76175,0.0,0.25,0.05,1.5235,0.0,0.0,0.0,0.2,0,1,0.0,0.76175,0.0,0.76175,0.15,0.15,0.0,0
13,0.8275,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8275,0.8275,0.0,0.15,0.15,0.0,0
14,0.6285,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6285,0.6285,0.0,0.15,0.15,0.0,0
15,0.743,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.743,0.743,0.0,0.15,0.15,0.0,0
16,0.744,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.744,0.744,0.0,0.15,0.15,0.0,0
17,0.729,0.0,0.25,0.05,1.458,0.0,0.0,0.0,0.2,0,1,0.0,0.729,0.0,0.729,0.15,0.15,0.0,0
18,0.6505,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6505,0.6505,0.0,0.15,0.15,0.0,0
19,0.68125,0.0,0.25,0.05,1.3625,0.0,0.0,-0.0,0.2,0,1,0.0,0.68125,0.0,0.68125,0.15,0.15,0.0,0
20,0.6515,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.6515,0.6515,0.0,0.15,0.15,0.0,0
21,0.5935,0.0,0.25,0.05,1.187,0.0,0.0,0.0,0.2,0,1,0.0,0.5935,0.0,0.5935,0.15,0.15,0.0,0
22,0.701,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.701,0.701,0.0,0.15,0.15,0.0,0
23,0.653,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.653,0.653,0.0,0.15,0.15,0.0,0
24,0.8395,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8395,0.8395,0.0,0.15,0.15,0.0,0
25,0.64425,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.64425,0.64425,0.0,0.15,0.15,0.0,0
26,0.56525,0.0,0.25,0.05,1.1305,0.0,0.0,-0.0,0.2,0,1,0.0,0.56525,0.0,0.56525,0.15,0.15,0.0,0
27,0.79725,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.79725,0.79725,0.0,0.15,0.15,0.0,0
28,0.61775,0.0,0.25,0.05,1.2355,0.0,0.0,0.0,0.2,0,1,0.0,0.61775,0.0,0.61775,0.15,0.15,0.0,0
29,0.673,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.673,0.673,0.0,0.15,0.15,0.0,0
30,0.613,0.0,0.25,0.05,1.226,0.0,0.0,0.0,0.2,0,1,0.0,0.613,0.0,0.613,0.15,0.15,0.0,0
31,0.762,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.762,0.762,0.0,0.15,0.15,0.0,0
32,0.627,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.627,0.627,0.0,0.15,0.15,0.0,0
33,0.653,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.653,0.653,0.0,0.15,0.15,0.0,0
34,0.68425,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.68425,0.68425,0.0,0.15,0.15,0.0,0
35,0.56975,0.0012903206025850799,0.25,0.05,1.1351989313247164,0.0,0.0,0.0,0.2,0,1,0.0,0.5667392519273015,0.0,0.5667392519273015,0.15,0.15,0.0,0
36,0.6445,0.00294930423448017,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6415506957655198,0.6415506957655198,0.0,0.15,0.15,0.0,0
37,0.834,0.00390782811068625,0.25,0.05,1.6549739062977125,0.0,0.0,-0.0,0.2,0,1,0.0,0.8248817344083987,0.0,0.8248817344083987,0.15,0.15,0.0,0
38,0.736,0.0047557530780993,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.7312442469219007,0.7312442469219007,0.0,0.15,0.15,0.0,0
39,0.7005,0.00549307913671935,0.25,0.05,1.3826897362109354,0.0,0.0,0.0,0.2,0,1,0.0,0.6876828153476549,0.0,0.6876828153476549,0.15,0.15,0.0,0
40,0.65,0.00611980628654637,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6438801937134536,0.6438801937134536,0.0,0.15,0.15,0.0,0
41,0.698,0.00674653343637342,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6912534665636265,0.6912534665636265,0.0,0.15,0.15,0.0,0
42,0.87875,0.00715206276861444,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8715979372313856,0.8715979372313856,0.0,0.15,0.15,0.0,0
43,0.7325,0.007741923615510509,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.7247580763844895,0.7247580763844895,0.0,0.15,0.15,0.0,0
44,0.88825,0.014857120081193909,0.25,0.05,1.7269762663960204,0.0,0.0,0.0,0.2,0,1,0.0,0.8535833864772142,0.0,0.8535833864772142,0.15,0.15,0.0,0
45,0.68425,0.028018390227561807,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6562316097724382,0.6562316097724382,0.0,0.15,0.15,0.0,0
46,0.76775,0.03476492366393526,0.25,0.05,1.4196169211202159,0.0,0.0,0.0,0.2,0,1,0.0,0.6866318447841511,0.0,0.6866318447841511,0.15,0.15,0.0,0
47,0.7115,0.04737319926633801,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.664126800733662,0.664126800733662,0.0,0.15,0.15,0.0,0
48,0.7955,0.054267197914435496,0.25,0.05,1.410109340285215,0.0,0.0,-0.0,0.2,0,1,0.0,0.6688765381996505,0.0,0.6688765381996505,0.15,0.15,0.0,0
49,0.67925,0.05931788141598285,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6199321185840172,0.6199321185840172,0.0,0.15,0.15,0.0,0
50,0.77225,0.0634469073442551,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.7088030926557449,0.7088030926557449,0.0,0.15,0.15,0.0,0
51,0.6305,0.05839622384270775,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.5721037761572922,0.5721037761572922,0.0,0.15,0.15,0.0,0
52,0.8015,0.0655114203083912,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.7359885796916088,0.7359885796916088,0.0,0.15,0.15,0.0,0
53,0.7915,0.0734008091356257,0.25,0.05,1.338330636214581,0.0,0.0,0.0,0.2,0,1,0.0,0.6202314453502067,0.0,0.6202314453502067,0.15,0.15,0.0,0
54,0.667,0.07461739713234876,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.5923826028676513,0.5923826028676513,0.0,0.15,0.15,0.0,0
55,0.662,0.07118883095976555,0.25,0.05,1.0867038968007816,0.0,0.0,0.0,0.2,0,1,0.0,0.49589272776054705,0.0,0.49589272776054705,0.15,0.15,0.0,0
56,0.792,0.051686556709265315,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.7403134432907347,0.7403134432907347,0.0,0.15,0.15,0.0,0
57,0.7075,0.03635017468996836,0.25,0.05,1.2938327510334389,0.0,0.0,0.0,0.2,0,1,0.0,0.6226829257234072,0.0,0.6226829257234072,0.15,0.15,0.0,0
58,0.89825,0.02687553483670071,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8713744651632993,0.8713744651632993,0.0,0.15,0.15,0.0,0
59,0.6725,0.024294893631530548,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6482051063684694,0.6482051063684694,0.0,0.15,0.15,0.0,0
60,0.66475,0.0251428185989436,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.6396071814010563,0.6396071814010563,0.0,0.15,0.15,0.0,0
61,0.88275,0.0277603261070448,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8549896738929552,0.8549896738929552,0.0,0.15,0.15,0.0,0
62,0.776,0.029382443436008848,0.25,0.05,1.4540585218799706,0.0,0.0,0.0,0.2,0,1,0.0,0.7074409653159793,0.0,0.7074409653159793,0.15,0.15,0.0,0
63,0.71975,0.022451578484980406,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6972984215150196,0.6972984215150196,0.0,0.15,0.15,0.0,0
64,0.8925,0.01658983631895105,0.25,0.05,1.7297005456034964,0.0,0.0,0.0,0.2,0,1,0.0,0.8537903819224475,0.0,0.8537903819224475,0.15,0.15,0.0,0
65,0.838,0.0120184147555068,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8259815852444932,0.8259815852444932,0.0,0.15,0.15,0.0,0
66,0.67775,0.01024883221481865,0.25,0.05,1.3213372259506044,0.0,0.0,0.0,0.2,0,1,0.0,0.6538360581654231,0.0,0.6538360581654231,0.15,0.15,0.0,0
67,0.701,0.009032244218095559,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6919677557819044,0.6919677557819044,0.0,0.15,0.15,0.0,0
68,0.83825,0.00807372034188951,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.8301762796581106,0.8301762796581106,0.0,0.15,0.15,0.0,0
69,0.76775,0.00652533561878742,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.7612246643812126,0.7612246643812126,0.0,0.15,0.15,0.0,0
70,0.894,0.00460828786637529,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8893917121336248,0.8893917121336248,0.0,0.15,0.15,0.0,0
71,0.63225,0.0026912401139631598,0.25,0.05,1.2555291996201228,0.0,0.0,-0.0,0.2,0,1,0.0,0.625970439734086,0.0,0.625970439734086,0.15,0.15,0.0,0
72,0.656,0.0012165879967230599,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6547834120032769,0.6547834120032769,0.0,0.15,0.15,0.0,0
73,0.6465,0.0,0.25,0.05,1.293,0.0,0.0,0.0,0.2,0,1,0.0,0.6465,0.0,0.6465,0.15,0.15,0.0,0
74,0.8755,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8755,0.8755,0.0,0.15,0.15,0.0,0
75,0.6405,0.0,0.25,0.05,1.281,0.0,0.0,0.0,0.2,0,1,0.0,0.6405,0.0,0.6405,0.15,0.15,0.0,0
76,0.70425,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.70425,0.70425,0.0,0.15,0.15,0.0,0
77,0.68,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.68,0.68,0.0,0.15,0.15,0.0,0
78,0.74575,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.74575,0.74575,0.0,0.15,0.15,0.0,0
79,0.78625,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.78625,0.78625,0.0,0.15,0.15,0.0,0
80,0.64975,0.0,0.25,0.05,1.2995,0.0,0.0,0.0,0.2,0,1,0.0,0.64975,0.0,0.64975,0.15,0.15,0.0,0
81,0.68325,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.68325,0.68325,0.0,0.15,0.15,0.0,0
82,0.701,0.0,0.25,0.05,1.402,0.0,0.0,0.0,0.2,0,1,0.0,0.701,0.0,0.701,0.15,0.15,0.0,0
83,0.68,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.68,0.68,0.0,0.15,0.15,0.0,0
84,0.6845,0.0,0.25,0.05,1.369,0.0,0.0,0.0,0.2,0,1,0.0,0.6845,0.0,0.6845,0.15,0.15,0.0,0
85,0.6425,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.6425,0.6425,0.0,0.15,0.15,0.0,0
86,0.701,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.701,0.701,0.0,0.15,0.15,0.0,0
87,0.59425,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.59425,0.59425,0.0,0.15,0.15,0.0,0
88,0.586,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.586,0.586,0.0,0.15,0.15,0.0,0
89,0.64975,0.0,0.25,0.05,1.2995,0.0,0.0,-0.0,0.2,0,1,0.0,0.64975,0.0,0.64975,0.15,0.15,0.0,0
90,0.65725,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.65725,0.65725,0.0,0.15,0.15,0.0,0
91,0.822,0.0,0.25,0.05,1.644,0.0,0.0,0.0,0.2,0,1,0.0,0.822,0.0,0.822,0.15,0.15,0.0,0
92,0.75975,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.75975,0.75975,0.0,0.15,0.15,0.0,0
93,0.64375,0.0,0.25,0.05,1.2875,0.0,0.0,0.0,0.2,0,1,0.0,0.64375,0.0,0.64375,0.15,0.15,0.0,0
94,0.62075,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.62075,0.62075,0.0,0.15,0.15,0.0,0
95,0.72925,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.72925,0.72925,0.0,0.15,0.15,0.0,0
96,0.632,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.632,0.632,0.0,0.15,0.15,0.0,0
97,0.7635,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.7635,0.7635,0.0,0.15,0.15,0.0,0
98,0.66925,0.0,0.25,0.05,1.3385,0.0,0.0,0.0,0.2,0,1,0.0,0.66925,0.0,0.66925,0.15,0.15,0.0,0
99,0.8805,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.8805,0.8805,0.0,0.15,0.15,0.0,0
100,0.68225,0.0,0.25,0.05,1.3645,0.0,0.0,-0.0,0.2,0,1,0.0,0.68225,0.0,0.68225,0.15,0.15,0.0,0
101,0.592,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.592,0.592,0.0,0.15,0.15,0.0,0
102,0.6605,0.0,0.25,0.05,1.321,0.0,0.0,0.0,0.2,0,1,0.0,0.6605,0.0,0.6605,0.15,0.15,0.0,0
103,0.64525,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.64525,0.64525,0.0,0.15,0.15,0.0,0
104,0.72575,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.72575,0.72575,0.0,0.15,0.15,0.0,0
105,0.67375,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.67375,0.67375,0.0,0.15,0.15,0.0,0
106,0.61125,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.61125,0.61125,0.0,0.15,0.15,0.0,0
107,0.61125,0.0,0.25,0.05,1.2225,0.0,0.0,0.0,0.2,0,1,0.0,0.61125,0.0,0.61125,0.15,0.15,0.0,0
108,0.62875,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.62875,0.62875,0.0,0.15,0.15,0.0,0
109,0.8155,0.0,0.25,0.05,1.631,0.0,0.0,-0.0,0.2,0,1,0.0,0.8155,0.0,0.8155,0.15,0.15,0.0,0
110,0.769,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.769,0.769,0.0,0.15,0.15,0.0,0
111,0.5775,0.0,0.25,0.05,1.155,0.0,0.0,0.0,0.2,0,1,0.0,0.5775,0.0,0.5775,0.15,0.15,0.0,0
112,0.64,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.64,0.64,0.0,0.15,0.15,0.0,0
113,0.77675,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.77675,0.77675,0.0,0.15,0.15,0.0,0
114,0.64375,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.64375,0.64375,0.0,0.15,0.15,0.0,0
115,0.666,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.666,0.666,0.0,0.15,0.15,0.0,0
116,0.645,0.0,0.25,0.05,1.29,0.0,0.0,0.0,0.2,0,1,0.0,0.645,0.0,0.645,0.15,0.15,0.0,0
117,0.626,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.626,0.626,0.0,0.15,0.15,0.0,0
118,0.63875,0.0,0.25,0.05,1.2775,0.0,0.0,-0.0,0.2,0,1,0.0,0.63875,0.0,0.63875,0.15,0.15,0.0,0
119,0.853,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.853,0.853,0.0,0.15,0.15,0.0,0
120,0.72275,0.0,0.25,0.05,1.4455,0.0,0.0,0.0,0.2,0,1,0.0,0.72275,0.0,0.72275,0.15,0.15,0.0,0
121,0.64275,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.64275,0.64275,0.0,0.15,0.15,0.0,0
122,0.6605,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.6605,0.6605,0.0,0.15,0.15,0.0,0
123,0.75575,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.75575,0.75575,0.0,0.15,0.15,0.0,0
124,0.72725,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.72725,0.72725,0.0,0.15,0.15,0.0,0
125,0.7865,0.0,0.25,0.05,1.573,0.0,0.0,0.0,0.2,0,1,0.0,0.7865,0.0,0.7865,0.15,0.15,0.0,0
126,0.617,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.617,0.617,0.0,0.15,0.15,0.0,0
127,0.59025,0.0,0.25,0.05,1.1805,0.0,0.0,0.0,0.2,0,1,0.0,0.59025,0.0,0.59025,0.15,0.15,0.0,0
128,0.6775,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6775,0.6775,0.0,0.15,0.15,0.0,0
129,0.66825,0.0,0.25,0.05,1.3365,0.0,0.0,0.0,0.2,0,1,0.0,0.66825,0.0,0.66825,0.15,0.15,0.0,0
130,0.58375,0.0,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.58375,0.58375,0.0,0.15,0.15,0.0,0
131,0.73825,0.00165898363189509,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.7365910163681049,0.7365910163681049,0.0,0.15,0.15,0.0,0
132,0.99275,0.00302303684034219,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.9897269631596578,0.9897269631596578,0.0,0.15,0.15,0.0,0
133,0.62625,0.0039815607165482395,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6222684392834518,0.6222684392834518,0.0,0.15,0.15,0.0,0
134,0.716,0.00494008459275432,0.25,0.05,1.4155330513574855,0.0,0.0,0.0,0.2,0,1,0.0,0.7044731359502399,0.0,0.7044731359502399,0.15,0.15,0.0,0
135,0.63775,0.005603678045512349,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6321463219544877,0.6321463219544877,0.0,0.15,0.15,0.0,0
136,0.80525,0.0062304051953394,0.25,0.05,1.589731982682202,0.0,0.0,0.0,0.2,0,1,0.0,0.7907123878775414,0.0,0.7907123878775414,0.15,0.15,0.0,0
137,0.64425,0.00682026604223544,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6374297339577646,0.6374297339577646,0.0,0.15,0.15,0.0,0
138,0.57225,0.00737326058620047,0.25,0.05,1.119922464712665,0.0,0.0,0.0,0.2,0,1,0.0,0.5550457252988656,0.0,0.5550457252988656,0.15,0.15,0.0,0
139,0.688,0.008110586644820549,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6798894133551794,0.6798894133551794,0.0,0.15,0.15,0.0,0
140,0.652,0.01611057438084801,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.6358894256191521,0.6358894256191521,0.0,0.15,0.15,0.0,0
141,0.6955,0.02886631519497486,0.25,0.05,1.2947789493500839,0.0,0.0,0.0,0.2,0,1,0.0,0.6281452645450587,0.0,0.6281452645450587,0.15,0.15,0.0,0
142,0.62875,0.0352441856020383,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.5935058143979617,0.5935058143979617,0.0,0.15,0.15,0.0,0
143,0.608,0.04711513514582106,0.25,0.05,1.0589495495139296,0.0,0.0,-0.0,0.2,0,1,0.0,0.49806468465975084,0.0,0.49806468465975084,0.15,0.15,0.0,0
144,0.735,0.05441466312615951,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6805853368738405,0.6805853368738405,0.0,0.15,0.15,0.0,0
145,0.65025,0.0588017531749488,0.25,0.05,1.104494156083504,0.0,0.0,0.0,0.2,0,1,0.0,0.5130459092584528,0.0,0.5130459092584528,0.15,0.15,0.0,0
146,0.6735,0.06396303558528915,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6095369644147108,0.6095369644147108,0.0,0.15,0.15,0.0,0
147,0.658,0.05905981729546581,0.25,0.05,1.1191339423484474,0.0,0.0,0.0,0.2,0,1,0.0,0.5201937596439131,0.0,0.5201937596439131,0.15,0.15,0.0,0
148,0.685,0.06510589097615016,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6198941090238499,0.6198941090238499,0.0,0.15,0.15,0.0,0
149,0.675,0.0730690124092467,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6019309875907534,0.6019309875907534,0.0,0.15,0.15,0.0,0
150,0.785,0.07513352537338275,0.25,0.05,1.3195549154220574,0.0,0.0,0.0,0.2,0,1,0.0,0.6096884407954403,0.0,0.6096884407954403,0.15,0.15,0.0,0
151,1.019,0.0715206276861446,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.9474793723138553,0.9474793723138553,0.0,0.15,0.15,0.0,0
152,1.0325,0.05419346530857351,0.25,0.05,1.8843551156380882,0.0,0.0,-0.0,0.2,0,1,0.0,0.9060485809466619,0.0,0.9060485809466619,0.15,0.15,0.0,0
153,1.018,0.03756676268669145,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.9804332373133086,0.9804332373133086,0.0,0.15,0.15,0.0,0
154,0.9405,0.0282027217422168,0.25,0.05,1.786990927525944,0.0,0.0,-0.0,0.2,0,1,0.0,0.8746936492681608,0.0,0.8746936492681608,0.15,0.15,0.0,0
155,1.10175,0.02540088271946061,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-1.0763491172805395,1.0763491172805395,0.0,0.15,0.15,0.0,0
156,0.9315,0.025658946839977652,0.25,0.05,1.7774701772000745,0.0,0.0,0.0,0.2,0,1,0.0,0.8716291240400521,0.0,0.8716291240400521,0.15,0.15,0.0,0
157,0.9375,0.029013780406698896,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.9084862195933011,0.9084862195933011,0.0,0.15,0.15,0.0,0
158,0.94625,0.02975110646531895,0.25,0.05,0.0,0.0,0.0,-0.0,0.2,0,1,0.0,-0.9164988935346811,0.9164988935346811,0.0,0.15,0.15,0.0,0
159,0.978,0.02304143933187645,0.25,0.05,1.8791952022270784,0.0,0.0,0.0,0.2,0,1,0.0,0.9242366415589549,0.0,0.9242366415589549,0.15,0.15,0.0,0
160,0.78425,0.01740089498343315,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.7668491050165669,0.7668491050165669,0.0,0.15,0.15,0.0,0
161,0.77325,0.012792607117057798,0.25,0.05,1.5038579762764739,0.0,0.0,0.0,0.2,0,1,0.0,0.7434005833935318,0.0,0.7434005833935318,0.15,0.15,0.0,0
162,0.96975,0.01128108869688675,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.9584689113031133,0.9584689113031133,0.0,0.15,0.15,0.0,0
163,0.8725,0.009695837670853651,0.25,0.05,1.7126805410971546,0.0,0.0,0.0,0.2,0,1,0.0,0.8498763787680083,0.0,0.8498763787680083,0.15,0.15,0.0,0
164,0.64225,0.00851611597706151,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6337338840229385,0.6337338840229385,0.0,0.15,0.15,0.0,0
165,0.65675,0.00693086495102844,0.25,0.05,1.290397116829905,0.0,0.0,0.0,0.2,0,1,0.0,0.6405779817809336,0.0,0.6405779817809336,0.15,0.15,0.0,0
166,0.662,0.00468202047223728,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.6573179795277627,0.6573179795277627,0.0,0.15,0.15,0.0,0
167,0.83525,0.00283870532568717,0.25,0.05,0.0,0.0,0.0,0.0,0.2,0,1,0.0,-0.8324112946743129,0.8324112946743129,0.0,0.15,0.15,0.0,0
168,0.72325,0.00114285539086107,0.25,0.05,1.442690482030463,0.0,0.0,-0.0,0.2,0,1,0.0,0.7205833374213241,0.0,0.7205833374213241,0.15,0.15,0.0,0
