t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,allow_export
1,0.3861518734099475,0.0,0.25,0.05,0.0,0.0,0.0,0.3861518734099475,2.3983810859447505,0,0,0.0,1
2,0.3861518734099475,0.0,0.25,0.05,0.0,0.0,0.0,0.3861518734099475,2.296762171889501,0,0,0.0,1
3,0.32996994100809,0.0,0.25,0.05,0.0,0.0,0.0,0.32996994100809,2.2099279768873723,0,0,0.0,1
4,0.32996994100809,0.0,0.25,0.05,0.0,0.0,0.0,0.32996994100809,2.1230937818852436,0,0,0.0,1
5,0.2282885563089547,0.0,0.25,0.05,0.0,0.0,0.0,0.2282885563089547,2.063017846014466,0,0,0.0,1
6,0.2282885563089547,0.0,0.25,0.05,0.0,0.0,0.0,0.2282885563089547,2.0029419101436883,0,0,0.0,1
7,0.2492578691068312,0.0,0.25,0.05,0.0,0.0,0.0,0.2492578691068312,1.9373477340629432,0,0,0.0,1
8,0.2492578691068312,0.0,0.25,0.05,0.0,0.0,0.0,0.2492578691068312,1.8717535579821982,0,0,0.0,1
9,0.268644592259585,0.0,0.25,0.05,0.0,0.0,0.0,0.268644592259585,1.8010576126507285,0,0,0.0,1
10,0.268644592259585,0.0,0.25,0.05,0.0,0.0,0.0,0.268644592259585,1.7303616673192588,0,0,0.0,1
11,0.1270028190210997,0.0,0.25,0.05,0.0,0.0,0.0,0.1270028190210997,1.696939872840022,0,0,0.0,1
12,0.1270028190210997,0.0,0.25,0.05,0.0,0.0,0.0,0.1270028190210997,1.6635180783607852,0,0,0.0,1
13,0.1107812751585917,0.0,0.25,0.05,0.0,0.0,0.0,0.1107812751585917,1.6343651112137874,0,0,0.0,1
14,0.1107812751585917,0.0,0.25,0.05,0.0,0.0,0.0,0.1107812751585917,1.6052121440667895,0,0,0.0,1
15,0.0799207770786982,0.0,0.25,0.05,0.0,0.0,0.0,0.0799207770786982,1.5841803606250269,0,0,0.0,1
16,0.0799207770786982,0.0,0.25,0.05,0.0,0.0,0.0,0.0799207770786982,1.5631485771832643,0,0,0.0,1
17,0.073986065909488,0.0,0.25,0.05,0.0,0.0,0.0,0.073986065909488,1.5436785598386622,0,0,0.0,1
18,0.073986065909488,0.0,0.25,0.05,0.0,0.0,0.0,0.073986065909488,1.5242085424940601,0,0,0.0,1
19,0.073986065909488,0.0,0.25,0.05,0.0,0.0,0.0,0.073986065909488,1.504738525149458,0,0,0.0,1
20,0.073986065909488,0.0,0.25,0.05,0.0,0.0,0.0,0.073986065909488,1.485268507804856,0,0,0.0,1
21,0.0573688746356992,0.0,0.25,0.05,0.0,0.0,0.0,0.0573688746356992,1.4701714355323034,0,0,0.0,1
22,0.0573688746356992,0.0,0.25,0.05,0.0,0.0,0.0,0.0573688746356992,1.455074363259751,0,0,0.0,1
23,0.0648861754500322,0.0,0.25,0.05,0.0,0.0,0.0,0.0648861754500322,1.4379990539307952,0,0,0.0,1
24,0.0648861754500322,0.0,0.25,0.05,0.0,0.0,0.0,0.0648861754500322,1.4209237446018395,0,0,0.0,1
25,0.0411473307731912,0.0,0.25,0.05,0.0,0.0,0.0,0.0411473307731912,1.410095499661526,0,0,0.0,1
26,0.0411473307731912,0.0,0.25,0.05,0.0,0.0,0.0,0.0411473307731912,1.3992672547212126,0,0,0.0,1
27,0.13293753019031,0.0,0.25,0.05,0.0,0.0,0.0,0.13293753019031,1.3642836941448153,0,0,0.0,1
28,0.13293753019031,0.0,0.25,0.05,0.0,0.0,0.0,0.13293753019031,1.329300133568418,0,0,0.0,1
29,0.067655707328997,0.0,0.25,0.05,0.0,0.0,0.0,0.067655707328997,1.3114960000607871,0,0,0.0,1
30,0.067655707328997,0.0,0.25,0.05,0.0,0.0,0.0,0.067655707328997,1.2936918665531563,0,0,0.0,1
31,0.065281822861313,0.0,0.25,0.05,0.0,0.0,0.0,0.065281822861313,1.2765124394843896,0,0,0.0,1
32,0.065281822861313,0.0,0.25,0.05,0.0,0.0,0.0,0.065281822861313,1.259333012415623,0,0,0.0,1
33,0.0854598408366277,0.0,0.25,0.05,0.0,0.0,0.0,0.0854598408366277,1.2368435806165106,0,0,0.0,1
34,0.0854598408366277,0.0,0.25,0.05,0.0,0.0,0.0,0.0854598408366277,1.2143541488173981,0,0,0.0,1
35,0.0989118528201712,0.0010752671688209,0.25,0.05,0.0,0.0,0.0,0.0978365856513503,1.188607678909148,0,0,0.0,1
36,0.0989118528201712,0.002457753528733475,0.25,0.05,0.0,0.0,0.0,0.09645409929143772,1.163225021200875,0,0,0.0,1
37,0.1008900898765745,0.003256523425571875,0.25,0.05,0.0,0.0,0.0,0.09763356645100262,1.1375319773979795,0,0,0.0,1
38,0.1008900898765745,0.00396312756508275,0.25,0.05,0.0,0.0,0.0,0.09692696231149174,1.1120248820528502,0,0,0.0,1
39,0.0648861754500322,0.004577565947266125,0.25,0.05,0.0,0.0,0.0,0.06030860950276607,1.096154195341596,0,0,0.0,1
40,0.0648861754500322,0.005099838572121975,0.25,0.05,0.0,0.0,0.0,0.05978633687791022,1.0804209487947776,0,0,0.0,1
41,0.068842649562839,0.00562211119697785,0.25,0.05,0.0,0.0,0.0,0.06322053836586115,1.0637839650142877,0,0,0.0,1
42,0.068842649562839,0.0059600523071787,0.25,0.05,0.0,0.0,0.0,0.0628825972556603,1.0472359131049034,0,0,0.0,1
43,0.2152321917366922,0.006451603012925425,0.25,0.05,0.0,0.0,0.0,0.20878058872376676,0.9922936529144385,0,0,0.0,1
44,0.2152321917366922,0.012380933400994925,0.25,0.05,0.0,0.0,0.0,0.20285125833569728,0.9389117428260971,0,0,0.0,1
45,0.1368940043031167,0.023348658522968174,0.25,0.05,0.0,0.0,0.0,0.11354534578014853,0.9090313886734265,0,0,0.0,1
46,0.1368940043031167,0.02897076971994605,0.25,0.05,0.0,0.0,0.0,0.10792323458317066,0.8806305374673289,0,0,0.0,1
47,1.3368925631526924,0.03947766605528168,0.25,0.05,0.0,-0.0,0.0,1.2974148970974109,0.5392055645469576,0,0,0.0,1
48,1.3368925631526924,0.04522266492869625,0.25,0.05,0.0,-0.0,0.0,1.2916698982239962,0.1992924334353796,0,0,0.0,1
49,1.245498050711595,0.049431567846652376,0.25,0.05,1.1960664828649425,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
50,1.245498050711595,0.05287242278687925,0.25,0.05,1.1926256279247156,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
51,1.2965365667668023,0.04866351986892312,0.25,0.05,1.2478730468978791,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
52,1.2965365667668023,0.054592850256992675,0.25,0.05,1.2419437165098097,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
53,1.01602259173354,0.06116734094635475,0.25,0.05,0.9548552507871851,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
54,1.01602259173354,0.0621811642769573,0.25,0.05,0.9538414274565826,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
55,0.8490593050436075,0.05932402579980463,0.25,0.05,0.7897352792438028,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
56,0.8490593050436075,0.04307213059105443,0.25,0.05,0.8059871744525531,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
57,1.0401570046921775,0.0302918122416403,0.25,0.05,1.0098651924505373,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
58,1.0401570046921775,0.022396279030583926,0.25,0.05,1.0177607256615937,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
59,0.956675440476695,0.020245744692942123,0.25,0.05,0.9364296957837528,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
60,0.956675440476695,0.020952348832453,0.25,0.05,0.9357230916442419,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
61,0.956279832630155,0.023133605089204,0.25,0.05,0.933146227540951,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
62,0.956279832630155,0.024485369530007375,0.25,0.05,0.9317944631001477,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
63,0.7161217748532975,0.018709648737483674,0.25,0.05,0.6974121261158138,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
64,0.7161217748532975,0.013824863599125875,0.25,0.05,0.7022969112541717,0.0,0.0,0.0,0.1992924334353796,0,1,0.0,1
65,0.0997031476427325,0.010015345629589,0.25,0.05,0.0,0.0,0.0,0.0896878020131435,0.17569038027402606,0,0,0.0,1
66,0.0997031476427325,0.008540693512348875,0.25,0.05,0.0,0.0,0.0,0.09116245413038362,0.15170026076603038,0,0,0.0,1
67,0.1586546119235545,0.0075268701817463,0.25,0.05,0.1511277417418082,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
68,0.1586546119235545,0.006728100284907925,0.25,0.05,0.1519265116386466,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
69,0.1305636457226257,0.00543777968232285,0.25,0.05,0.12512586604030285,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
70,0.1305636457226257,0.003840239888646075,0.25,0.05,0.12672340583397962,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
71,0.2286842037202357,0.0022427000949693,0.25,0.05,0.2264415036252664,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
72,0.2286842037202357,0.00101382333060255,0.25,0.05,0.22767038038963316,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
73,0.2706228293159875,0.0,0.25,0.05,0.2706228293159875,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
74,0.2706228293159875,0.0,0.25,0.05,0.2706228293159875,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
75,0.0399603885393492,0.0,0.25,0.05,0.0399603885393492,0.0,0.0,0.0,0.15170026076603038,0,1,0.0,1
76,0.0399603885393492,0.0,0.25,0.05,0.0,0.0,0.0,0.0399603885393492,0.14118436904514903,0,0,0.0,1
77,0.0158258964512273,0.0,0.25,0.05,0.0,0.0,0.0,0.0158258964512273,0.1370196594527208,0,0,0.0,1
78,0.0158258964512273,0.0,0.25,0.05,0.0,0.0,0.0,0.0158258964512273,0.13285494986029256,0,0,0.0,1
79,0.0720078288530845,0.0,0.25,0.05,0.0720078288530845,0.0,0.0,0.0,0.13285494986029256,0,1,0.0,1
80,0.0720078288530845,0.0,0.25,0.05,0.0720078288530845,0.0,0.0,0.0,0.13285494986029256,0,1,0.0,1
81,0.0625122909823482,0.0,0.25,0.05,0.0,0.0,0.0,0.0625122909823482,0.11640434697020093,0,0,0.0,1
82,0.0625122909823482,0.0,0.25,0.05,0.0,0.0,0.0,0.0625122909823482,0.09995374408010929,0,0,0.0,1
83,0.0850641934253472,0.0,0.25,0.05,0.0850641934253472,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
84,0.0850641934253472,0.0,0.25,0.05,0.0850641934253472,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
85,0.1171116337390827,0.0,0.25,0.05,0.1171116337390827,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
86,0.1171116337390827,0.0,0.25,0.05,0.1171116337390827,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
87,0.0909989045945575,0.0,0.25,0.05,0.0909989045945575,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
88,0.0909989045945575,0.0,0.25,0.05,0.0909989045945575,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
89,0.0945597312960835,0.0,0.25,0.05,0.0945597312960835,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
90,0.0945597312960835,0.0,0.25,0.05,0.0945597312960835,0.0,0.0,0.0,0.09995374408010929,0,1,0.0,1
91,0.0308604980798935,0.0,0.25,0.05,0.0,0.0,0.0,0.0308604980798935,0.09183256037487417,0,0,0.0,1
92,0.0308604980798935,0.0,0.25,0.05,0.0,0.0,0.0,0.0308604980798935,0.08371137666963904,0,0,0.0,1
93,0.016221543862508,0.0,0.25,0.05,0.0,0.0,0.0,0.016221543862508,0.0794425493374001,0,0,0.0,1
94,0.016221543862508,0.0,0.25,0.05,0.0,0.0,0.0,0.016221543862508,0.07517372200516115,0,0,0.0,1
95,0.037586504071665,0.0,0.25,0.05,0.0,0.0,0.0,0.037586504071665,0.06528253672314405,0,0,0.0,1
96,0.037586504071665,0.0,0.25,0.05,0.0,0.0,0.0,0.037586504071665,0.055391351441126946,0,0,0.0,1
97,0.0842728986027857,0.0,0.25,0.05,0.0842728986027857,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
98,0.0842728986027857,0.0,0.25,0.05,0.0842728986027857,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
99,0.0909989045945575,0.0,0.25,0.05,0.0909989045945575,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
100,0.0909989045945575,0.0,0.25,0.05,0.0909989045945575,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
101,0.0696339443854005,0.0,0.25,0.05,0.0696339443854005,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
102,0.0696339443854005,0.0,0.25,0.05,0.0696339443854005,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
103,0.0573688746356992,0.0,0.25,0.05,0.0573688746356992,0.0,0.0,0.0,0.055391351441126946,0,1,0.0,1
