house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,4.5709901704563505,71.96960315015895,476.0,244.0,0.0
Apt2,1.3501461872605334,24.117242256775377,566.0,154.0,0.0
Apt3,1.5947596087355502,27.550828721009527,580.0,140.0,0.0
Apt4,1.8727985255607198,46.85268947135933,296.0,424.0,0.0
Apt5,1.1546334355364818,22.55370641931103,532.0,188.0,0.0
Apt6,0.9631338627900282,20.52628093693057,464.0,256.0,0.0
Apt7,3.376208290849119,52.65257488650707,580.0,140.0,0.0
Apt8,0.9017318581944651,18.53988088610236,569.0,151.0,0.0
