t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,allow_export
2371,1.49675,0.01987976908416178,0.25,0.05,1.4768702309158384,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2372,1.5955,0.016515500469918957,0.25,0.05,1.578984499530081,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2373,1.4865,0.010857412345965248,0.25,0.05,1.4756425876540347,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2374,1.5885,0.006193312676219585,0.25,0.05,1.5823066873237805,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2375,1.49175,0.002829044061976822,0.25,0.05,1.488920955938023,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2376,1.349,0.0,0.25,0.05,1.349,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2377,1.25,0.0,0.25,0.05,1.25,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2378,1.38075,0.0,0.25,0.05,1.38075,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2379,1.188,0.0,0.25,0.05,1.188,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2380,0.976,0.0,0.25,0.05,0.976,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2381,1.01625,0.0,0.25,0.05,1.01625,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2382,0.93125,0.0,0.25,0.05,0.93125,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2383,0.89875,0.0,0.25,0.05,0.89875,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2384,0.71275,0.0,0.25,0.05,0.71275,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2385,0.74325,0.0,0.25,0.05,0.74325,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2386,0.83975,0.0,0.25,0.05,0.83975,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2387,0.8575,0.0,0.25,0.05,0.8575,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2388,0.66625,0.0,0.25,0.05,0.66625,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2389,0.814,0.0,0.25,0.05,0.814,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2390,0.76625,0.0,0.25,0.05,0.76625,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2391,0.745,0.0,0.25,0.05,0.745,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2392,0.91925,0.0,0.25,0.05,0.91925,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2393,0.793,0.0,0.25,0.05,0.793,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2394,0.7775,0.0,0.25,0.05,0.7775,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2395,0.728,0.0,0.25,0.05,0.728,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2396,0.729,0.0,0.25,0.05,0.729,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2397,0.6995,0.0,0.25,0.05,0.6995,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2398,0.691,0.0,0.25,0.05,0.691,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2399,0.734,0.0,0.25,0.05,0.734,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2400,0.783,0.0,0.25,0.05,0.783,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2401,0.714,0.0,0.25,0.05,0.714,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2402,0.73025,0.0,0.25,0.05,0.73025,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2403,0.82425,0.0,0.25,0.05,0.82425,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2404,0.709,0.0,0.25,0.05,0.709,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2405,0.722,0.0,0.25,0.05,0.722,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2406,0.78325,0.0,0.25,0.05,0.78325,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2407,0.81625,0.0,0.25,0.05,0.81625,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2408,0.7545,0.0,0.25,0.05,0.7545,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2409,0.68425,0.0,0.25,0.05,0.68425,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2410,0.784,0.0,0.25,0.05,0.784,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2411,0.74275,0.0,0.25,0.05,0.74275,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2412,0.85925,0.0,0.25,0.05,0.85925,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2413,0.71725,0.0,0.25,0.05,0.71725,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2414,0.86575,0.0,0.25,0.05,0.86575,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2415,0.732,0.0,0.25,0.05,0.732,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2416,0.719,0.0,0.25,0.05,0.719,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2417,0.6725,0.0,0.25,0.05,0.6725,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2418,0.68325,0.0,0.25,0.05,0.68325,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2419,0.73725,0.0,0.25,0.05,0.73725,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2420,0.7185,0.0,0.25,0.05,0.7185,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2421,0.68425,0.0,0.25,0.05,0.68425,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2422,0.707,0.0,0.25,0.05,0.707,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2423,0.764,0.0,0.25,0.05,0.764,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2424,0.6435,0.0,0.25,0.05,0.6435,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2425,0.707,0.0,0.25,0.05,0.707,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2426,0.65025,0.0,0.25,0.05,0.65025,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2427,0.8325,0.0,0.25,0.05,0.8325,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2428,0.66775,0.0,0.25,0.05,0.66775,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2429,0.83125,0.0,0.25,0.05,0.83125,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
2430,0.731,0.0,0.25,0.05,0.731,0.0,0.0,0.0,0.2381578947368421,0,1,0.0,1
