t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y,P_curt,allow_export
1,0.3861518734099475,0.0,0.25,0.0,0.0,0.0,0.0,0.3861518734099475,2.3983810859447505,0,1,0.0,0
2,0.3861518734099475,0.0,0.25,0.0,0.0,0.0,0.0,0.3861518734099475,2.296762171889501,0,1,0.0,0
3,0.32996994100809,0.0,0.25,0.0,0.0,0.0,0.0,0.32996994100809,2.2099279768873723,0,1,0.0,0
4,0.32996994100809,0.0,0.25,0.0,0.0,0.0,0.0,0.32996994100809,2.1230937818852436,0,1,0.0,0
5,0.2282885563089547,0.0,0.25,0.0,0.0,0.0,0.0,0.2282885563089547,2.063017846014466,0,1,0.0,0
6,0.2282885563089547,0.0,0.25,0.0,0.0,0.0,0.0,0.2282885563089547,2.0029419101436883,0,1,0.0,0
7,0.2492578691068312,0.0,0.25,0.0,0.0,0.0,0.0,0.2492578691068312,1.9373477340629432,0,1,0.0,0
8,0.2492578691068312,0.0,0.25,0.0,0.0,0.0,0.0,0.2492578691068312,1.8717535579821982,0,1,0.0,0
9,0.268644592259585,0.0,0.25,0.0,0.0,0.0,0.0,0.268644592259585,1.8010576126507285,0,1,0.0,0
10,0.268644592259585,0.0,0.25,0.0,0.0,0.0,0.0,0.268644592259585,1.7303616673192588,0,1,0.0,0
11,0.1270028190210997,0.0,0.25,0.0,0.0,0.0,0.0,0.1270028190210997,1.696939872840022,0,1,0.0,0
12,0.1270028190210997,0.0,0.25,0.0,0.0,0.0,0.0,0.1270028190210997,1.6635180783607852,0,1,0.0,0
13,0.1107812751585917,0.0,0.25,0.0,0.0,0.0,0.0,0.1107812751585917,1.6343651112137874,0,1,0.0,0
14,0.1107812751585917,0.0,0.25,0.0,0.0,0.0,0.0,0.1107812751585917,1.6052121440667895,0,1,0.0,0
15,0.0799207770786982,0.0,0.25,0.0,0.0,0.0,0.0,0.0799207770786982,1.5841803606250269,0,1,0.0,0
16,0.0799207770786982,0.0,0.25,0.0,0.0,0.0,0.0,0.0799207770786982,1.5631485771832643,0,1,0.0,0
17,0.073986065909488,0.0,0.25,0.0,0.0,0.0,0.0,0.073986065909488,1.5436785598386622,0,1,0.0,0
18,0.073986065909488,0.0,0.25,0.0,0.0,0.0,0.0,0.073986065909488,1.5242085424940601,0,1,0.0,0
19,0.073986065909488,0.0,0.25,0.0,0.0,0.0,0.0,0.073986065909488,1.504738525149458,0,1,0.0,0
20,0.073986065909488,0.0,0.25,0.0,0.0,0.0,0.0,0.073986065909488,1.485268507804856,0,1,0.0,0
21,0.0573688746356992,0.0,0.25,0.0,0.0,0.0,0.0,0.0573688746356992,1.4701714355323034,0,1,0.0,0
22,0.0573688746356992,0.0,0.25,0.0,0.0,0.0,0.0,0.0573688746356992,1.455074363259751,0,1,0.0,0
23,0.0648861754500322,0.0,0.25,0.0,0.0,0.0,0.0,0.0648861754500322,1.4379990539307952,0,1,0.0,0
24,0.0648861754500322,0.0,0.25,0.0,0.0,0.0,0.0,0.0648861754500322,1.4209237446018395,0,1,0.0,0
25,0.0411473307731912,0.0,0.25,0.0,0.0,0.0,0.0,0.0411473307731912,1.410095499661526,0,1,0.0,0
26,0.0411473307731912,0.0,0.25,0.0,0.0,0.0,0.0,0.0411473307731912,1.3992672547212126,0,1,0.0,0
27,0.13293753019031,0.0,0.25,0.0,0.0,0.0,0.0,0.13293753019031,1.3642836941448153,0,1,0.0,0
28,0.13293753019031,0.0,0.25,0.0,0.0,0.0,0.0,0.13293753019031,1.329300133568418,0,1,0.0,0
29,0.067655707328997,0.0,0.25,0.0,0.0,0.0,0.0,0.067655707328997,1.3114960000607871,0,1,0.0,0
30,0.067655707328997,0.0,0.25,0.0,0.0,0.0,0.0,0.067655707328997,1.2936918665531563,0,1,0.0,0
31,0.065281822861313,0.0,0.25,0.0,0.0,0.0,0.0,0.065281822861313,1.2765124394843896,0,1,0.0,0
32,0.065281822861313,0.0,0.25,0.0,0.0,0.0,0.0,0.065281822861313,1.259333012415623,0,1,0.0,0
33,0.0854598408366277,0.0,0.25,0.0,0.0,0.0,0.0,0.0854598408366277,1.2368435806165106,0,1,0.0,0
34,0.0854598408366277,0.0,0.25,0.0,0.0,0.0,0.0,0.0854598408366277,1.2143541488173981,0,1,0.0,0
35,0.0989118528201712,0.00045696035040290837,0.25,0.0,0.0,0.0,0.0,0.0984548924697683,1.1884449665885117,0,1,0.0,0
36,0.0989118528201712,0.001044480800920929,0.25,0.0,0.0,0.0,0.0,0.09786737201925028,1.1626903950044984,0,1,0.0,0
37,0.1008900898765745,0.0013839370612202396,0.25,0.0,0.0,0.0,0.0,0.09950615281535426,1.1365045653162473,0,1,0.0,0
38,0.1008900898765745,0.001684225291485007,0.25,0.0,0.0,0.0,0.0,0.0992058645850895,1.1103977588464868,0,1,0.0,0
39,0.0648861754500322,0.001945345491715242,0.25,0.0,0.0,0.0,0.0,0.06294082995831696,1.0938343825416665,0,1,0.0,0
40,0.0648861754500322,0.002167297661910934,0.25,0.0,0.0,0.0,0.0,0.06271887778812127,1.0773294147026873,0,1,0.0,0
41,0.068842649562839,0.0023892498321066357,0.25,0.0,0.0,0.0,0.0,0.06645339973073237,1.059841677931442,0,1,0.0,0
42,0.068842649562839,0.002532865942233263,0.25,0.0,0.0,0.0,0.0,0.06630978362060574,1.0423917348733878,0,1,0.0,0
43,0.2152321917366922,0.002741762102417461,0.25,0.0,0.0,0.0,0.0,0.21249042963427472,0.9864732007591049,0,1,0.0,0
