house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,9.826750129500018,138.61523851104943,1729.0,418.0,13.0
Apt2,23.444280190993318,432.21610592679343,1488.0,493.0,179.0
Apt3,13.873837939903948,193.81556449003162,1824.0,336.0,0.0
Apt4,8.538129710951099,117.43676454489783,1884.0,276.0,0.0
Apt5,15.993637414060426,228.83885624024722,1789.0,362.0,9.0
Apt6,24.987435515660987,484.6617660587597,1361.0,639.0,160.0
Apt7,17.06190485772553,260.24260694484235,1566.0,582.0,12.0
Apt8,26.554907958111112,520.7711674315434,1511.0,601.0,48.0
