,SelfCons,SelfSuff,Export/PV,Import/Load,Fairness,Jain,FairnessUsed,JainUsed
dynamic_windows,0.748505237115725,0.3699914451620697,0.2514947628842699,0.6300085548379277,0.7106352186041907,0.9471299576290411,0.5676690521435591,0.8891997539250418
