,SelfCons,SelfSuff,Export/PV,Import/Load,Fairness,Jain,FairnessUsed,JainUsed
fixed_shares,0.748505237115725,0.3699914451620697,0.2514947628842699,0.6300085548379277,0.7638292854650963,0.9641487047850745,0.6704017568905096,0.9324675879010424
