house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,17.51652565741575,462.32645076396335,2242.0,1645.0,433.0
Apt2,7.216039622790533,162.45799818382355,2839.5,1472.5,8.0
Apt3,3.8203823659982428,82.55192899446426,3201.75,1110.0,8.25
Apt4,9.584020863076303,215.55240901219935,2567.75,1690.25,62.0
Apt5,20.85946573145635,539.1321533602159,2242.25,1704.0,373.75
Apt6,10.472513162263608,250.1963198038988,2345.25,1777.5,197.25
Apt7,32.9969673134948,830.1120968324375,2083.5,1751.5,485.0
Apt8,3.3496713591296525,72.45834381210562,2663.25,1609.25,47.5
