case,house,E_load_kWh,E_pv_kWh,E_imp_kWh,E_exp_kWh,E_ch_kWh,E_dis_kWh,E_curt_kWh,Curt_frac_of_PV,Self_Consumption,PV_surplus_kWh,Surplus_captured_frac,Self_Sufficiency,E_end_kWh,E_min_kWh,E_max_kWh,Cost_total_EUR,Cost_min_step_EUR,Cost_max_step_EUR,P_net_grid_max_kW,P_net_grid_min_kW,P_imp_max_kW,P_exp_max_kW,E_simul_imp_exp_kWh,E_imp_kWh_COMM,E_exp_kWh_COMM,E_curt_kWh_COMM,Curt_frac_of_PV_COMM,Self_Consumption_COMM,PV_surplus_kWh_COMM,Surplus_captured_frac_COMM,Self_Sufficiency_COMM,Simul_frac_of_import,Cost_total_EUR_mean_house,Cost_total_EUR_std_house,Cost_total_EUR_min_house,Cost_total_EUR_max_house,Cost_total_EUR_range_house,Cost_total_EUR_CV_house,Cost_total_EUR_Gini_house
b8_pv03_consumption_instant_export__with_deg,Apt2,117.94368032413539,56.76946010330863,62.30232213514584,0.0,11.570276044298467,10.442174129979366,0.0,0.0,1.0,11.570276044298467,1.0,0.4717620989617651,1.78,0.18,1.8025094505027983,12.348275761317348,-8.326672684688674e-19,0.06050454693589381,1.0084091155982302,-1.3877787807814457e-17,1.0084091155982302,0.0,-3.469446951953614e-18,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt3,59.43046312832059,28.605477599243155,31.393423100634283,0.0,5.830128939044631,5.261691367487779,0.0,0.0,1.0,5.830128939044631,1.0,0.471762098961765,1.2,0.12,1.2000000000000004,6.222154042628526,0.0,0.03048754486791733,0.5081257477986222,0.0,0.5081257477986222,0.0,0.0,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt4,149.81598662198513,72.11045688926318,79.13848231516972,0.0,14.696949563567053,13.263996981119263,0.0,0.0,1.0,14.696949563567053,1.0,0.47176209896176496,1.78,0.18,2.2409654833776584,15.685190687436396,0.0,0.07685488844680566,1.2809148074467611,0.0,1.2809148074467611,0.0,0.0,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt5,278.96668994884067,74.92375967202796,205.7295420493478,0.0,17.298582282411687,15.611970509876548,0.0,0.0,1.0,17.298582282411687,1.0,0.2625300816843894,2.4,0.2399999999999999,2.4,41.05959099531911,0.0,0.12077854953705855,2.0129758256176427,0.0,2.0129758256176427,0.0,0.0,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt6,91.80731761505041,26.68572202873402,65.8146940554312,0.0,7.108702247331577,6.415603778216747,0.0,0.0,1.0,7.108702247331577,1.0,0.28312147914621255,1.2,0.1199999999999999,1.2231627577081214,13.345137507859162,-3.3306690738754695e-18,0.036015780675282,0.6002630112547,-5.551115123125783e-17,0.6002630112547,0.0,-1.5612511283791264e-17,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt7,265.99010256848595,77.31560102103929,190.68259129104348,0.0,20.595792242018167,18.587702498421397,0.0,0.0,1.0,20.595792242018167,1.0,0.28312147914621233,2.4,0.2399999999999998,3.4361545407837277,38.66439611480483,-6.6613381477509375e-18,0.1043472507940032,1.73912084656672,-1.1102230246251563e-16,1.73912084656672,0.0,-2.7755575615628907e-17,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,Apt8,42.664936467960885,10.287589068391972,32.71070683170119,0.0,3.419071098792597,3.0857116666603197,0.0,0.0,1.0,3.419071098792597,1.0,0.23331171824748403,1.2,0.12,1.2,5.742937976468608,0.0,0.024900678511494717,0.7114479574712775,0.0,0.7114479574712775,0.0,0.0,,,,,,,,,,,,,,,,
b8_pv03_consumption_instant_export__with_deg,_COMMUNITY,1248.651446164792,411.7021268864032,846.2632797890153,0.0,95.52780010899016,86.21383959836363,0.0,0.0,1.0,95.52780010899016,1.0,0.3222581991249071,13.739999999999998,1.38,13.739999999999998,168.69109746104579,0.0,0.3092856249587797,5.717200101918731,0.0,5.717200101918731,0.0,0.0,846.2632797890153,0.0,0.0,0.0,1.0,95.52780010899016,1.0,0.3222581991249071,0.0,21.086387182630723,13.879218952543669,5.742937976468608,41.05959099531911,35.3166530188505,0.658207536091164,0.3568603039538776
b8_pv04_consumption_mean_export__no_deg,Apt1,242.03226949001305,79.80225420812178,165.2430771791474,0.0,30.903198946216925,27.890137048960774,0.0,0.0,1.0,30.903198946216925,1.0,0.3172684058727722,1.78,0.1799999999999997,2.7623238804068584,32.44380983972458,-1.3322676295501878e-17,0.10478780264241269,1.746463377373545,-2.220446049250313e-16,1.746463377373545,0.0,-1.1102230246251565e-16,,,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt2,117.94368032413539,38.88808537514646,80.02436124475892,0.0,9.936064572000145,8.967298276230132,0.0,0.0,1.0,9.936064572000145,1.0,0.32150361066541056,1.78,0.1799999999999999,2.080280857970369,16.60170644591185,-8.326672684688674e-19,0.07806465053060296,1.3010775088433828,-1.3877787807814457e-17,1.3010775088433828,0.0,-3.469446951953614e-18,,,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt3,59.43046312832059,19.595258666399985,40.323354649047985,0.0,5.006668585921925,4.51851839879454,0.0,0.0,1.0,5.006668585921925,1.0,0.3215036106654103,1.2,0.1199999999999999,1.2000000000000002,8.365408812828647,-1.249000902703301e-18,0.03933587897405004,0.655597982900834,-2.0816681711721685e-17,0.655597982900834,0.0,-5.204170427930421e-18,,,,,,,,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt4,149.81598662198513,49.39693981319102,101.64960598761608,0.0,12.621119782789572,11.39056060396759,0.0,0.0,1.0,12.621119782789572,1.0,0.32150361066541044,1.78,0.1799999999999999,2.593799966333974,21.088039850608993,0.0,0.09916031624078035,1.6526719373463392,0.0,1.6526719373463392,0.0,0.0,,,,,,,,,,,,,,,,
