t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y
308,0.76275,0.0,0.4,0.03,0.76275,0.0,0.0,-0.0,0.5,0,1
309,0.76975,0.0,0.4,0.03,0.76975,0.0,0.0,0.0,0.5,0,1
310,0.6495,0.0,0.4,0.03,0.6495,0.0,0.0,-0.0,0.5,0,1
311,0.668,0.0,0.4,0.03,0.668,0.0,0.0,0.0,0.5,0,1
312,0.82175,0.0,0.4,0.03,0.82175,0.0,0.0,-0.0,0.5,0,1
313,0.6855,0.0,0.4,0.03,0.6855,0.0,0.0,-0.0,0.5,0,1
314,0.66575,0.0,0.4,0.03,0.66575,0.0,0.0,0.0,0.5,0,1
315,0.677,0.0,0.4,0.03,0.677,0.0,0.0,-0.0,0.5,0,1
316,0.681,0.0,0.4,0.03,0.681,0.0,0.0,-0.0,0.5,0,1
317,0.789,0.0,0.4,0.03,0.789,0.0,0.0,-0.0,0.5,0,1
318,0.63275,0.0,0.4,0.03,0.63275,0.0,0.0,-0.0,0.5,0,1
319,0.772,0.0,0.4,0.03,0.772,0.0,0.0,0.0,0.5,0,1
320,0.56875,0.0,0.4,0.03,0.56875,0.0,0.0,-0.0,0.5,0,1
321,0.736,0.0,0.4,0.03,0.736,0.0,0.0,0.0,0.5,0,1
322,1.35175,0.0,0.4,0.03,1.35175,0.0,0.0,-0.0,0.5,0,1
323,1.1565,0.00423962483706525,0.4,0.03,1.1522603751629348,0.0,0.0,-0.0,0.5,0,1
324,1.10725,0.00798769896838385,0.4,0.03,1.0992623010316163,0.0,0.0,-0.0,0.5,0,1
325,1.136,0.0097695702767156,0.4,0.03,1.1262304297232844,0.0,0.0,-0.0,0.5,0,1
326,1.01375,0.01081411552642735,0.4,0.03,1.0029358844735725,0.0,0.0,-0.0,0.5,0,1
327,1.14075,0.01198154845257575,0.4,0.03,1.1287684515474241,0.0,0.0,-0.0,0.5,0,1
328,1.3655,0.01351764440803425,0.4,0.03,1.3519823555919657,0.0,0.0,0.0,0.5,0,1
329,1.05775,0.0150537403634926,0.4,0.03,1.0426962596365075,0.0,0.0,-0.0,0.5,0,1
330,1.01525,0.0157910664221126,0.4,0.03,0.9994589335778874,0.0,0.0,-0.0,0.5,0,1
331,0.9755,0.01536095955458435,0.4,0.03,0.9601390404454156,0.0,0.0,0.0,0.5,0,1
332,1.06975,0.02838705325687185,0.4,0.03,1.0413629467431282,0.0,0.0,0.0,0.5,0,1
333,1.1325,0.04780330613386635,0.4,0.03,1.0846966938661338,0.0,0.0,0.0,0.5,0,1
334,1.07025,0.06015351761575225,0.4,0.03,1.0100964823842478,0.0,0.0,-0.0,0.5,0,1
335,1.58925,0.0799998773602751,0.4,0.03,1.509250122639725,0.0,0.0,-0.0,0.5,0,1
336,1.548,0.09167420662175925,0.4,0.03,1.4563257933782408,0.0,0.0,-0.0,0.5,0,1
337,1.649,0.10027634397232635,0.4,0.03,1.5487236560276736,0.0,0.0,0.0,0.5,0,1
338,1.66325,0.10807971142605526,0.4,0.03,1.5551702885739447,0.0,0.0,-0.0,0.5,0,1
339,1.7635,0.09640538216457124,0.4,0.03,1.667094617835429,0.0,0.0,-0.0,0.5,0,1
340,1.73225,0.1060520647648501,0.4,0.03,1.6261979352351499,0.0,0.0,-0.0,0.5,0,1
341,1.67925,0.1179721693792076,0.4,0.03,1.5612778306207924,0.0,0.0,-0.0,0.5,0,1
342,1.9475,0.12393222168638625,0.4,0.03,1.8235677783136137,0.0,0.0,-0.0,0.5,0,1
343,1.43225,0.12208890653983626,0.4,0.03,1.3101610934601637,0.0,0.0,0.0,0.5,0,1
344,1.4665,0.0890935654165891,0.4,0.03,1.3774064345834107,0.0,0.0,-0.0,0.5,0,1
345,1.89275,0.06599068224649425,0.4,0.03,1.8267593177535058,0.0,0.0,-0.0,0.5,0,1
346,1.8715,0.04970806511863485,0.4,0.03,1.8217919348813651,0.0,0.0,-0.0,0.5,0,1
347,1.83375,0.0431950182674911,0.4,0.03,1.7905549817325088,0.0,0.0,-0.0,0.5,0,1
348,1.77625,0.04258057988530775,0.4,0.03,1.7336694201146923,0.0,0.0,-0.0,0.5,0,1
349,1.5395,0.04761897461921135,0.4,0.03,1.4918810253807888,0.0,0.0,0.0,0.5,0,1
350,1.19725,0.04958517744219825,0.4,0.03,1.1476648225578017,0.0,0.0,-0.0,0.5,0,1
351,1.09125,0.0385252865628975,0.4,0.03,1.0527247134371025,0.0,0.0,-0.0,0.5,0,1
352,1.28075,0.02930871083014685,0.4,0.03,1.2514412891698532,0.0,0.0,0.0,0.5,0,1
353,1.218,0.021689674891073,0.4,0.03,1.1963103251089269,0.0,0.0,-0.0,0.5,0,1
354,1.46225,0.01910903368590285,0.4,0.03,1.4431409663140973,0.0,0.0,-0.0,0.5,0,1
355,1.4225,0.01652839248073275,0.4,0.03,1.4059716075192674,0.0,0.0,-0.0,0.5,0,1
356,1.184,0.0146850773341826,0.4,0.03,1.1693149226658173,0.0,0.0,0.0,0.5,0,1
357,1.07725,0.01216587996723075,0.4,0.03,1.0650841200327692,0.0,0.0,-0.0,0.5,0,1
358,1.09025,0.00847924967413055,0.4,0.03,1.0817707503258693,0.0,0.0,-0.0,0.5,0,1
359,1.1865,0.005284170086777,0.4,0.03,1.1812158299132232,0.0,0.0,-0.0,0.5,0,1
360,0.96025,0.00258064120517015,0.4,0.03,0.95766935879483,0.0,0.0,-0.0,0.5,0,1
361,1.0265,0.0,0.4,0.03,1.0265,0.0,0.0,-0.0,0.5,0,1
362,1.05575,0.0,0.4,0.03,1.05575,0.0,0.0,-0.0,0.5,0,1
363,0.82425,0.0,0.4,0.03,0.82425,0.0,0.0,0.0,0.5,0,1
364,0.83775,0.0,0.4,0.03,0.83775,0.0,0.0,-0.0,0.5,0,1
365,0.91575,0.0,0.4,0.03,0.91575,0.0,0.0,-0.0,0.5,0,1
366,0.83475,0.0,0.4,0.03,0.83475,0.0,0.0,-0.0,0.5,0,1
367,0.956,0.0,0.4,0.03,0.956,0.0,0.0,-0.0,0.5,0,1
368,0.7215,0.0,0.4,0.03,0.7215,0.0,0.0,0.0,0.5,0,1
369,0.74825,0.0,0.4,0.03,0.74825,0.0,0.0,0.0,0.5,0,1
370,0.6455,0.0,0.4,0.03,0.6455,0.0,0.0,-0.0,0.5,0,1
371,0.711,0.0,0.4,0.03,0.711,0.0,0.0,0.0,0.5,0,1
372,0.869,0.0,0.4,0.03,0.869,0.0,0.0,-0.0,0.5,0,1
373,0.81125,0.0,0.4,0.03,0.81125,0.0,0.0,-0.0,0.5,0,1
374,0.73725,0.0,0.4,0.03,0.73725,0.0,0.0,-0.0,0.5,0,1
375,0.76925,0.0,0.4,0.03,0.76925,0.0,0.0,-0.0,0.5,0,1
376,0.62675,0.0,0.4,0.03,0.62675,0.0,0.0,-0.0,0.5,0,1
377,0.699,0.0,0.4,0.03,0.699,0.0,0.0,-0.0,0.5,0,1
378,0.789,0.0,0.4,0.03,0.789,0.0,0.0,-0.0,0.5,0,1
379,0.6465,0.0,0.4,0.03,0.6465,0.0,0.0,-0.0,0.5,0,1
380,0.6525,0.0,0.4,0.03,0.6525,0.0,0.0,-0.0,0.5,0,1
381,0.644,0.0,0.4,0.03,0.644,0.0,0.0,-0.0,0.5,0,1
382,0.61475,0.0,0.4,0.03,0.61475,0.0,0.0,0.0,0.5,0,1
383,0.599,0.0,0.4,0.03,0.599,0.0,0.0,-0.0,0.5,0,1
384,0.706,0.0,0.4,0.03,0.706,0.0,0.0,0.0,0.5,0,1
385,0.7665,0.0,0.4,0.03,0.7665,0.0,0.0,-0.0,0.5,0,1
386,0.788,0.0,0.4,0.03,0.788,0.0,0.0,0.0,0.5,0,1
387,0.65825,0.0,0.4,0.03,0.65825,0.0,0.0,-0.0,0.5,0,1
388,0.6475,0.0,0.4,0.03,0.6475,0.0,0.0,-0.0,0.5,0,1
389,0.5825,0.0,0.4,0.03,0.5825,0.0,0.0,-0.0,0.5,0,1
390,0.64125,0.0,0.4,0.03,0.64125,0.0,0.0,-0.0,0.5,0,1
391,0.89925,0.0,0.4,0.03,0.89925,0.0,0.0,0.0,0.5,0,1
392,0.90075,0.0,0.4,0.03,0.90075,0.0,0.0,-0.0,0.5,0,1
393,0.78375,0.0,0.4,0.03,0.78375,0.0,0.0,-0.0,0.5,0,1
394,0.655,0.0,0.4,0.03,0.655,0.0,0.0,-0.0,0.5,0,1
395,0.60325,0.0,0.4,0.03,0.60325,0.0,0.0,0.0,0.5,0,1
396,0.64825,0.0,0.4,0.03,0.64825,0.0,0.0,0.0,0.5,0,1
397,0.672,0.0,0.4,0.03,0.672,0.0,0.0,-0.0,0.5,0,1
398,0.708,0.0,0.4,0.03,0.708,0.0,0.0,-0.0,0.5,0,1
399,0.78525,0.0,0.4,0.03,0.78525,0.0,0.0,-0.0,0.5,0,1
400,0.6065,0.0,0.4,0.03,0.6065,0.0,0.0,-0.0,0.5,0,1
401,0.76825,0.0,0.4,0.03,0.76825,0.0,0.0,0.0,0.5,0,1
402,0.63275,0.0,0.4,0.03,0.63275,0.0,0.0,-0.0,0.5,0,1
403,0.78075,0.0,0.4,0.03,0.78075,0.0,0.0,0.0,0.5,0,1
404,0.68025,0.0,0.4,0.03,0.68025,0.0,0.0,-0.0,0.5,0,1
405,0.74375,0.0,0.4,0.03,0.74375,0.0,0.0,-0.0,0.5,0,1
406,0.69525,0.0,0.4,0.03,0.69525,0.0,0.0,0.0,0.5,0,1
407,0.7205,0.0,0.4,0.03,0.7205,0.0,0.0,-0.0,0.5,0,1
408,0.597,0.0,0.4,0.03,0.597,0.0,0.0,-0.0,0.5,0,1
409,0.7815,0.0,0.4,0.03,0.7815,0.0,0.0,0.0,0.5,0,1
410,0.797,0.0,0.4,0.03,0.797,0.0,0.0,0.0,0.5,0,1
411,0.68425,0.0,0.4,0.03,0.68425,0.0,0.0,-0.0,0.5,0,1
412,0.6765,0.0,0.4,0.03,0.6765,0.0,0.0,-0.0,0.5,0,1
413,0.7245,0.0,0.4,0.03,0.7245,0.0,0.0,-0.0,0.5,0,1
414,0.625,0.0,0.4,0.03,0.625,0.0,0.0,-0.0,0.5,0,1
415,0.74475,0.0,0.4,0.03,0.74475,0.0,0.0,0.0,0.5,0,1
416,0.6455,0.0,0.4,0.03,0.6455,0.0,0.0,-0.0,0.5,0,1
417,0.73275,0.0,0.4,0.03,0.73275,0.0,0.0,-0.0,0.5,0,1
418,0.63075,0.0,0.4,0.03,0.63075,0.0,0.0,-0.0,0.5,0,1
419,0.69475,0.0036251864548819,0.4,0.03,0.6911248135451181,0.0,0.0,-0.0,0.5,0,1
420,0.8045,0.0061443838218337,0.4,0.03,0.7983556161781663,0.0,0.0,0.0,0.5,0,1
421,0.724,0.00804914280660215,0.4,0.03,0.7159508571933978,0.0,0.0,0.0,0.5,0,1
422,0.6065,0.00964668260027895,0.4,0.03,0.5968533173997211,0.0,0.0,-0.0,0.5,0,1
423,0.6445,0.0114285539086107,0.4,0.03,0.6330714460913892,0.0,0.0,0.0,0.5,0,1
424,0.785,0.0135790882462525,0.4,0.03,0.7714209117537475,0.0,0.0,-0.0,0.5,0,1
425,0.734,0.015299515716366,0.4,0.03,0.718700484283634,0.0,0.0,-0.0,0.5,0,1
426,0.71575,0.016405504804296,0.4,0.03,0.699344495195704,0.0,0.0,0.0,0.5,0,1
427,0.66275,0.01843315146550125,0.4,0.03,0.6443168485344987,0.0,0.0,0.0,0.5,0,1
428,0.652,0.02937015466836525,0.4,0.03,0.6226298453316348,0.0,0.0,-0.0,0.5,0,1
429,0.77925,0.05069116653012825,0.4,0.03,0.7285588334698717,0.0,0.0,0.0,0.5,0,1
430,0.67125,0.06279560265914075,0.4,0.03,0.6084543973408593,0.0,0.0,0.0,0.5,0,1
431,0.615,0.0800613211984935,0.4,0.03,0.5349386788015065,0.0,0.0,-0.0,0.5,0,1
432,0.60225,0.0921043134892876,0.4,0.03,0.5101456865107123,0.0,0.0,-0.0,0.5,0,1
433,0.81075,0.0984944726639946,0.4,0.03,0.7122555273360054,0.0,0.0,-0.0,0.5,0,1
434,0.6725,0.10482318800048335,0.4,0.03,0.5676768119995166,0.0,0.0,-0.0,0.5,0,1
435,0.66625,0.0959138314588245,0.4,0.03,0.5703361685411755,0.0,0.0,-0.0,0.5,0,1
436,0.72175,0.103287092045025,0.4,0.03,0.618462907954975,0.0,0.0,-0.0,0.5,0,1
437,0.8485,0.1157601912033475,0.4,0.03,0.7327398087966526,0.0,0.0,0.0,0.5,0,1
438,0.705,0.1214130243194345,0.4,0.03,0.5835869756805655,0.0,0.0,-0.0,0.5,0,1
439,0.692,0.120429922907941,0.4,0.03,0.571570077092059,0.0,0.0,-0.0,0.5,0,1
440,0.753,0.0911826559160125,0.4,0.03,0.6618173440839875,0.0,0.0,-0.0,0.5,0,1
441,0.78875,0.066482232952241,0.4,0.03,0.722267767047759,0.0,0.0,-0.0,0.5,0,1
442,0.94675,0.05241159400024175,0.4,0.03,0.8943384059997582,0.0,0.0,-0.0,0.5,0,1
443,0.75675,0.04651298553128135,0.4,0.03,0.7102370144687187,0.0,0.0,0.0,0.5,0,1
444,0.81425,0.04485400189938625,0.4,0.03,0.7693959981006138,0.0,0.0,-0.0,0.5,0,1
445,0.8065,0.04860207603070475,0.4,0.03,0.7578979239692952,0.0,0.0,-0.0,0.5,0,1
446,0.78725,0.05007672814794485,0.4,0.03,0.7371732718520552,0.0,0.0,-0.0,0.5,0,1
447,0.78125,0.03920116878329925,0.4,0.03,0.7420488312167007,0.0,0.0,-0.0,0.5,0,1
448,0.88675,0.0286942724479635,0.4,0.03,0.8580557275520365,0.0,0.0,-0.0,0.5,0,1
449,0.88625,0.02291855165543985,0.4,0.03,0.8633314483445601,0.0,0.0,-0.0,0.5,0,1
450,0.71275,0.020030691259178,0.4,0.03,0.692719308740822,0.0,0.0,-0.0,0.5,0,1
451,0.7895,0.0175114938922261,0.4,0.03,0.7719885061077739,0.0,0.0,-0.0,0.5,0,1
452,0.83875,0.01536095955458435,0.4,0.03,0.8233890404454156,0.0,0.0,-0.0,0.5,0,1
453,0.86725,0.0126574306729775,0.4,0.03,0.8545925693270224,0.0,0.0,0.0,0.5,0,1
454,0.662,0.00854069351234885,0.4,0.03,0.6534593064876512,0.0,0.0,-0.0,0.5,0,1
455,0.66325,0.00503839473390365,0.4,0.03,0.6582116052660963,0.0,0.0,-0.0,0.5,0,1
456,0.63325,0.00239630969051515,0.4,0.03,0.6308536903094848,0.0,0.0,-0.0,0.5,0,1
457,0.66075,6.14438382183e-05,0.4,0.03,0.6606885561617817,0.0,0.0,0.0,0.5,0,1
458,0.719,0.0,0.4,0.03,0.719,0.0,0.0,-0.0,0.5,0,1
459,0.76425,0.0,0.4,0.03,0.76425,0.0,0.0,0.0,0.5,0,1
460,0.75275,0.0,0.4,0.03,0.75275,0.0,0.0,0.0,0.5,0,1
461,0.7645,0.0,0.4,0.03,0.7645,0.0,0.0,0.0,0.5,0,1
462,0.79425,0.0,0.4,0.03,0.79425,0.0,0.0,-0.0,0.5,0,1
463,0.6475,0.0,0.4,0.03,0.6475,0.0,0.0,-0.0,0.5,0,1
464,0.679,0.0,0.4,0.03,0.679,0.0,0.0,-0.0,0.5,0,1
465,0.6445,0.0,0.4,0.03,0.6445,0.0,0.0,-0.0,0.5,0,1
466,0.68775,0.0,0.4,0.03,0.68775,0.0,0.0,-0.0,0.5,0,1
467,0.7385,0.0,0.4,0.03,0.7385,0.0,0.0,0.0,0.5,0,1
468,0.651,0.0,0.4,0.03,0.651,0.0,0.0,-0.0,0.5,0,1
469,0.6265,0.0,0.4,0.03,0.6265,0.0,0.0,0.0,0.5,0,1
470,0.6625,0.0,0.4,0.03,0.6625,0.0,0.0,0.0,0.5,0,1
471,0.76625,0.0,0.4,0.03,0.76625,0.0,0.0,-0.0,0.5,0,1
472,0.7785,0.0,0.4,0.03,0.7785,0.0,0.0,-0.0,0.5,0,1
473,0.692,0.0,0.4,0.03,0.692,0.0,0.0,-0.0,0.5,0,1
474,0.588,0.0,0.4,0.03,0.588,0.0,0.0,-0.0,0.5,0,1
475,0.759,0.0,0.4,0.03,0.759,0.0,0.0,-0.0,0.5,0,1
476,0.78,0.0,0.4,0.03,0.78,0.0,0.0,-0.0,0.5,0,1
477,0.6655,0.0,0.4,0.03,0.6655,0.0,0.0,-0.0,0.5,0,1
478,0.6265,0.0,0.4,0.03,0.6265,0.0,0.0,-0.0,0.5,0,1
479,0.65225,0.0,0.4,0.03,0.65225,0.0,0.0,0.0,0.5,0,1
480,0.5705,0.0,0.4,0.03,0.5705,0.0,0.0,-0.0,0.5,0,1
481,0.83025,0.0,0.4,0.03,0.83025,0.0,0.0,0.0,0.5,0,1
482,0.71825,0.0,0.4,0.03,0.71825,0.0,0.0,-0.0,0.5,0,1
483,0.85175,0.0,0.4,0.03,0.85175,0.0,0.0,-0.0,0.5,0,1
484,0.66825,0.0,0.4,0.03,0.66825,0.0,0.0,-0.0,0.5,0,1
485,0.5975,0.0,0.4,0.03,0.5975,0.0,0.0,-0.0,0.5,0,1
486,0.67125,0.0,0.4,0.03,0.67125,0.0,0.0,-0.0,0.5,0,1
487,0.65375,0.0,0.4,0.03,0.65375,0.0,0.0,0.0,0.5,0,1
488,0.67125,0.0,0.4,0.03,0.67125,0.0,0.0,0.0,0.5,0,1
489,0.612,0.0,0.4,0.03,0.612,0.0,0.0,-0.0,0.5,0,1
490,0.6845,0.0,0.4,0.03,0.6845,0.0,0.0,0.0,0.5,0,1
491,0.65675,0.0,0.4,0.03,0.65675,0.0,0.0,-0.0,0.5,0,1
492,0.74475,0.0,0.4,0.03,0.74475,0.0,0.0,-0.0,0.5,0,1
493,0.58375,0.0,0.4,0.03,0.58375,0.0,0.0,-0.0,0.5,0,1
494,0.71325,0.0,0.4,0.03,0.71325,0.0,0.0,-0.0,0.5,0,1
495,0.743,0.0,0.4,0.03,0.743,0.0,0.0,-0.0,0.5,0,1
496,0.65775,0.0,0.4,0.03,0.65775,0.0,0.0,-0.0,0.5,0,1
497,0.59575,0.0,0.4,0.03,0.59575,0.0,0.0,0.0,0.5,0,1
498,0.622,0.0,0.4,0.03,0.622,0.0,0.0,0.0,0.5,0,1
499,0.78125,0.0,0.4,0.03,0.78125,0.0,0.0,0.0,0.5,0,1
500,0.65025,0.0,0.4,0.03,0.65025,0.0,0.0,-0.0,0.5,0,1
