t,Load,PV,c_grid,c_sell,P_imp,P_exp,P_ch,P_dis,E,x,y
66,0.67775,0.0341627740493955,0.25,0.05,0.6435872259506045,0.0,0.0,0.0,0.5,0,1
67,0.701,0.0301074807269852,0.25,0.05,0.6708925192730147,0.0,0.0,0.0,0.5,0,1
68,0.83825,0.0269124011396317,0.25,0.05,0.8113375988603684,0.0,0.0,0.0,0.5,0,1
69,0.76775,0.0217511187292914,0.25,0.05,0.7459988812707087,0.0,0.0,0.0,0.5,0,1
70,0.894,0.0153609595545843,0.25,0.05,0.8786390404454157,0.0,0.0,0.0,0.5,0,1
71,0.63225,0.0089708003798772,0.25,0.05,0.6232791996201228,0.0,0.0,0.0,0.5,0,1
72,0.656,0.0040552933224102,0.25,0.05,0.6519447066775899,0.0,0.0,0.0,0.5,0,1
73,0.6465,0.0,0.25,0.05,0.6465,0.0,0.0,0.0,0.5,0,1
74,0.8755,0.0,0.25,0.05,0.8755,0.0,0.0,0.0,0.5,0,1
75,0.6405,0.0,0.25,0.05,0.6405,0.0,0.0,0.0,0.5,0,1
76,0.70425,0.0,0.25,0.05,0.70425,0.0,0.0,0.0,0.5,0,1
77,0.68,0.0,0.25,0.05,0.68,0.0,0.0,0.0,0.5,0,1
78,0.74575,0.0,0.25,0.05,0.74575,0.0,0.0,0.0,0.5,0,1
79,0.78625,0.0,0.25,0.05,0.78625,0.0,0.0,0.0,0.5,0,1
80,0.64975,0.0,0.25,0.05,0.64975,0.0,0.0,0.0,0.5,0,1
81,0.68325,0.0,0.25,0.05,0.68325,0.0,0.0,0.0,0.5,0,1
82,0.701,0.0,0.25,0.05,0.701,0.0,0.0,0.0,0.5,0,1
83,0.68,0.0,0.25,0.05,0.68,0.0,0.0,0.0,0.5,0,1
84,0.6845,0.0,0.25,0.05,0.6845,0.0,0.0,0.0,0.5,0,1
85,0.6425,0.0,0.25,0.05,0.6425,0.0,0.0,0.0,0.5,0,1
86,0.701,0.0,0.25,0.05,0.701,0.0,0.0,0.0,0.5,0,1
