house,pwl_degradation_cost_EUR,battery_throughput_kWh,bin_hours_0,bin_hours_1,bin_hours_2
Apt1,7.198379232152862,100.21170264425585,1932.0,228.0,0.0
Apt2,20.830689128842028,426.2752765748161,1371.0,734.0,55.0
Apt3,11.938430743939266,182.10050237936812,1755.0,405.0,0.0
Apt4,7.121717710007013,95.73713188923045,2017.0,143.0,0.0
Apt5,13.523098132088709,229.15717864129923,1576.0,584.0,0.0
Apt6,22.397286959650746,483.06987720605736,1321.0,760.0,79.0
Apt7,13.134468216326772,213.80433065923458,1698.0,462.0,0.0
Apt8,28.19745550751784,586.6573155895145,1420.0,669.0,71.0
