t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,P_share,E,c_grid,c_sell,P_simul_imp_exp
250,2.7205,0.0968354890320994,2.6236645109679007,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
251,2.6095,0.0861442611821086,2.523355738817892,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
252,2.6125,0.08688158724072889,2.525618412759271,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
253,2.432,0.0973270397378461,2.3346729602621537,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
254,2.4485,0.10162810841312961,2.3468718915868703,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
255,2.746,0.0793854389780916,2.666614561021908,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
256,3.3375,0.0591089723660404,3.278391027633959,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
257,3.4235,0.0428877990763994,3.3806122009236006,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
258,3.2085,0.0374807413131856,3.1710192586868144,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
259,2.886,0.032811009608592,2.8531889903914083,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
260,2.7405,0.028878603962618397,2.7116213960373816,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
261,2.8895,0.023717321552278098,2.865782678447722,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
262,2.779,0.016589836318951,2.7624101636810487,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
263,2.7435,0.010199677144243899,2.733300322855756,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
264,1.987,0.0045468440281568,1.982453155971843,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
265,1.6165,0.0,1.6165,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
266,1.6495,0.0,1.6495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
267,1.344,0.0,1.344,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
268,1.437,0.0,1.437,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
269,1.305,0.0,1.305,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
270,1.38,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
271,1.316,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
272,1.5945,0.0,1.5945,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
273,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
274,1.237,0.0,1.237,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
275,1.6335,0.0,1.6335,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
276,1.251,0.0,1.251,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
277,1.571,0.0,1.571,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
278,1.411,0.0,1.411,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
279,1.3845,0.0,1.3845,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
280,1.523,0.0,1.523,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
281,1.306,0.0,1.306,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
282,1.2425,0.0,1.2425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
283,1.18,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
284,1.5505,0.0,1.5505,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
285,1.357,0.0,1.357,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
286,1.3305,0.0,1.3305,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
287,1.2495,0.0,1.2495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
288,1.8045,0.0,1.8045,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
289,1.1755,0.0,1.1755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
290,1.4215,0.0,1.4215,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
291,1.4745,0.0,1.4745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
292,1.3025,0.0,1.3025,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
293,1.5115,0.0,1.5115,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
294,1.4825,0.0,1.4825,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
295,1.4485,0.0,1.4485,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
296,1.253,0.0,1.253,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
297,1.5725,0.0,1.5725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
298,1.2425,0.0,1.2425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
299,1.3935,0.0,1.3935,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
300,1.221,0.0,1.221,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
301,1.3595,0.0,1.3595,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
302,1.3875,0.0,1.3875,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
303,1.2405,0.0,1.2405,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
304,1.2695,0.0,1.2695,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
305,1.298,0.0,1.298,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
306,1.411,0.0,1.411,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
307,1.308,0.0,1.308,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
308,1.5255,0.0,1.5255,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
309,1.5395,0.0,1.5395,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
310,1.299,0.0,1.299,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
311,1.336,0.0,1.336,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
312,1.6435,0.0,1.6435,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
313,1.371,0.0,1.371,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
314,1.3315,0.0,1.3315,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
315,1.354,0.0,1.354,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
316,1.362,0.0,1.362,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
317,1.578,0.0,1.578,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
318,1.2655,0.0,1.2655,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
319,1.544,0.0,1.544,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
320,1.1375,0.0,1.1375,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
321,1.472,0.0,1.472,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
322,2.7035,0.0,2.7035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
323,2.313,0.008479249674130399,2.3045207503258696,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
324,2.2145,0.0159753979367676,2.198524602063232,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
325,2.272,0.0195391405534311,2.2524608594465683,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
326,2.0275,0.0216282310528546,2.005871768947145,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
327,2.2815,0.0239630969051514,2.2575369030948487,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
328,2.731,0.027035288816068398,2.703964711183932,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
329,2.1155,0.030107480726985103,2.085392519273015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
330,2.0305,0.0315821328442251,1.9989178671557748,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
331,1.951,0.030721919109168598,1.9202780808908315,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
332,2.1395,0.056774106513743594,2.0827258934862565,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
333,2.265,0.0956066122677326,2.1693933877322675,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
334,2.1405,0.1203070352315044,2.020192964768495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
335,3.1785,0.15999975472055009,3.01850024527945,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
336,3.096,0.1833484132435184,2.912651586756482,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
337,3.298,0.2005526879446526,3.097447312055348,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
338,3.3265,0.21615942285211043,3.1103405771478894,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
339,3.527,0.1928107643291424,3.3341892356708573,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
340,3.4645,0.2121041295297001,3.2523958704703,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
341,3.3585,0.23594433875841508,3.1225556612415843,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
342,3.895,0.24786444337277241,3.647135556627227,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
343,2.8645,0.2441778130796724,2.6203221869203275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
344,2.933,0.1781871308331781,2.754812869166821,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
345,3.7855,0.13198136449298842,3.653518635507012,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
346,3.743,0.0994161302372696,3.6435838697627294,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
347,3.6675,0.0863900365349821,3.5811099634650176,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
348,3.5525,0.08516115977061539,3.4673388402293845,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
349,3.079,0.0952379492384226,2.9837620507615776,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
350,2.3945,0.0991703548843964,2.295329645115604,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
351,2.1825,0.0770505731257949,2.105449426874205,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
352,2.5615,0.0586174216602936,2.5028825783397064,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
353,2.436,0.043379349782145804,2.3926206502178538,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
354,2.9245,0.0382180673718056,2.8862819326281945,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
355,2.845,0.0330567849614654,2.811943215038535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
356,2.368,0.0293701546683651,2.338629845331635,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
357,2.1545,0.024331759934461402,2.1301682400655384,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
358,2.1805,0.016958499348261,2.163541500651739,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
359,2.373,0.0105683401735539,2.362431659826446,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
360,1.9205,0.0051612824103402,1.91533871758966,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
361,2.053,0.0,2.053,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
362,2.1115,0.0,2.1115,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
363,1.6485,0.0,1.6485,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
364,1.6755,0.0,1.6755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
365,1.8315,0.0,1.8315,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
366,1.6695,0.0,1.6695,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
367,1.912,0.0,1.912,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
368,1.443,0.0,1.443,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
369,1.4965,0.0,1.4965,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
370,1.291,0.0,1.291,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
371,1.422,0.0,1.422,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
372,1.738,0.0,1.738,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
373,1.6225,0.0,1.6225,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
374,1.4745,0.0,1.4745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
375,1.5385,0.0,1.5385,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
376,1.2535,0.0,1.2535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
377,1.398,0.0,1.398,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
378,1.578,0.0,1.578,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
379,1.293,0.0,1.293,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
380,1.305,0.0,1.305,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
381,1.288,0.0,1.288,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
382,1.2295,0.0,1.2295,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
383,1.198,0.0,1.198,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
384,1.412,0.0,1.412,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
385,1.533,0.0,1.533,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
386,1.576,0.0,1.576,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
387,1.3165,0.0,1.3165,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
388,1.295,0.0,1.295,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
389,1.165,0.0,1.165,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
390,1.2825,0.0,1.2825,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
391,1.7985,0.0,1.7985,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
392,1.8015,0.0,1.8015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
393,1.5675,0.0,1.5675,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
394,1.31,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
395,1.2065,0.0,1.2065,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
396,1.2965,0.0,1.2965,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
397,1.344,0.0,1.344,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
398,1.416,0.0,1.416,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
399,1.5705,0.0,1.5705,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
400,1.213,0.0,1.213,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
401,1.5365,0.0,1.5365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
402,1.2655,0.0,1.2655,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
403,1.5615,0.0,1.5615,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
404,1.3605,0.0,1.3605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
405,1.4875,0.0,1.4875,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
406,1.3905,0.0,1.3905,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
407,1.441,0.0,1.441,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
408,1.194,0.0,1.194,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
409,1.563,0.0,1.563,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
410,1.594,0.0,1.594,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
411,1.3685,0.0,1.3685,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
412,1.353,0.0,1.353,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
413,1.449,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
414,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
415,1.4895,0.0,1.4895,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
416,1.291,0.0,1.291,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
417,1.4655,0.0,1.4655,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
418,1.2615,0.0,1.2615,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
419,1.3895,0.0072503729097637,1.382249627090236,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
420,1.609,0.0122887676436673,1.5967112323563326,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
421,1.448,0.0160982856132042,1.4319017143867958,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
422,1.213,0.0192933652005578,1.193706634799442,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
423,1.289,0.022857107817221303,1.2661428921827786,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
424,1.57,0.027158176492505,1.542841823507495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
425,1.468,0.030599031432731898,1.437400968567268,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
426,1.4315,0.032811009608592,1.398688990391408,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
427,1.3255,0.0368663029310024,1.2886336970689976,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
428,1.304,0.0587403093367304,1.2452596906632696,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
429,1.5585,0.1013823330602564,1.4571176669397434,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
430,1.3425,0.12559120531828138,1.2169087946817188,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
431,1.23,0.16012264239698698,1.069877357603013,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
432,1.2045,0.1842086269785751,1.0202913730214247,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
433,1.6215,0.1969889453279891,1.4245110546720108,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
434,1.345,0.2096463760009666,1.1353536239990332,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
435,1.3325,0.1918276629176489,1.140672337082351,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
436,1.4435,0.2065741840900499,1.23692581590995,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
437,1.697,0.2315203824066949,1.4654796175933051,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
438,1.41,0.242826048638869,1.1671739513611308,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
439,1.384,0.240859845815882,1.1431401541841175,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
440,1.506,0.182365311832025,1.323634688167975,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
441,1.5775,0.1329644659044818,1.444535534095518,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
442,1.8935,0.1048231880004834,1.7886768119995164,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
443,1.5135,0.0930259710625626,1.4204740289374371,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
444,1.6285,0.0897080037987724,1.5387919962012275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
445,1.613,0.09720415206140941,1.515795847938591,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
446,1.5745,0.10015345629588959,1.4743465437041103,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
447,1.5625,0.0784023375665984,1.4840976624334017,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
448,1.7735,0.0573885448959269,1.716111455104073,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
449,1.7725,0.045837103310879604,1.7266628966891204,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
450,1.4255,0.0400613825183559,1.385438617481644,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
451,1.579,0.0350229877844521,1.5439770122155476,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
452,1.6775,0.030721919109168598,1.6467780808908312,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
453,1.7345,0.025314861345954898,1.7091851386540449,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
454,1.324,0.0170813870246976,1.3069186129753023,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
455,1.3265,0.0100767894678072,1.3164232105321927,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
456,1.2665,0.0047926193810302,1.2617073806189696,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
457,1.3215,0.0001228876764366,1.3213771123235634,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
458,1.438,0.0,1.438,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
459,1.5285,0.0,1.5285,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
460,1.5055,0.0,1.5055,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
461,1.529,0.0,1.529,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
462,1.5885,0.0,1.5885,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
463,1.295,0.0,1.295,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
464,1.358,0.0,1.358,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
465,1.289,0.0,1.289,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
466,1.3755,0.0,1.3755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
467,1.477,0.0,1.477,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
468,1.302,0.0,1.302,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
469,1.253,0.0,1.253,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
470,1.325,0.0,1.325,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
471,1.5325,0.0,1.5325,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
472,1.557,0.0,1.557,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
473,1.384,0.0,1.384,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
474,1.176,0.0,1.176,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
475,1.518,0.0,1.518,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
476,1.56,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
477,1.331,0.0,1.331,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
478,1.253,0.0,1.253,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
479,1.3045,0.0,1.3045,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
480,1.141,0.0,1.141,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
481,1.6605,0.0,1.6605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
482,1.4365,0.0,1.4365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
483,1.7035,0.0,1.7035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
484,1.3365,0.0,1.3365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
485,1.195,0.0,1.195,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
486,1.3425,0.0,1.3425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
487,1.3075,0.0,1.3075,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
488,1.3425,0.0,1.3425,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
489,1.224,0.0,1.224,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
490,1.369,0.0,1.369,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
491,1.3135,0.0,1.3135,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
492,1.4895,0.0,1.4895,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
493,1.1675,0.0,1.1675,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
494,1.4265,0.0,1.4265,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
495,1.486,0.0,1.486,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
496,1.3155,0.0,1.3155,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
497,1.1915,0.0,1.1915,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
498,1.244,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
499,1.5625,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
500,1.3005,0.0,1.3005,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
501,1.3455,0.0,1.3455,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
502,1.246,0.0,1.246,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
503,1.2885,0.0,1.2885,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
504,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
505,1.4785,0.0,1.4785,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
