t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,P_share,E,c_grid,c_sell,P_simul_imp_exp
506,1.5645,0.0,1.5645,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
507,1.215,0.0,1.215,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
508,1.297,0.0,1.297,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
509,1.252,0.0,1.252,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
510,1.578,0.0,1.578,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
511,1.369,0.0,1.369,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
512,1.3175,0.0,1.3175,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
513,1.663,0.0,1.663,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
514,1.326,0.0,1.326,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
515,1.3535,0.0056528331160869,1.347847166883913,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
516,1.274,0.010199677144243899,1.2638003228557562,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
517,1.1905,0.0163440609660776,1.1741559390339222,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
518,1.307,0.0234715461994047,1.283528453800595,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
519,1.346,0.028387053256871603,1.3176129467431283,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
520,1.2985,0.0357603138430721,1.2627396861569278,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
521,1.2005,0.0412902592827226,1.159209740717277,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
522,1.3115,0.0427649113999626,1.2687350886000377,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
523,1.35,0.0423962483706526,1.3076037516293475,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
524,1.8275,0.06574490689362089,1.761755093106379,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
525,1.345,0.10334853588324311,1.2416514641167566,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
526,1.2835,0.1249767669360978,1.158523233063902,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
527,1.983,0.15102895434067298,1.8319710456593272,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
528,1.412,0.1983407097687926,1.213659290231207,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
529,1.478,0.2100150390302766,1.2679849609697231,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
530,1.976,0.2210749299095774,1.7549250700904224,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
531,1.4955,0.20817172388372668,1.2873282761162734,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
532,1.3875,0.22783375211359458,1.1596662478864053,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
533,2.368,0.24147428419806538,2.1265257158019346,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
534,2.1015,0.24700422963771568,1.8544957703622844,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
535,1.786,0.242826048638869,1.5431739513611311,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
536,1.7275,0.17990755830329141,1.5475924416967084,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
537,1.7645,0.1506602913113628,1.613839708688637,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
538,1.781,0.11244222393955709,1.6685577760604429,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
539,1.5785,0.10334853588324311,1.475151464116757,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
540,2.0105,0.1037171989125531,1.9067828010874468,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
541,2.307,0.120798585937251,2.186201414062749,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
542,1.6445,0.0994161302372696,1.5450838697627305,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
543,1.994,0.09634393832635299,1.897656061673647,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
544,1.739,0.0846696090648686,1.6543303909351317,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
545,1.8345,0.0727495044505111,1.7617504955494887,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
546,1.62,0.0615667258947738,1.558433274105226,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
547,1.8395,0.05788009560167359,1.781619904398326,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
548,1.6865,0.0349001001080154,1.6515998998919843,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
549,1.7075,0.0248233106402081,1.6826766893597918,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
550,1.5415,0.0213824556999812,1.5201175443000188,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
551,1.6315,0.0113056662321739,1.620194333767826,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
552,1.4295,0.0045468440281568,1.424953155971843,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
553,1.6615,0.0,1.6615,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
554,1.6635,0.0,1.6635,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
555,1.5455,0.0,1.5455,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
556,1.523,0.0,1.523,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
557,1.658,0.0,1.658,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
558,1.4535,0.0,1.4535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
559,1.7355,0.0,1.7355,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
560,1.68,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
561,1.6015,0.0,1.6015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
562,1.5535,0.0,1.5535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
563,1.31,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
564,1.3285,0.0,1.3285,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
565,1.5715,0.0,1.5715,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
566,1.3605,0.0,1.3605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
567,1.505,0.0,1.505,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
568,1.3375,0.0,1.3375,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
569,1.3785,0.0,1.3785,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
570,1.3195,0.0,1.3195,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
571,1.4035,0.0,1.4035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
572,1.2665,0.0,1.2665,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
573,1.476,0.0,1.476,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
574,1.5565,0.0,1.5565,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
575,1.3465,0.0,1.3465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
576,1.347,0.0,1.347,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
577,1.3075,0.0,1.3075,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
578,1.317,0.0,1.317,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
579,1.526,0.0,1.526,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
580,1.4465,0.0,1.4465,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
581,1.1745,0.0,1.1745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
582,1.344,0.0,1.344,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
583,1.2835,0.0,1.2835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
584,1.3825,0.0,1.3825,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
585,1.527,0.0,1.527,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
586,1.4045,0.0,1.4045,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
587,1.4135,0.0,1.4135,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
588,1.4275,0.0,1.4275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
589,1.3845,0.0,1.3845,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
590,1.339,0.0,1.339,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
591,1.3725,0.0,1.3725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
592,1.365,0.0,1.365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
593,1.3145,0.0,1.3145,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
594,1.3515,0.0,1.3515,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
595,1.348,0.0,1.348,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
596,1.6835,0.0,1.6835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
597,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
598,1.3295,0.0,1.3295,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
599,1.275,0.0,1.275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
600,1.3135,0.0,1.3135,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
601,1.8935,0.0,1.8935,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
602,1.333,0.0,1.333,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
603,1.2935,0.0,1.2935,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
604,1.4535,0.0,1.4535,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
605,1.453,0.0,1.453,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
606,1.3855,0.0,1.3855,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
607,1.475,0.0,1.475,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
608,1.387,0.0,1.387,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
609,1.2275,0.0,1.2275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
610,1.3025,0.0,1.3025,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
611,1.4725,0.0,1.4725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
612,1.4755,0.0,1.4755,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
613,1.466,0.0072503729097637,1.4587496270902365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
614,1.602,0.0117972169379206,1.5902027830620793,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
615,2.0315,0.007496148262637,2.024003851737363,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
616,3.133,0.0062672714982703,3.1267327285017297,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
617,2.8255,0.0087250250270038,2.816774974972996,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
618,3.987,0.0194162528769944,3.9675837471230055,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
619,3.5525,0.037112078283875596,3.5153879217161244,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
620,3.734,0.0491550705746696,3.6848449294253305,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
621,4.265,0.0796312143309649,4.185368785669034,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
622,3.8165,0.08921645309302559,3.727283546906975,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
623,3.712,0.1156373035269106,3.596362696473089,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
624,3.3835,0.120798585937251,3.2627014140627493,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
625,3.624,0.15422403392802642,3.469775966071974,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
626,3.4985,0.16049130542629692,3.338008694573703,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
627,3.662,0.1258369806711546,3.5361630193288454,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
628,3.8065,0.1201841475550676,3.686315852444933,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
629,3.383,0.1308753754050584,3.2521246245949413,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
630,3.006,0.1012594453838196,2.90474055461618,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
631,4.1825,0.0571427695430536,4.125357230456947,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
632,4.107,0.0423962483706526,4.064603751629347,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
633,3.759,0.0410444839298491,3.717955516070151,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
634,3.4385,0.0444853388700761,3.394014661129924,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
635,3.44,0.0473117554281196,3.39268824457188,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
636,3.872,0.0362518645488188,3.8357481354511807,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
637,3.6425,0.0342856617258321,3.608214338274168,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
638,3.2035,0.0576343202488001,3.1458656797512,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
639,2.8795,0.0609522875125904,2.8185477124874097,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
640,2.9975,0.05099838572122,2.9465016142787803,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
641,3.2745,0.0479261938103029,3.2265738061896974,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
642,2.6245,0.05284170086777,2.571658299132229,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
643,2.6765,0.0256835243752648,2.650816475624735,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
644,2.853,0.0189247021712477,2.834075297828752,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
645,2.798,0.010199677144243899,2.787800322855756,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
646,2.821,0.013394756731597401,2.8076052432684024,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
647,2.858,0.014132082790217399,2.8438679172097823,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
648,2.883,0.0023348658522967,2.880665134147703,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
649,3.2865,0.0,3.2865,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
650,2.9745,0.0,2.9745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
651,2.319,0.0,2.319,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
652,2.549,0.0,2.549,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
653,2.4725,0.0,2.4725,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
654,2.6895,0.0,2.6895,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
655,2.3495,0.0,2.3495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
656,2.665,0.0,2.665,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
657,2.506,0.0,2.506,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
658,2.7015,0.0,2.7015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
659,2.6445,0.0,2.6445,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
660,2.789,0.0,2.789,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
661,2.229,0.0,2.229,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
662,2.451,0.0,2.451,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
663,2.1605,0.0,2.1605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
664,2.1365,0.0,2.1365,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
665,2.5895,0.0,2.5895,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
666,2.262,0.0,2.262,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
667,2.495,0.0,2.495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
668,2.4585,0.0,2.4585,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
669,1.963,0.0,1.963,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
670,2.0475,0.0,2.0475,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
671,1.9015,0.0,1.9015,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
672,1.976,0.0,1.976,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
673,2.47,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
674,2.0745,0.0,2.0745,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
675,2.2005,0.0,2.2005,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
676,2.2155,0.0,2.2155,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
677,1.994,0.0,1.994,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
678,2.1195,0.0,2.1195,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
679,2.152,0.0,2.152,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
680,2.116,0.0,2.116,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
681,1.9275,0.0,1.9275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
682,2.066,0.0,2.066,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
683,1.9435,0.0,1.9435,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
684,2.0975,0.0,2.0975,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
685,2.056,0.0,2.056,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
686,2.039,0.0,2.039,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
687,2.252,0.0,2.252,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
688,2.0035,0.0,2.0035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
689,2.0115,0.0,2.0115,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
690,2.2825,0.0,2.2825,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
691,2.1145,0.0,2.1145,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
692,1.999,0.0,1.999,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
693,1.9495,0.0,1.9495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
694,1.8805,0.0,1.8805,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
695,2.2965,0.0,2.2965,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
696,2.043,0.0,2.043,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
697,2.342,0.0,2.342,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
698,2.078,0.0,2.078,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
699,1.966,0.0,1.966,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
700,1.878,0.0,1.878,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
701,2.076,0.0,2.076,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
702,2.035,0.0,2.035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
703,2.01,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
704,2.44,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
705,2.335,0.0,2.335,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
706,2.4575,0.0,2.4575,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
707,2.4765,0.0065130468511436,2.4699869531488563,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
708,2.447,0.011428553908610601,2.435571446091389,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
709,2.274,0.0158525102603309,2.258147489739669,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
710,2.3375,0.0200306912591778,2.3174693087408222,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
711,2.584,0.0232257708465314,2.5607742291534685,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
712,2.937,0.0256835243752648,2.911316475624735,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
713,3.3305,0.0276497271982516,3.302850272801748,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
714,3.5525,0.0296159300212384,3.522884069978762,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
715,3.365,0.0357603138430721,3.329239686156928,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
716,3.321,0.0652533561878741,3.255746643812126,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
717,2.984,0.1031027605303699,2.88089723946963,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
718,3.7865,0.1348077810510319,3.651692218948968,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
719,3.827,0.1736402868050211,3.653359713194978,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
720,3.893,0.20448509359062642,3.688514906409373,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
721,4.603,0.2176340749693506,4.385365925030649,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
722,4.649,0.2307830563480747,4.418216943651926,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
723,4.156,0.222426694350381,3.9335733056496185,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
724,3.859,0.22291824505612767,3.6360817549438726,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
725,3.196,0.2471271173141524,2.948872882685848,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
726,2.8865,0.26420850433885,2.62229149566115,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
727,3.1875,0.27907791318768743,2.9084220868123123,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
728,3.126,0.22046049152739408,2.905539508472605,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
729,3.5645,0.16675857692456741,3.3977414230754324,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
730,3.4885,0.1306296000521848,3.3578703999478154,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
731,3.4505,0.11662040493840409,3.333879595061596,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
732,3.836,0.1092471443522036,3.726752855647796,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
733,4.575,0.1119506732338104,4.463049326766189,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
734,3.9315,0.1153915281740374,3.816108471825963,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
735,4.4995,0.09511506156198589,4.404384938438014,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
736,3.935,0.0750843703028081,3.859915629697192,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
737,3.3305,0.0619353889240839,3.268564611075916,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
738,3.3455,0.0428877990763994,3.3026122009236003,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
739,3.2705,0.0363747522252556,3.2341252477747444,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
740,3.5105,0.0325652342557186,3.4779347657442816,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
741,3.3315,0.0280183902275616,3.3034816097724384,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
742,3.439,0.0213824556999812,3.4176175443000187,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
743,3.6225,0.011674329261484,3.610825670738516,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
744,3.8075,0.0055299454396502,3.80197005456035,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
745,3.469,0.0006144383821831999,3.4683855616178167,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
746,3.198,0.0,3.198,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
747,2.5835,0.0,2.5835,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
748,2.574,0.0,2.574,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
749,2.652,0.0,2.652,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
750,2.5845,0.0,2.5845,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
751,2.999,0.0,2.999,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
752,2.8555,0.0,2.8555,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
753,2.2495,0.0,2.2495,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
754,2.275,0.0,2.275,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
755,3.354,0.0,3.354,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
756,2.0775,0.0,2.0775,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
757,2.162,0.0,2.162,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
758,2.854,0.0,2.854,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.0
