,SelfCons,SelfSuff,Export/PV,Import/Load,Fairness,Jain,FairnessUsed,JainUsed
equal,0.748505237115725,0.3699914451620697,0.2514947628842699,0.6300085548379277,0.35001771588117236,0.7802434170420836,0.5078013095772016,0.8609509411286882
