,SelfCons,SelfSuff,Export/PV,Import/Load,Fairness,Jain,FairnessUsed,JainUsed
mean_load,0.748505237115725,0.3699914451620697,0.2514947628842699,0.6300085548379277,0.9999999999999933,0.9999999999995455,0.7715220155887377,0.9663689500504111
