t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,E,c_grid,c_sell,P_pv_to_load,P_pv_to_bat,P_pv_to_exp
818,0.06166304033729475,0.21226138770036793,0.0,-0.0,0.15059834736307318,0.0,0.0,0.28923015245251266,0.24,0.06,0.06166304033729475,0.15059834736307318,-0.0
819,0.05578890532261975,0.24437165656663165,0.0,-0.0,0.18858275124401191,0.0,0.0,0.3340185558729655,0.24,0.06,0.05578890532261975,0.18858275124401191,-0.0
820,0.071904333320995,0.24186955769393562,0.0,-0.0,0.1699652243729406,0.0,0.0,0.37438529666153886,0.24,0.06,0.071904333320995,0.1699652243729406,-0.0
821,0.078947144411888,0.33820036429272743,0.0,-0.0,0.25925321988083927,0.0,0.0,0.4359579363832382,0.24,0.06,0.078947144411888,0.25925321988083927,-0.0
822,0.068183022657248,0.30191993063863737,0.0,-0.0,0.23373690798138935,0.0,0.0,0.49147045202881817,0.24,0.06,0.068183022657248,0.23373690798138935,-0.0
823,0.07399564840475376,0.45579901130943445,0.0,-0.0,0.3818033629046807,0.0,0.0,0.5821487507186798,0.24,0.06,0.07399564840475376,0.3818033629046807,-0.0
824,0.05711135456676125,0.34153649612298886,0.0,-0.0,0.28442514155622756,0.0,0.0,0.6496997218382838,0.24,0.06,0.05711135456676125,0.28442514155622756,-0.0
825,0.0508374093154855,0.34445561147446724,0.0,-0.0,0.2936182021589817,0.0,0.0,0.719434044851042,0.24,0.06,0.0508374093154855,0.2936182021589817,-0.0
826,0.081899589236018,0.39157847357690717,0.0,-0.0,0.3096788843408891,0.0,0.0,0.7929827798820032,0.24,0.06,0.081899589236018,0.3096788843408891,-0.0
827,0.06126323010069375,0.3511278751349899,0.0,-0.0,0.2898646450342961,0.0,0.0,0.8618256330776485,0.24,0.06,0.06126323010069375,0.2898646450342961,-0.0
828,0.052036840025288,0.35696610583794675,0.0,-0.0,0.3049292658126587,0.0,0.0,0.9342463337081549,0.24,0.06,0.052036840025288,0.3049292658126587,-0.0
829,0.08657429354089,0.30400501303255045,0.0,-0.0,0.21743071949166046,0.0,0.0,0.9858861295874243,0.24,0.06,0.08657429354089,0.21743071949166046,-0.0
830,0.08854259009031,0.12802405898627298,0.0,-0.0,0.039481468895962976,0.0,0.0,0.9952629784502155,0.24,0.06,0.08854259009031,0.039481468895962976,-0.0
831,0.12707814597192124,0.12593897659235975,0.0011391693795614888,0.0,0.0,0.0,0.0,0.9952629784502155,0.24,0.06,0.12593897659235975,0.0,0.0
832,0.21894223648937725,0.13261124025288212,0.0,0.0,0.0,0.08633099623649512,0.0,0.9725442952300852,0.24,0.06,0.13261124025288212,0.0,0.0
833,0.3182489483343275,0.11009235039861913,0.20815659793570834,0.0,0.0,0.0,0.0,0.9725442952300852,0.24,0.06,0.11009235039861914,0.0,0.0
834,0.3060086041676225,0.07923313096870312,0.2267754731989194,0.0,0.0,0.0,0.0,0.9725442952300852,0.24,0.06,0.0792331309687031,0.0,0.0
835,0.3485422624152425,0.059633356465918635,0.28890890594932384,0.0,0.0,0.0,0.0,0.9725442952300852,0.24,0.06,0.05963335646591866,0.0,0.0
836,0.3847097115108325,0.04253568083583011,0.3421740306750024,0.0,0.0,0.0,0.0,0.9725442952300852,0.24,0.06,0.04253568083583009,0.0,0.0
837,0.3758831316720275,0.03252728534504654,0.0,0.0,0.0,0.34335584632698096,0.0,0.8821874935650903,0.24,0.06,0.032527285345046564,0.0,0.0
838,0.4586746052820025,0.025855021684524197,0.4328195835974783,0.0,0.0,0.0,0.0,0.8821874935650903,0.24,0.06,0.025855021684524193,0.0,0.0
839,0.4849390623633225,0.02543800520574153,0.0,0.0,0.0,0.459501057157581,0.0,0.7612661627341479,0.24,0.06,0.02543800520574152,0.0,0.0
840,0.6238269876317625,0.015429609714957986,0.0,0.0,0.0,0.6083973779168045,0.0,0.6011615895981468,0.24,0.06,0.015429609714957992,0.0,0.0
841,0.5808320098803725,0.0020850823939132413,0.5787469274864593,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0020850823939132512,0.0,0.0
842,0.5338696843965575,0.0,0.5338696843965575,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
843,0.53027139226715,0.0,0.53027139226715,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
844,0.54451078761686,0.0,0.54451078761686,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
845,0.4288426107048575,0.0,0.4288426107048575,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
846,0.294475616573365,0.0,0.294475616573365,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
847,0.548478135349285,0.0,0.548478135349285,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
848,0.8387096124879625,0.0,0.8387096124879625,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
849,0.6968384877618075,0.0,0.6968384877618075,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
850,0.3225545970361825,0.0,0.3225545970361825,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
851,0.3481424521786425,0.0,0.3481424521786425,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
852,1.59468926063312,0.0,1.59468926063312,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
853,1.2475924659963575,0.0,1.2475924659963575,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
854,0.959175512239175,0.0,0.959175512239175,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
855,0.4797415292875125,0.0,0.4797415292875125,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
856,0.351248670170695,0.0,0.351248670170695,0.0,0.0,0.0,0.0,0.6011615895981467,0.24,0.06,0.0,0.0,0.0
857,0.30290238617557,0.0,0.30290238617557,0.0,0.0,0.0,0.0,0.6011615895981467,0.14,0.06,0.0,0.0,0.0
