case,house,runset,scenario,variant,E_load_kWh,E_pv_kWh,E_imp_kWh,E_exp_kWh,E_ch_kWh,E_dis_kWh,E_curt_kWh,Curt_frac_of_PV,Self_Consumption,PV_surplus_kWh,Surplus_captured_frac,Self_Sufficiency,E_end_kWh,E_min_kWh,E_max_kWh,Cost_total_EUR,Cost_min_step_EUR,Cost_max_step_EUR,P_net_grid_max_kW,P_net_grid_min_kW,P_imp_max_kW,P_exp_max_kW,E_simul_imp_exp_kWh,E_imp_kWh_COMM,E_exp_kWh_COMM,E_curt_kWh_COMM,Curt_frac_of_PV_COMM,Self_Consumption_COMM,PV_surplus_kWh_COMM,Surplus_captured_frac_COMM,Self_Sufficiency_COMM,Simul_frac_of_import
b8_pv04_consumption_mean_export__1year,Apt6,full_horizon_sweep,b8_pv04_consumption_mean_export,1year,961.9626116696597,908.6784862656539,448.18259978831026,373.84459428656635,215.93723177167254,194.88335167393447,0.0,0.0,0.5885843013375006,589.781826058239,0.36613069821915717,0.5340956141627912,1.2,0.1199999999999997,2.4,57.91391068652183,-0.01316460131153983,0.045497322094828346,0.7582887015804725,-0.8776400874359888,0.7582887015804725,0.8776400874359888,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__1year,Apt7,full_horizon_sweep,b8_pv04_consumption_mean_export,1year,2787.0603388930194,2632.682122105252,1316.1750197376466,1102.7072357905965,606.0468426593108,546.957275500028,0.0,0.0,0.5811468363264437,1708.7540784499074,0.35467177536107763,0.5277551040533222,2.4,0.2399999999999994,4.8,170.85823370929864,-0.034499999999999996,0.13181778626120022,2.1969631043533373,-2.3,2.1969631043533373,2.3,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__1year,Apt8,full_horizon_sweep,b8_pv04_consumption_mean_export,1year,466.8050932923151,440.9482659806775,253.54489677006148,220.44197868935711,74.31887968273672,67.0727889136699,0.0,0.0,0.5000729208015142,294.7608583720938,0.2521327970517702,0.45685062049807,1.2,0.1199999999999999,2.4,25.923547809643722,-0.00623400157302322,0.0411743502945975,0.7267340743563115,-0.4156001048682147,0.7267340743563115,0.4156001048682147,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__1year,_COMMUNITY,full_horizon_sweep,b8_pv04_consumption_mean_export,1year,13310.234697055548,12572.96673450598,7210.304106141469,6227.906728522131,2514.1478468694418,2269.018431799671,0.0,0.0,0.5046589353147732,8742.054575391572,0.28759233029116943,0.45828873267452513,13.739999999999998,1.379999999999999,20.22938301271595,935.0662614119963,-0.17227918684223706,0.47488992760170523,7.914832126695088,-11.485279122815804,7.914832126695088,11.485279122815804,36.79100277472771,7210.304106141469,6227.906728522131,0.0,0.0,0.5046589353147732,8742.054575391572,0.28759233029116943,0.45828873267452513,0.005102559092256664
b8_pv04_consumption_mean_export__3months,Apt1,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,708.8150033043063,512.6494264328202,366.69791948264657,153.17504740029278,178.02354062428304,160.66624541341542,0.0,0.0,0.7012089753691249,331.1985880245758,0.5375129818218706,0.48266061275057837,1.78,0.1799999999999997,3.5500000000000003,56.92515054275924,-0.032024476229511434,0.10478780264241269,1.746463377373545,-2.134965081967429,1.746463377373545,2.134965081967429,-3.469446951953614e-18,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt2,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,284.253278440278,205.5857726977255,142.44852286529783,58.62041475200151,52.92925508455181,47.768652713807995,0.0,0.0,0.7148615199253521,111.54966983655332,0.4744904683456769,0.4988676167714756,1.78,0.1799999999999998,2.2611650860963346,23.360287657780532,-0.012819462479635176,0.07962957644308316,1.3271596073847194,-0.8546308319756784,1.3271596073847194,0.8546308319756784,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt3,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,143.23195559967814,103.5923048224498,71.51808177081443,29.249964540253853,26.958630290587198,24.330163837254943,0.0,0.0,0.7176434621240804,56.20859483084105,0.47961758111404146,0.5006834789667904,1.2,0.1199999999999999,1.4424535492643238,11.72584989236885,-0.006459579607207993,0.04012442713097217,0.6687404521828695,-0.4306386404805329,0.6687404521828695,0.4306386404805329,-3.0357660829594128e-18,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt4,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,361.06797111154407,261.14188812412334,181.35360743957324,74.91673077983114,66.77737099816754,60.26657732584619,0.0,0.0,0.7131186753761141,141.6941017779987,0.4712784100413154,0.4977300066763662,1.78,0.1799999999999999,2.801636970851258,29.744287871076963,-0.016283707732978367,0.10114813719841212,1.685802286640202,-1.0855805155318912,1.685802286640202,1.0855805155318912,-6.93889390390723e-18,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt5,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,816.9810400676263,590.8803561503472,414.06716181721816,167.03250733012274,214.70739045965618,193.77341988983972,0.0,0.0,0.7173158566002117,381.7398977897789,0.5624441974831088,0.49317408665574,2.4,0.2399999999999999,4.8,64.12159842554223,-0.03691145048516259,0.12077854953705855,2.0129758256176427,-2.460763365677506,2.0129758256176427,2.460763365677506,-6.938893903907228e-17,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt6,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,291.6095154677288,210.9061604931964,128.89650258718973,39.752939475767434,86.56623730143515,78.12602916454522,0.0,0.0,0.8115136163741892,126.31917677720259,0.685297668256006,0.5579825220022555,1.2,0.1199999999999999,2.4,20.566307831152812,-0.012231595030515185,0.042348267297467254,0.7058044549577875,-0.8154396687010124,0.7058044549577875,0.8154396687010124,-3.469446951953614e-18,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt7,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,844.8699618307119,611.050978497536,382.0186323888507,124.67212169581074,241.3079729216849,217.78044556182058,0.0,0.0,0.7959709973751176,365.98009461749564,0.6593472608773657,0.5478373600109168,2.4,0.2399999999999999,4.8,61.07332042267032,-0.034499999999999996,0.12269414088844215,2.0449023481407025,-2.3,2.0449023481407025,2.3,-1.1102230246251565e-16,,,,,,,,,
b8_pv04_consumption_mean_export__3months,Apt8,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,125.97577238546845,91.11179525938562,68.77918451981803,31.030825016667244,29.58340899556878,26.699026618500824,0.0,0.0,0.6594203316011304,60.614234012236025,0.4880604280109662,0.45402847533759716,1.2,0.12,1.3538994343933266,8.601350258020682,-0.005442560151815844,0.024900678511494717,0.7114479574712775,-0.3628373434543896,0.7114479574712775,0.3628373434543896,-1.734723475976807e-18,,,,,,,,,
b8_pv04_consumption_mean_export__3months,_COMMUNITY,full_horizon_sweep,b8_pv04_consumption_mean_export,3months,3576.8044982073416,2586.9186824775843,1755.7796128714085,678.4505509907475,896.8538066759346,809.410560525031,0.0,0.0,0.7377379677273151,1575.304357666682,0.569320971094336,0.5091206092613147,13.739999999999998,1.38,20.883317430937,276.1181529013717,-0.15537371225858873,0.3092856249587797,5.717200101918731,-10.358247483905917,5.717200101918731,10.358247483905917,2.571513558665968,1755.7796128714085,678.4505509907475,0.0,0.0,0.7377379677273151,1575.304357666682,0.569320971094336,0.5091206092613147,0.0014645992810341983
b8_pv04_consumption_mean_export__6months,Apt1,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,1155.433377033558,1459.537477420249,574.7274369900919,853.9769111811535,254.9192430320939,230.06461683646475,0.0,0.0,0.41489894956957973,1108.8961542132474,0.22988558672832352,0.5025871258231795,1.78,0.1799999999999996,3.55,45.0389594769686,-0.03409265937364411,0.10478780264241269,1.746463377373545,-2.272843958242941,1.746463377373545,2.272843958242941,-4.1633363423443364e-17,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt2,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,510.47833559656897,644.8335983915877,205.88399566880457,331.04299394553783,94.32066172600315,85.12439720771782,0.0,0.0,0.48662260345729447,425.363655671541,0.2217412335736461,0.596684165982874,1.78,0.1799999999999998,2.0658548636943586,15.76503845630138,-0.014584693822578725,0.07933483511869831,1.322247251978305,-0.9723129215052484,1.322247251978305,0.9723129215052484,-1.0408340855860844e-17,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt3,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,257.2241583279656,324.9242289861926,103.48248645206209,166.52056694632915,47.815283732922644,43.15329356896268,0.0,0.0,0.487509541944915,214.3358506792518,0.2230857954065604,0.597695305430371,1.2,0.1199999999999999,1.2516611800409645,7.898691231740225,-0.007349059365270975,0.03997591036972552,0.6662651728287586,-0.489937291018065,0.6662651728287586,0.489937291018065,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt4,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,648.4265650043379,819.0890896786027,261.9314554325419,420.95695411202996,119.35411276694097,107.71708677216421,0.0,0.0,0.48606694996119815,540.3110668789709,0.2208988859998238,0.5960507024711587,1.78,0.1799999999999998,2.575475588465486,20.096549648628265,-0.01852596331235614,0.10077374696241442,1.6795624493735737,-1.2350642208237428,1.6795624493735737,1.2350642208237428,-6.93889390390723e-18,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt5,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,1331.7539240806177,1682.2646822679542,652.1374512022851,972.8886322859942,305.22643183207475,275.46685472844746,0.0,0.0,0.4216792146082571,1278.1150641180689,0.23880982268422646,0.5103168540295527,2.4,0.2399999999999996,4.8,50.12574881548072,-0.039295240907581866,0.12077854953705855,2.0129758256176427,-2.6196827271721244,2.0129758256176427,2.6196827271721244,-2.7755575615628907e-17,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt6,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,529.7299650049468,669.1521572816572,193.12046989807092,318.2780916277719,146.30328766163436,132.03871711462503,0.0,0.0,0.5243561749531902,464.5813792894063,0.3149142307111198,0.6354360095595735,1.2,0.1199999999999998,2.4,12.500364052602901,-0.01562713070631996,0.042348267297467254,0.7058044549577875,-1.041808713754664,0.7058044549577875,1.041808713754664,-6.93889390390723e-18,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt7,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,1534.7679399160165,1938.7109390950284,574.4718011484696,938.701733349141,407.3135074701614,367.60044049182073,0.0,0.0,0.515811401060481,1346.0152408193026,0.30260690601262047,0.6256946824287293,2.4,0.2399999999999996,4.8,38.811075364980155,-0.034499999999999996,0.12269414088844215,2.0449023481407025,-2.3,2.0449023481407025,2.3,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__6months,Apt8,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,235.31327925109846,297.24651964216787,119.20163462794802,176.88944047825785,43.54291836676465,39.2974838260051,0.0,0.0,0.40490660515991445,220.43235884502252,0.19753414877430947,0.49343430592903276,1.2,0.1199999999999999,1.6869020980638516,6.794960405889988,-0.0067578588680526595,0.024900678511494717,0.7114479574712775,-0.450523924536844,0.7114479574712775,0.450523924536844,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__6months,_COMMUNITY,full_horizon_sweep,b8_pv04_consumption_mean_export,6months,6203.127544215111,7835.758692763439,2684.9567314202745,4179.255323926216,1418.795446588596,1280.4628905462077,0.0,0.0,0.46664318188028364,5598.050770514812,0.25344454788825,0.5671608052095912,13.739999999999998,1.379999999999999,20.33658903962907,197.0313874525922,-0.166522717376547,0.3092856249587797,5.717200101918731,-11.1015144917698,5.717200101918731,11.1015144917698,9.117762199164254,2684.9567314202745,4179.255323926216,0.0,0.0,0.46664318188028364,5598.050770514812,0.25344454788825,0.5671608052095912,0.0033958693235034694
b8_pv04_consumption_mean_export__no_deg,Apt1,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,242.03226949001305,79.80225420812178,165.2430771791474,0.0,30.903198946216925,27.890137048960774,0.0,0.0,1.0,30.903198946216925,1.0,0.3172684058727722,1.78,0.1799999999999997,2.7623238804068584,32.44380983972458,-1.3322676295501878e-17,0.10478780264241269,1.746463377373545,-2.220446049250313e-16,1.746463377373545,0.0,-1.1102230246251565e-16,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt2,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,117.94368032413539,38.88808537514646,80.02436124475892,0.0,9.936064572000145,8.967298276230132,0.0,0.0,1.0,9.936064572000145,1.0,0.32150361066541056,1.78,0.1799999999999999,2.080280857970369,16.60170644591185,-8.326672684688674e-19,0.07806465053060296,1.3010775088433828,-1.3877787807814457e-17,1.3010775088433828,0.0,-3.469446951953614e-18,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt3,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,59.43046312832059,19.595258666399985,40.323354649047985,0.0,5.006668585921925,4.51851839879454,0.0,0.0,1.0,5.006668585921925,1.0,0.3215036106654103,1.2,0.1199999999999999,1.2000000000000002,8.365408812828647,-1.249000902703301e-18,0.03933587897405004,0.655597982900834,-2.0816681711721685e-17,0.655597982900834,0.0,-5.204170427930421e-18,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt4,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,149.81598662198513,49.39693981319102,101.64960598761608,0.0,12.621119782789572,11.39056060396759,0.0,0.0,1.0,12.621119782789572,1.0,0.32150361066541044,1.78,0.1799999999999999,2.593799966333974,21.088039850608993,0.0,0.09916031624078035,1.6526719373463392,0.0,1.6526719373463392,0.0,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt5,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,278.96668994884067,91.98017584103269,190.4593729371683,0.0,35.61906491651653,32.14620608715616,0.0,0.0,1.0,35.61906491651653,1.0,0.31726840587277144,2.4,0.2399999999999998,3.21638966411737,37.394774917363094,-1.3322676295501878e-17,0.12077854953705855,2.0129758256176427,-2.220446049250313e-16,2.0129758256176427,0.0,-9.367506770274758e-17,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt6,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,91.80731761505041,30.27047142895276,62.66873546999976,0.0,11.609120860534606,10.477231576632484,0.0,0.0,1.0,11.609120860534606,1.0,0.31738844900391494,1.2,0.1199999999999999,1.7703174881360064,12.590000316828384,-4.163336342344337e-19,0.036015780675282,0.6002630112547,-6.938893903907228e-18,0.6002630112547,0.0,-1.734723475976807e-18,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt7,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,265.99010256848595,87.70156899632158,181.56791646388214,0.0,33.63469632531039,30.355313433592627,0.0,0.0,1.0,33.63469632531039,1.0,0.3173884490039142,2.4,0.2399999999999998,4.052360738846249,36.4765637707889,-6.6613381477509375e-18,0.1043472507940032,1.73912084656672,-1.1102230246251563e-16,1.73912084656672,0.0,-4.1633363423443364e-17,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,Apt8,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,42.664936467960885,14.067372557236896,29.284200579264528,0.0,7.042427369646575,6.355790701106038,0.0,0.0,1.0,7.042427369646575,1.0,0.31362371531350064,1.2,0.1199999999999999,1.215492355466355,4.920556240240124,0.0,0.024900678511494717,0.7114479574712775,0.0,0.7114479574712775,0.0,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__no_deg,_COMMUNITY,alfa_deg_sweep,b8_pv04_consumption_mean_export,no_deg,1248.651446164792,411.7021268864031,851.2206245108852,0.0,146.37236135893664,132.10105612644034,0.0,0.0,1.0,146.37236135893664,1.0,0.3182880401689421,13.739999999999998,1.38,13.739999999999998,169.88086019429457,-3.3306690738754695e-18,0.29662272019927477,5.717200101918731,-5.551115123125783e-17,5.717200101918731,0.0,-2.949029909160572e-17,851.2206245108852,0.0,0.0,0.0,1.0,146.37236135893664,1.0,0.3182880401689421,-3.464471870444982e-20
b8_pv04_consumption_mean_export__with_deg,Apt1,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,242.03226949001305,79.80225420812178,165.24307717914743,0.0,30.903198946216925,27.89013704896078,0.0,0.0,1.0,30.903198946216925,1.0,0.3172684058727721,1.78,0.1799999999999999,2.762323880406859,32.44380983972458,-6.6613381477509375e-18,0.10478780264241269,1.746463377373545,-1.1102230246251563e-16,1.746463377373545,0.0,-4.1633363423443364e-17,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt2,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,117.94368032413539,38.88808537514646,80.02436124475892,0.0,9.936064572000145,8.967298276230132,0.0,0.0,1.0,9.936064572000145,1.0,0.32150361066541056,1.78,0.1799999999999999,2.080280857970369,16.601706445911855,-8.326672684688674e-19,0.07806465053060296,1.3010775088433828,-1.3877787807814457e-17,1.3010775088433828,0.0,-3.469446951953614e-18,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt3,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,59.43046312832059,19.595258666399985,40.323354649047985,0.0,5.006668585921925,4.518518398794539,0.0,0.0,1.0,5.006668585921925,1.0,0.3215036106654103,1.2,0.1199999999999999,1.2000000000000002,8.36540881282865,-1.249000902703301e-18,0.03933587897405004,0.655597982900834,-2.0816681711721685e-17,0.655597982900834,0.0,-5.204170427930421e-18,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt4,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,149.81598662198513,49.39693981319102,101.64960598761607,0.0,12.621119782789572,11.39056060396759,0.0,0.0,1.0,12.621119782789572,1.0,0.32150361066541056,1.78,0.18,2.593799966333974,21.088039850608993,0.0,0.09916031624078035,1.6526719373463392,0.0,1.6526719373463392,0.0,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt5,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,278.96668994884067,91.98017584103269,190.4593729371683,0.0,35.61906491651653,32.146206087156166,0.0,0.0,1.0,35.61906491651653,1.0,0.31726840587277144,2.4,0.24,3.21638966411737,37.39477491736309,-1.3322676295501878e-17,0.12077854953705855,2.0129758256176427,-2.220446049250313e-16,2.0129758256176427,0.0,-6.591949208711867e-17,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt6,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,91.80731761505041,30.27047142895276,62.66873546999976,0.0,11.609120860534606,10.47723157663248,0.0,0.0,1.0,11.609120860534606,1.0,0.31738844900391494,1.2,0.12,1.7703174881360064,12.590000316828386,-4.163336342344337e-19,0.036015780675282,0.6002630112547,-6.938893903907228e-18,0.6002630112547,0.0,-1.734723475976807e-18,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt7,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,265.99010256848595,87.70156899632158,181.56791646388214,0.0,33.63469632531039,30.355313433592624,0.0,0.0,1.0,33.63469632531039,1.0,0.3173884490039142,2.4,0.2399999999999999,4.05236073884625,36.4765637707889,-6.6613381477509375e-18,0.1043472507940032,1.73912084656672,-1.1102230246251563e-16,1.73912084656672,0.0,-2.7755575615628907e-17,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,Apt8,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,42.664936467960885,14.067372557236896,29.284200579264528,0.0,7.042427369646575,6.355790701106037,0.0,0.0,1.0,7.042427369646575,1.0,0.31362371531350064,1.2,0.12,1.215492355466355,4.920556240240125,0.0,0.024900678511494717,0.7114479574712775,0.0,0.7114479574712775,0.0,0.0,,,,,,,,,
b8_pv04_consumption_mean_export__with_deg,_COMMUNITY,alfa_deg_sweep,b8_pv04_consumption_mean_export,with_deg,1248.651446164792,411.7021268864031,851.2206245108852,0.0,146.37236135893664,132.10105612644034,0.0,0.0,1.0,146.37236135893664,1.0,0.3182880401689421,13.739999999999998,1.38,13.74,169.8808601942946,0.0,0.3092856249587797,5.717200101918731,0.0,5.717200101918731,0.0,0.0,851.2206245108852,0.0,0.0,0.0,1.0,146.37236135893664,1.0,0.3182880401689421,0.0
b8_pv05_equal_no_export__1month,Apt1,full_horizon_sweep,b8_pv05_equal_no_export,1month,256.22147327771233,53.693229831042984,203.913846350355,0.0,14.21131183267359,12.825708928987918,2.9368868448287344e-15,5.4697526188502076e-17,1.0,14.211311832673594,0.9999999999999998,0.20415005135288705,1.78,0.18,1.78,41.37671429327344,-3.3306690738754695e-18,0.10478780264241269,1.746463377373545,-5.551115123125783e-17,1.746463377373545,0.0,-1.3877787807814457e-17,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt2,full_horizon_sweep,b8_pv05_equal_no_export,1month,126.44376928830724,53.693229831042984,74.36964791624558,0.0,16.60624060493665,14.98713214595533,3.597816489175898e-15,6.7006892684556e-17,0.9999999999999999,16.606240604936655,0.9999999999999998,0.41183619932530086,1.78,0.18,3.55,15.144170395261156,-1.6653345369377351e-18,0.07487506106455112,1.2479176844091855,-2.775557561562892e-17,1.2479176844091855,0.0,-1.0408340855860844e-17,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt3,full_horizon_sweep,b8_pv05_equal_no_export,1month,63.713560131774756,53.693229831042984,14.074839374660925,0.0,24.179052309894633,21.8215947096799,1.6970514737144275,0.03160643304667192,0.9683935669533281,25.87610378360906,0.9344162673056905,0.779091933560912,1.2,0.1199999999999999,2.4,2.566278886023311,-2.42861286636753e-19,0.030455639204070403,0.5075939867345067,-6.938893903907228e-18,0.5075939867345067,0.0,-4.336808689942018e-18,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt4,full_horizon_sweep,b8_pv05_equal_no_export,1month,160.61308241416606,53.693229831042984,108.2938117206213,0.0,14.091888589725524,12.717929452227288,2.67841304690819e-15,4.988362695513715e-17,1.0,14.091888589725528,0.9999999999999998,0.3257472548757348,1.78,0.1799999999999999,2.8768374914099155,22.502399970753387,0.0,0.09863631588882965,1.6439385981471608,0.0,1.6439385981471608,0.0,0.0,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt5,full_horizon_sweep,b8_pv05_equal_no_export,1month,295.3211835955126,53.693229831042984,242.83630509157257,0.0,12.393346944646197,11.184995617543196,4.4200754167889045e-15,8.232090769539473e-17,0.9999999999999999,12.3933469446462,0.9999999999999997,0.17772134685680413,2.4,0.2399999999999999,2.4,49.56398973262109,0.0,0.12077854953705855,2.0129758256176427,0.0,2.0129758256176427,0.0,0.0,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt6,full_horizon_sweep,b8_pv05_equal_no_export,1month,96.88521535118599,53.693229831042984,46.02351355882759,0.0,29.041313217277732,26.20978517859315,4.401860820291148e-15,8.198167318566096e-17,0.9999999999999999,29.041313217277736,0.9999999999999999,0.5249686611935244,1.2,0.12,2.4,8.524338753013375,-3.3306690738754695e-18,0.036015780675282,0.6002630112547,-5.551115123125783e-17,0.6002630112547,0.0,-3.122502256758253e-17,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt7,full_horizon_sweep,b8_pv05_equal_no_export,1month,280.7021165424741,53.693229831042984,228.21426913482364,0.0,12.362896650179714,11.157514226787193,4.470382397592232e-15,8.325784110323085e-17,0.9999999999999999,12.362896650179719,0.9999999999999996,0.18698771514146495,2.4,0.24,2.845414666151387,47.23313119789276,0.0,0.1043472507940032,1.73912084656672,0.0,1.73912084656672,0.0,0.0,,,,,,,,,
b8_pv05_equal_no_export__1month,Apt8,full_horizon_sweep,b8_pv05_equal_no_export,1month,45.473381948372435,53.693229831042984,0.005069822054077767,0.0,38.10154578847842,34.386645074101764,4.510016990347972,0.08399600851987647,0.9160039914801236,42.61156277882639,0.8941597844285356,0.9998885101165373,1.2,0.12,2.4,0.0007097750875708871,-1.4571677198205181e-18,0.0007097750875708886,0.0202792882163111,-4.163336342344337e-17,0.0202792882163111,0.0,-3.642919299551295e-17,,,,,,,,,
b8_pv05_equal_no_export__1month,_COMMUNITY,full_horizon_sweep,b8_pv05_equal_no_export,1month,1325.3737825495054,429.5458386483439,917.7313029691607,0.0,160.98759593781247,145.29130533387575,6.207068464062422,0.014450305195818601,0.9855496948041813,167.1946644018749,0.962875200077301,0.30756793664365284,13.739999999999998,1.3843745120623452,14.35296115932443,186.91173300392606,0.0,0.2897646158170714,5.3755973778789645,0.0,5.3755973778789645,0.0,0.0,917.7313029691607,0.0,6.207068464062422,0.014450305195818601,0.9855496948041813,167.1946644018749,0.962875200077301,0.30756793664365284,0.0
b8_pv05_equal_no_export__1year,Apt1,full_horizon_sweep,b8_pv05_equal_no_export,1year,2267.7957475663648,1571.6208418132471,1152.8538243589878,0.0,646.867122760206,583.7975782910858,393.6093741367504,0.2504480493416123,0.7495519506583876,1040.4764968969564,0.6217027724214597,0.4916412443245175,1.78,0.1799999999999997,3.55,206.83599034621716,-1.942890293094024e-18,0.10478780264241269,1.889164877206485,-5.551115123125783e-17,1.889164877206485,0.0,-2.0816681711721685e-17,,,,,,,,,
b8_pv05_equal_no_export__1year,Apt2,full_horizon_sweep,b8_pv05_equal_no_export,1year,1518.5875445649422,1571.6208418132471,689.656596646701,0.0,444.5216216781492,401.1807635645295,699.3490357813864,0.44498584975146876,0.5550141502485313,1143.8706574595356,0.3886117882116179,0.545856543394553,1.78,0.1799999999999997,3.55,147.82197860585154,-2.42861286636753e-19,0.09001770138846585,1.5002950231410974,-6.938893903907228e-18,1.5002950231410974,0.0,-1.734723475976807e-18,,,,,,,,,
b8_pv05_equal_no_export__1year,Apt3,full_horizon_sweep,b8_pv05_equal_no_export,1year,765.198786627361,1571.6208418132471,244.15047779320886,0.0,291.9426937688927,263.4782811264256,1022.1081203366281,0.6503528670168166,0.3496471329831834,1314.0508141055207,0.22217001856782775,0.6809319590412444,1.2,0.1199999999999995,2.4,51.26231101453112,-1.214306433183765e-19,0.045358883736381445,0.7559813956063575,-3.469446951953614e-18,0.7559813956063575,0.0,-8.673617379884035e-19,,,,,,,,,
b8_pv05_equal_no_export__1year,Apt4,full_horizon_sweep,b8_pv05_equal_no_export,1year,1928.9604210722466,1571.6208418132471,961.6643429995489,0.0,511.6083034561666,461.72649386919034,554.442954153573,0.35278416994896056,0.6472158300510394,1066.0512576097397,0.4799096664481928,0.5014597850250391,1.78,0.1799999999999998,3.55,206.64018198854598,-4.85722573273506e-19,0.11434347910709143,1.9057246517848572,-1.3877787807814457e-17,1.9057246517848572,0.0,-3.469446951953614e-18,,,,,,,,,
b8_pv05_equal_no_export__1year,Apt5,full_horizon_sweep,b8_pv05_equal_no_export,1year,2613.864153369639,1571.6208418132471,1380.920629353764,0.0,727.5969092583061,656.6562106056213,267.7366191446874,0.17035700470591114,0.8296429952940888,995.3335284029936,0.7310081379713299,0.47169380337782174,2.4,0.2399999999999997,4.8,250.317955801905,-4.85722573273506e-19,0.12077854953705855,2.1774537489251924,-1.3877787807814457e-17,2.1774537489251924,0.0,-5.204170427930421e-18,,,,,,,,,
b8_pv05_equal_no_export__1year,Apt6,full_horizon_sweep,b8_pv05_equal_no_export,1year,961.9626116696597,1571.6208418132471,210.0993126726861,0.0,417.74363712417727,377.01363250456996,779.0275381966663,0.4956841481548873,0.5043158518451126,1196.7711753208437,0.34905890594514355,0.7815930576469903,1.2,0.1199999999999997,2.4,39.36624156186106,-1.6653345369377351e-18,0.036015780675282,0.614742936951715,-2.775557561562892e-17,0.614742936951715,0.0,-1.1275702593849248e-17,,,,,,,,,
