t,Load,PV,P_imp,P_exp,P_ch,P_dis,P_curt,E,c_grid,c_sell,P_pv_to_load,P_pv_to_bat,P_pv_to_exp
1388,0.3005342793895475,0.124976766936098,0.17555751245344953,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.124976766936098,0.0,0.0
1389,0.3064391690378075,0.151028954340673,0.15541021469713448,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.151028954340673,0.0,0.0
1390,0.3124363225868225,0.19834070976879276,0.11409561281802977,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.19834070976879276,0.0,0.0
1391,0.30047277012238,0.21001503903027674,0.09045773109210326,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.21001503903027674,0.0,0.0
1392,0.34826547071298,0.2210749299095775,0.12719054080340247,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.2210749299095775,0.0,0.0
1393,0.3236925184788175,0.20817172388372676,0.11552079459509076,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.20817172388372676,0.0,0.0
1394,0.32390780091391,0.22783375211359475,0.09607404880031528,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.22783375211359475,0.0,0.0
1395,0.28091282316252,0.2414742841980655,0.039438538964454484,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.2414742841980655,0.0,0.0
1396,0.098630109906087,0.24700422963771576,0.0,0.14837411973162876,0.0,0.0,0.0,0.0,0.24,0.06,0.098630109906087,0.0,0.14837411973162876
1397,0.12529437722400924,0.242826048638869,0.0,0.11753167141485976,0.0,0.0,0.0,0.0,0.24,0.06,0.12529437722400924,0.0,0.11753167141485976
1398,0.217988842848252,0.1799075583032915,0.038081284544960514,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.1799075583032915,0.0,0.0
1399,0.12701663670475175,0.150660291311363,0.0,0.023643654606611247,0.0,0.0,0.0,0.0,0.24,0.06,0.12701663670475175,0.0,0.023643654606611247
1400,0.13282926245225726,0.11244222393955725,0.020387038512700018,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.11244222393955725,0.0,0.0
1401,0.15186638064117775,0.10334853588324325,0.0485178447579345,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.10334853588324325,0.0,0.0
1402,0.402578153623535,0.10371719891255325,0.29886095471098173,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.10371719891255327,0.0,0.0
1403,0.430872416521445,0.120798585937251,0.31007383058419397,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.12079858593725101,0.0,0.0
1404,0.3993181624635575,0.09941613023726975,0.29990203222628775,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.09941613023726975,0.0,0.0
1405,0.35659997641443,0.096343938326353,0.26025603808807696,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.09634393832635302,0.0,0.0
1406,0.3681329640086875,0.08466960906486876,0.28346335494381875,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.08466960906486876,0.0,0.0
1407,0.4024551350891975,0.07274950445051125,0.32970563063868624,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.07274950445051126,0.0,0.0
1408,0.371731256138095,0.061566725894774,0.31016453024332097,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.06156672589477402,0.0,0.0
1409,0.3632122226351375,0.05788009560167375,0.3053321270334638,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.05788009560167373,0.0,0.0
1410,0.3885540407089175,0.0349001001080155,0.35365394060090205,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.034900100108015475,0.0,0.0
1411,0.36585712112342,0.024823310640208276,0.34103381048321174,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.024823310640208263,0.0,0.0
1412,0.30034975158804,0.021382455699981377,0.27896729588805863,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.021382455699981373,0.0,0.0
1413,0.3192330966090375,0.01130566623217405,0.30792743037686343,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.01130566623217405,0.0,0.0
1414,0.40955945544726,0.00454684402815695,0.40501261141910305,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.004546844028156971,0.0,0.0
