,SelfCons,SelfSuff,Export/PV,Import/Load,Fairness,Jain,FairnessUsed,JainUsed
instant_load,0.748505237115725,0.3699914451620697,0.2514947628842699,0.6300085548379277,0.6240467187927596,0.9138869492225123,0.6478992251502802,0.9236595643178984
